RecordTime,全局占用(%),extra,SimpleTime
1669278485320,57.760815,,801.844
1669278485824,50.377834,,802.348
1669278486317,52.33645,,802.841
1669278486777,45.658264,,803.301
1669278487327,51.31265,,803.851
1669278487820,48.32905,,804.344
1669278488329,50.0,,804.853
1669278488829,49.86595,,805.353
1669278489306,55.555557,,805.83
1669278489817,56.658596,,806.341
1669278490281,53.94737,,806.805
1669278490811,54.56621,,807.335
1669278491323,45.0,,807.847
1669278491794,56.122448,,808.318
1669278492306,47.263683,,808.83
1669278492827,49.881798,,809.351
1669278493329,49.131516,,809.853
1669278493850,53.24074,,810.374
1669278494322,58.73016,,810.846
1669278494830,54.336735,,811.354
1669278495329,51.69713,,811.853
1669278495831,54.219948,,812.355
1669278496323,52.898552,,812.847
1669278496814,48.241207,,813.338
1669278497323,48.72449,,813.847
1669278497834,50.0,,814.358
1669278498332,46.37306,,814.856
1669278498840,49.135803,,815.364
1669278499344,55.308643,,815.868
1669278499809,54.18848,,816.333
1669278500330,54.901962,,816.854
1669278500808,49.87013,,817.332
1669278501332,49.406178,,817.856
1669278501793,48.548813,,818.317
1669278502342,48.564594,,818.866
1669278502816,49.60422,,819.34
1669278503338,50.348026,,819.862
1669278503850,50.0,,820.374
1669278504325,54.805195,,820.849
1669278504824,55.361595,,821.348
1669278505335,52.70936,,821.859
1669278505782,48.186527,,822.306
1669278506342,47.688564,,822.866
1669278506842,48.768475,,823.366
1669278507348,50.125946,,823.872
1669278507830,53.101738,,824.354
1669278508340,50.123455,,824.864
1669278508838,50.236965,,825.362
1669278509330,53.805775,,825.854
1669278509847,54.791153,,826.371
1669278510331,52.105263,,826.855
1669278510843,53.268764,,827.367
1669278511343,46.464645,,827.867
