RecordTime,最长延迟时间(ms),extra,SimpleTime
1669277684441,8.0,sg.partying.android.lite,0.965
1669277685441,8.0,sg.partying.android.lite,1.965
1669277686442,14.0,sg.partying.android.lite,2.966
1669277687442,7.0,sg.partying.android.lite,3.966
1669277688442,8.0,sg.partying.android.lite,4.966
1669277689443,14.0,sg.partying.android.lite,5.967
1669277690443,13.0,sg.partying.android.lite,6.967
1669277691445,9.0,sg.partying.android.lite,7.969
1669277692449,12.0,sg.partying.android.lite,8.973
1669277693451,9.0,sg.partying.android.lite,9.975
1669277694446,10.0,sg.partying.android.lite,10.97
1669277695446,10.0,sg.partying.android.lite,11.97
1669277696447,10.0,sg.partying.android.lite,12.971
1669277697449,10.0,sg.partying.android.lite,13.973
1669277698449,10.0,sg.partying.android.lite,14.973
1669277699449,10.0,sg.partying.android.lite,15.973
1669277700453,9.0,sg.partying.android.lite,16.977
1669277701455,7.0,sg.partying.android.lite,17.979
1669277702454,31.0,sg.partying.android.lite,18.978
1669277703455,12.0,sg.partying.android.lite,19.979
1669277704455,15.0,sg.partying.android.lite,20.979
1669277705456,6.0,sg.partying.android.lite,21.98
1669277706458,9.0,sg.partying.android.lite,22.982
1669277707460,9.0,sg.partying.android.lite,23.984
1669277708459,15.0,sg.partying.android.lite,24.983
1669277709459,13.0,sg.partying.android.lite,25.983
1669277710460,8.0,sg.partying.android.lite,26.984
1669277711460,11.0,sg.partying.android.lite,27.984
1669277712462,13.0,sg.partying.android.lite,28.986
1669277713461,13.0,sg.partying.android.lite,29.985
1669277714461,13.0,sg.partying.android.lite,30.985
1669277715462,10.0,sg.partying.android.lite,31.986
1669277716463,7.0,sg.partying.android.lite,32.987
1669277717464,15.0,sg.partying.android.lite,33.988
1669277718464,10.0,sg.partying.android.lite,34.988
1669277719473,10.0,sg.partying.android.lite,35.997
1669277720472,11.0,sg.partying.android.lite,36.996
1669277721471,9.0,sg.partying.android.lite,37.995
1669277722471,9.0,sg.partying.android.lite,38.995
1669277723473,15.0,sg.partying.android.lite,39.997
1669277724474,15.0,sg.partying.android.lite,40.998
1669277725478,15.0,sg.partying.android.lite,42.002
1669277726477,14.0,sg.partying.android.lite,43.001
1669277727477,5.0,sg.partying.android.lite,44.001
1669277728477,12.0,sg.partying.android.lite,45.001
1669277729478,10.0,sg.partying.android.lite,46.002
1669277730478,11.0,sg.partying.android.lite,47.002
1669277731479,11.0,sg.partying.android.lite,48.003
1669277732479,8.0,sg.partying.android.lite,49.003
1669277733480,7.0,sg.partying.android.lite,50.004
1669277734481,12.0,sg.partying.android.lite,51.005
1669277735482,12.0,sg.partying.android.lite,52.006
1669277736483,11.0,sg.partying.android.lite,53.007
1669277737483,11.0,sg.partying.android.lite,54.007
1669277738485,9.0,sg.partying.android.lite,55.009
1669277739485,8.0,sg.partying.android.lite,56.009
1669277740485,11.0,sg.partying.android.lite,57.009
1669277741486,10.0,sg.partying.android.lite,58.01
1669277742487,10.0,sg.partying.android.lite,59.011
1669277743487,12.0,sg.partying.android.lite,60.011
1669277744488,10.0,sg.partying.android.lite,61.012
1669277745491,10.0,sg.partying.android.lite,62.015
1669277746489,12.0,sg.partying.android.lite,63.013
1669277747492,8.0,sg.partying.android.lite,64.016
1669277748492,8.0,sg.partying.android.lite,65.016
1669277749490,12.0,sg.partying.android.lite,66.014
1669277750493,11.0,sg.partying.android.lite,67.017
1669277751493,13.0,sg.partying.android.lite,68.017
1669277752494,13.0,sg.partying.android.lite,69.018
1669277753495,8.0,sg.partying.android.lite,70.019
1669277754495,9.0,sg.partying.android.lite,71.019
1669277755495,8.0,sg.partying.android.lite,72.019
1669277756498,9.0,sg.partying.android.lite,73.022
1669277757497,13.0,sg.partying.android.lite,74.021
1669277758497,12.0,sg.partying.android.lite,75.021
1669277759498,5.0,sg.partying.android.lite,76.022
1669277760498,5.0,sg.partying.android.lite,77.022
1669277761499,8.0,sg.partying.android.lite,78.023
1669277762507,9.0,sg.partying.android.lite,79.031
1669277763500,11.0,sg.partying.android.lite,80.024
1669277764501,10.0,sg.partying.android.lite,81.025
1669277765501,8.0,sg.partying.android.lite,82.025
1669277766502,14.0,sg.partying.android.lite,83.026
1669277767503,11.0,sg.partying.android.lite,84.027
1669277768505,11.0,sg.partying.android.lite,85.029
1669277769506,11.0,sg.partying.android.lite,86.03
1669277770508,8.0,sg.partying.android.lite,87.032
1669277771507,11.0,sg.partying.android.lite,88.031
1669277772508,11.0,sg.partying.android.lite,89.032
1669277773514,14.0,sg.partying.android.lite,90.038
1669277774513,14.0,sg.partying.android.lite,91.037
1669277775513,14.0,sg.partying.android.lite,92.037
1669277776514,11.0,sg.partying.android.lite,93.038
1669277777517,11.0,sg.partying.android.lite,94.041
1669277778517,8.0,sg.partying.android.lite,95.041
1669277779518,14.0,sg.partying.android.lite,96.042
1669277780519,8.0,sg.partying.android.lite,97.043
1669277781521,9.0,sg.partying.android.lite,98.045
1669277782523,9.0,sg.partying.android.lite,99.047
1669277783524,11.0,sg.partying.android.lite,100.048
1669277784525,11.0,sg.partying.android.lite,101.049
1669277785524,7.0,sg.partying.android.lite,102.048
1669277786525,8.0,sg.partying.android.lite,103.049
1669277787525,9.0,sg.partying.android.lite,104.049
1669277788527,12.0,sg.partying.android.lite,105.051
1669277789527,12.0,sg.partying.android.lite,106.051
1669277790528,12.0,sg.partying.android.lite,107.052
1669277791528,14.0,sg.partying.android.lite,108.052
1669277792533,11.0,sg.partying.android.lite,109.057
1669277793534,10.0,sg.partying.android.lite,110.058
1669277794534,1074.0,sg.partying.android.lite,111.058
1669277795534,12.0,sg.partying.android.lite,112.058
1669277796535,14.0,sg.partying.android.lite,113.059
1669277797536,10.0,sg.partying.android.lite,114.06
1669277798536,8.0,sg.partying.android.lite,115.06
1669277799542,7.0,sg.partying.android.lite,116.066
1669277800541,12.0,sg.partying.android.lite,117.065
1669277801542,9.0,sg.partying.android.lite,118.066
1669277802542,10.0,sg.partying.android.lite,119.066
1669277803543,10.0,sg.partying.android.lite,120.067
1669277804543,11.0,sg.partying.android.lite,121.067
1669277805546,13.0,sg.partying.android.lite,122.07
1669277806545,13.0,sg.partying.android.lite,123.069
1669277807546,9.0,sg.partying.android.lite,124.07
1669277808546,9.0,sg.partying.android.lite,125.07
1669277809551,9.0,sg.partying.android.lite,126.075
1669277810548,9.0,sg.partying.android.lite,127.072
1669277811548,8.0,sg.partying.android.lite,128.072
1669277812548,13.0,sg.partying.android.lite,129.072
1669277813549,11.0,sg.partying.android.lite,130.073
1669277814550,12.0,sg.partying.android.lite,131.074
1669277815554,10.0,sg.partying.android.lite,132.078
1669277816557,12.0,sg.partying.android.lite,133.081
1669277817557,1075.0,sg.partying.android.lite,134.081
1669277818558,13.0,sg.partying.android.lite,135.082
1669277819558,7.0,sg.partying.android.lite,136.082
1669277820558,11.0,sg.partying.android.lite,137.082
1669277821561,10.0,sg.partying.android.lite,138.085
1669277822562,14.0,sg.partying.android.lite,139.086
1669277823563,14.0,sg.partying.android.lite,140.087
1669277824564,9.0,sg.partying.android.lite,141.088
1669277825565,9.0,sg.partying.android.lite,142.089
1669277826566,16.0,sg.partying.android.lite,143.09
1669277827569,12.0,sg.partying.android.lite,144.093
1669277828575,11.0,sg.partying.android.lite,145.099
1669277829572,11.0,sg.partying.android.lite,146.096
1669277830572,16.0,sg.partying.android.lite,147.096
1669277831573,16.0,sg.partying.android.lite,148.097
1669277832573,11.0,sg.partying.android.lite,149.097
1669277833576,11.0,sg.partying.android.lite,150.1
1669277834575,7.0,sg.partying.android.lite,151.099
1669277835577,9.0,sg.partying.android.lite,152.101
1669277836576,6.0,sg.partying.android.lite,153.1
1669277837577,1074.0,sg.partying.android.lite,154.101
1669277838578,15.0,sg.partying.android.lite,155.102
1669277839578,9.0,sg.partying.android.lite,156.102
1669277840582,15.0,sg.partying.android.lite,157.106
1669277841582,9.0,sg.partying.android.lite,158.106
1669277842582,9.0,sg.partying.android.lite,159.106
1669277843582,12.0,sg.partying.android.lite,160.106
1669277844583,8.0,sg.partying.android.lite,161.107
1669277845583,10.0,sg.partying.android.lite,162.107
1669277846589,8.0,sg.partying.android.lite,163.113
1669277847589,14.0,sg.partying.android.lite,164.113
1669277848590,9.0,sg.partying.android.lite,165.114
1669277849590,8.0,sg.partying.android.lite,166.114
1669277850594,11.0,sg.partying.android.lite,167.118
1669277851601,9.0,sg.partying.android.lite,168.125
1669277852595,9.0,sg.partying.android.lite,169.119
1669277853597,14.0,sg.partying.android.lite,170.121
1669277854597,8.0,sg.partying.android.lite,171.121
1669277855598,11.0,sg.partying.android.lite,172.122
1669277856601,1075.0,sg.partying.android.lite,173.125
1669277857601,13.0,sg.partying.android.lite,174.125
1669277858602,9.0,sg.partying.android.lite,175.126
1669277859603,9.0,sg.partying.android.lite,176.127
1669277860603,9.0,sg.partying.android.lite,177.127
1669277861605,8.0,sg.partying.android.lite,178.129
1669277862605,9.0,sg.partying.android.lite,179.129
1669277863605,13.0,sg.partying.android.lite,180.129
1669277864605,6.0,sg.partying.android.lite,181.129
1669277865610,13.0,sg.partying.android.lite,182.134
1669277866609,10.0,sg.partying.android.lite,183.133
1669277867609,13.0,sg.partying.android.lite,184.133
1669277868610,10.0,sg.partying.android.lite,185.134
1669277869610,16.0,sg.partying.android.lite,186.134
1669277870610,16.0,sg.partying.android.lite,187.134
1669277871613,9.0,sg.partying.android.lite,188.137
1669277872613,7.0,sg.partying.android.lite,189.137
1669277873615,8.0,sg.partying.android.lite,190.139
1669277874617,8.0,sg.partying.android.lite,191.141
1669277875617,8.0,sg.partying.android.lite,192.141
1669277876618,8.0,sg.partying.android.lite,193.142
1669277877619,12.0,sg.partying.android.lite,194.143
1669277878621,10.0,sg.partying.android.lite,195.145
1669277879622,8.0,sg.partying.android.lite,196.146
1669277880624,13.0,sg.partying.android.lite,197.148
1669277881622,13.0,sg.partying.android.lite,198.146
1669277882623,9.0,sg.partying.android.lite,199.147
1669277883623,1058.0,sg.partying.android.lite,200.147
1669277884624,13.0,sg.partying.android.lite,201.148
1669277885625,13.0,sg.partying.android.lite,202.149
1669277886626,13.0,sg.partying.android.lite,203.15
1669277887628,1058.0,sg.partying.android.lite,204.152
1669277888633,10.0,sg.partying.android.lite,205.157
1669277889628,11.0,sg.partying.android.lite,206.152
1669277890629,11.0,sg.partying.android.lite,207.153
1669277891637,11.0,sg.partying.android.lite,208.161
1669277892637,10.0,sg.partying.android.lite,209.161
1669277893637,9.0,sg.partying.android.lite,210.161
1669277894638,7.0,sg.partying.android.lite,211.162
1669277895643,11.0,sg.partying.android.lite,212.167
1669277896639,9.0,sg.partying.android.lite,213.163
1669277897639,11.0,sg.partying.android.lite,214.163
1669277898639,11.0,sg.partying.android.lite,215.163
1669277899645,6.0,sg.partying.android.lite,216.169
1669277900641,8.0,sg.partying.android.lite,217.165
1669277901641,11.0,sg.partying.android.lite,218.165
1669277902642,10.0,sg.partying.android.lite,219.166
1669277903645,10.0,sg.partying.android.lite,220.169
1669277904645,11.0,sg.partying.android.lite,221.169
1669277905646,7.0,sg.partying.android.lite,222.17
1669277906649,7.0,sg.partying.android.lite,223.173
1669277907647,10.0,sg.partying.android.lite,224.171
1669277908648,9.0,sg.partying.android.lite,225.172
1669277909649,7.0,sg.partying.android.lite,226.173
1669277910649,10.0,sg.partying.android.lite,227.173
1669277911650,9.0,sg.partying.android.lite,228.174
1669277912656,14.0,sg.partying.android.lite,229.18
1669277913655,10.0,sg.partying.android.lite,230.179
1669277914656,14.0,sg.partying.android.lite,231.18
1669277915658,11.0,sg.partying.android.lite,232.182
1669277916658,8.0,sg.partying.android.lite,233.182
1669277917661,8.0,sg.partying.android.lite,234.185
1669277918663,7.0,sg.partying.android.lite,235.187
1669277919666,7.0,sg.partying.android.lite,236.19
1669277920665,8.0,sg.partying.android.lite,237.189
1669277921668,8.0,sg.partying.android.lite,238.192
1669277922669,12.0,sg.partying.android.lite,239.193
1669277923675,8.0,sg.partying.android.lite,240.199
1669277924675,12.0,sg.partying.android.lite,241.199
1669277925676,10.0,sg.partying.android.lite,242.2
1669277926676,10.0,sg.partying.android.lite,243.2
1669277927677,8.0,sg.partying.android.lite,244.201
1669277928677,11.0,sg.partying.android.lite,245.201
1669277929678,10.0,sg.partying.android.lite,246.202
1669277930683,14.0,sg.partying.android.lite,247.207
1669277931679,11.0,sg.partying.android.lite,248.203
1669277932681,7.0,sg.partying.android.lite,249.205
1669277933685,16.0,sg.partying.android.lite,250.209
1669277934686,16.0,sg.partying.android.lite,251.21
1669277935686,10.0,sg.partying.android.lite,252.21
1669277936698,16.0,sg.partying.android.lite,253.222
1669277937689,12.0,sg.partying.android.lite,254.213
1669277938689,16.0,sg.partying.android.lite,255.213
1669277939693,8.0,sg.partying.android.lite,256.217
1669277940694,12.0,sg.partying.android.lite,257.218
1669277941693,12.0,sg.partying.android.lite,258.217
1669277942695,12.0,sg.partying.android.lite,259.219
1669277943694,15.0,sg.partying.android.lite,260.218
1669277944695,8.0,sg.partying.android.lite,261.219
1669277945696,11.0,sg.partying.android.lite,262.22
1669277946697,11.0,sg.partying.android.lite,263.221
1669277947697,15.0,sg.partying.android.lite,264.221
1669277948697,12.0,sg.partying.android.lite,265.221
1669277949698,8.0,sg.partying.android.lite,266.222
1669277950699,8.0,sg.partying.android.lite,267.223
1669277951699,8.0,sg.partying.android.lite,268.223
1669277952700,12.0,sg.partying.android.lite,269.224
1669277953702,12.0,sg.partying.android.lite,270.226
1669277954703,9.0,sg.partying.android.lite,271.227
1669277955703,9.0,sg.partying.android.lite,272.227
1669277956703,8.0,sg.partying.android.lite,273.227
1669277957705,13.0,sg.partying.android.lite,274.229
1669277958705,16.0,sg.partying.android.lite,275.229
1669277959708,16.0,sg.partying.android.lite,276.232
1669277960710,9.0,sg.partying.android.lite,277.234
1669277961713,9.0,sg.partying.android.lite,278.237
1669277962711,16.0,sg.partying.android.lite,279.235
1669277963728,9.0,sg.partying.android.lite,280.252
1669277964713,9.0,sg.partying.android.lite,281.237
1669277965714,8.0,sg.partying.android.lite,282.238
1669277966714,9.0,sg.partying.android.lite,283.238
1669277967718,11.0,sg.partying.android.lite,284.242
1669277968720,9.0,sg.partying.android.lite,285.244
1669277969721,12.0,sg.partying.android.lite,286.245
1669277970722,10.0,sg.partying.android.lite,287.246
1669277971725,10.0,sg.partying.android.lite,288.249
1669277972725,10.0,sg.partying.android.lite,289.249
1669277973727,13.0,sg.partying.android.lite,290.251
1669277974728,9.0,sg.partying.android.lite,291.252
1669277975728,12.0,sg.partying.android.lite,292.252
1669277976729,15.0,sg.partying.android.lite,293.253
1669277977729,8.0,sg.partying.android.lite,294.253
1669277978730,8.0,sg.partying.android.lite,295.254
1669277979732,8.0,sg.partying.android.lite,296.256
1669277980733,9.0,sg.partying.android.lite,297.257
1669277981734,12.0,sg.partying.android.lite,298.258
1669277982737,11.0,sg.partying.android.lite,299.261
1669277983738,11.0,sg.partying.android.lite,300.262
1669277984738,11.0,sg.partying.android.lite,301.262
1669277985739,12.0,sg.partying.android.lite,302.263
1669277986741,12.0,sg.partying.android.lite,303.265
1669277987741,7.0,sg.partying.android.lite,304.265
1669277988745,16.0,sg.partying.android.lite,305.269
1669277989743,9.0,sg.partying.android.lite,306.267
1669277990744,16.0,sg.partying.android.lite,307.268
1669277991746,10.0,sg.partying.android.lite,308.27
1669277992746,10.0,sg.partying.android.lite,309.27
1669277993754,13.0,sg.partying.android.lite,310.278
1669277994746,10.0,sg.partying.android.lite,311.27
1669277995747,13.0,sg.partying.android.lite,312.271
1669277996749,10.0,sg.partying.android.lite,313.273
1669277997750,10.0,sg.partying.android.lite,314.274
1669277998750,9.0,sg.partying.android.lite,315.274
1669277999750,10.0,sg.partying.android.lite,316.274
1669278000753,13.0,sg.partying.android.lite,317.277
1669278001754,12.0,sg.partying.android.lite,318.278
1669278002754,8.0,sg.partying.android.lite,319.278
1669278003755,5.0,sg.partying.android.lite,320.279
1669278004757,10.0,sg.partying.android.lite,321.281
1669278005758,8.0,sg.partying.android.lite,322.282
1669278006758,10.0,sg.partying.android.lite,323.282
1669278007759,7.0,sg.partying.android.lite,324.283
1669278008765,10.0,sg.partying.android.lite,325.289
1669278009761,11.0,sg.partying.android.lite,326.285
1669278010760,11.0,sg.partying.android.lite,327.284
1669278011761,7.0,sg.partying.android.lite,328.285
1669278012762,8.0,sg.partying.android.lite,329.286
1669278013769,11.0,sg.partying.android.lite,330.293
1669278014764,15.0,sg.partying.android.lite,331.288
1669278015765,15.0,sg.partying.android.lite,332.289
1669278016765,8.0,sg.partying.android.lite,333.289
1669278017769,10.0,sg.partying.android.lite,334.293
1669278018776,8.0,sg.partying.android.lite,335.3
1669278019770,15.0,sg.partying.android.lite,336.294
1669278020771,9.0,sg.partying.android.lite,337.295
1669278021772,15.0,sg.partying.android.lite,338.296
1669278022773,9.0,sg.partying.android.lite,339.297
1669278023775,11.0,sg.partying.android.lite,340.299
1669278024782,9.0,sg.partying.android.lite,341.306
1669278025777,13.0,sg.partying.android.lite,342.301
1669278026778,13.0,sg.partying.android.lite,343.302
1669278027779,13.0,sg.partying.android.lite,344.303
1669278028780,7.0,sg.partying.android.lite,345.304
1669278029783,13.0,sg.partying.android.lite,346.307
1669278030784,13.0,sg.partying.android.lite,347.308
1669278031782,15.0,sg.partying.android.lite,348.306
1669278032784,7.0,sg.partying.android.lite,349.308
1669278033784,7.0,sg.partying.android.lite,350.308
1669278034786,15.0,sg.partying.android.lite,351.31
1669278035787,10.0,sg.partying.android.lite,352.311
1669278036787,8.0,sg.partying.android.lite,353.311
1669278037789,9.0,sg.partying.android.lite,354.313
1669278038793,10.0,sg.partying.android.lite,355.317
1669278039793,15.0,sg.partying.android.lite,356.317
1669278040797,15.0,sg.partying.android.lite,357.321
1669278041797,15.0,sg.partying.android.lite,358.321
1669278042797,15.0,sg.partying.android.lite,359.321
1669278043798,13.0,sg.partying.android.lite,360.322
1669278044805,16.0,sg.partying.android.lite,361.329
1669278045801,14.0,sg.partying.android.lite,362.325
1669278046802,16.0,sg.partying.android.lite,363.326
1669278047804,16.0,sg.partying.android.lite,364.328
1669278048804,8.0,sg.partying.android.lite,365.328
1669278049804,6.0,sg.partying.android.lite,366.328
1669278050807,16.0,sg.partying.android.lite,367.331
1669278051808,11.0,sg.partying.android.lite,368.332
1669278052809,11.0,sg.partying.android.lite,369.333
1669278053814,16.0,sg.partying.android.lite,370.338
1669278054815,1093.0,sg.partying.android.lite,371.339
1669278055816,12.0,sg.partying.android.lite,372.34
1669278056817,11.0,sg.partying.android.lite,373.341
1669278057818,8.0,sg.partying.android.lite,374.342
1669278058819,10.0,sg.partying.android.lite,375.343
1669278059820,8.0,sg.partying.android.lite,376.344
1669278060820,14.0,sg.partying.android.lite,377.344
1669278061823,14.0,sg.partying.android.lite,378.347
1669278062823,10.0,sg.partying.android.lite,379.347
1669278063822,14.0,sg.partying.android.lite,380.346
1669278064823,15.0,sg.partying.android.lite,381.347
1669278065823,10.0,sg.partying.android.lite,382.347
1669278066825,15.0,sg.partying.android.lite,383.349
1669278067825,16.0,sg.partying.android.lite,384.349
1669278068826,58.0,sg.partying.android.lite,385.35
1669278069830,8.0,sg.partying.android.lite,386.354
1669278070827,8.0,sg.partying.android.lite,387.351
1669278071828,58.0,sg.partying.android.lite,388.352
1669278072829,7.0,sg.partying.android.lite,389.353
1669278073829,10.0,sg.partying.android.lite,390.353
1669278074831,8.0,sg.partying.android.lite,391.355
1669278075832,8.0,sg.partying.android.lite,392.356
1669278076834,10.0,sg.partying.android.lite,393.358
1669278077832,14.0,sg.partying.android.lite,394.356
1669278078834,9.0,sg.partying.android.lite,395.358
1669278079834,13.0,sg.partying.android.lite,396.358
1669278080837,9.0,sg.partying.android.lite,397.361
1669278081838,13.0,sg.partying.android.lite,398.362
1669278082839,9.0,sg.partying.android.lite,399.363
1669278083840,13.0,sg.partying.android.lite,400.364
1669278084839,10.0,sg.partying.android.lite,401.363
1669278085840,13.0,sg.partying.android.lite,402.364
1669278086841,8.0,sg.partying.android.lite,403.365
1669278087841,8.0,sg.partying.android.lite,404.365
1669278088843,10.0,sg.partying.android.lite,405.367
1669278089842,8.0,sg.partying.android.lite,406.366
1669278090843,8.0,sg.partying.android.lite,407.367
1669278091843,10.0,sg.partying.android.lite,408.367
1669278092845,11.0,sg.partying.android.lite,409.369
1669278093845,13.0,sg.partying.android.lite,410.369
1669278094846,13.0,sg.partying.android.lite,411.37
1669278095847,11.0,sg.partying.android.lite,412.371
1669278096846,11.0,sg.partying.android.lite,413.37
1669278097847,7.0,sg.partying.android.lite,414.371
1669278098849,15.0,sg.partying.android.lite,415.373
1669278099849,11.0,sg.partying.android.lite,416.373
1669278100849,13.0,sg.partying.android.lite,417.373
1669278101851,15.0,sg.partying.android.lite,418.375
1669278102850,15.0,sg.partying.android.lite,419.374
1669278103851,15.0,sg.partying.android.lite,420.375
1669278104855,15.0,sg.partying.android.lite,421.379
1669278105853,11.0,sg.partying.android.lite,422.377
1669278106854,8.0,sg.partying.android.lite,423.378
1669278107854,7.0,sg.partying.android.lite,424.378
1669278108855,8.0,sg.partying.android.lite,425.379
1669278109858,8.0,sg.partying.android.lite,426.382
1669278110862,12.0,sg.partying.android.lite,427.386
1669278111859,9.0,sg.partying.android.lite,428.383
1669278112862,9.0,sg.partying.android.lite,429.386
1669278113861,15.0,sg.partying.android.lite,430.385
1669278114861,10.0,sg.partying.android.lite,431.385
1669278115862,15.0,sg.partying.android.lite,432.386
1669278116863,10.0,sg.partying.android.lite,433.387
1669278117866,9.0,sg.partying.android.lite,434.39
1669278118865,14.0,sg.partying.android.lite,435.389
1669278119867,14.0,sg.partying.android.lite,436.391
1669278120868,13.0,sg.partying.android.lite,437.392
1669278121873,16.0,sg.partying.android.lite,438.397
1669278122869,11.0,sg.partying.android.lite,439.393
1669278123871,10.0,sg.partying.android.lite,440.395
1669278124873,16.0,sg.partying.android.lite,441.397
1669278125873,10.0,sg.partying.android.lite,442.397
1669278126874,9.0,sg.partying.android.lite,443.398
1669278127875,13.0,sg.partying.android.lite,444.399
1669278128876,16.0,sg.partying.android.lite,445.4
1669278129876,10.0,sg.partying.android.lite,446.4
1669278130877,13.0,sg.partying.android.lite,447.401
1669278131877,13.0,sg.partying.android.lite,448.401
1669278132881,13.0,sg.partying.android.lite,449.405
1669278133882,16.0,sg.partying.android.lite,450.406
1669278134886,16.0,sg.partying.android.lite,451.41
1669278135883,16.0,sg.partying.android.lite,452.407
1669278136888,16.0,sg.partying.android.lite,453.412
1669278137889,16.0,sg.partying.android.lite,454.413
1669278138889,1076.0,sg.partying.android.lite,455.413
1669278139890,9.0,sg.partying.android.lite,456.414
1669278140895,10.0,sg.partying.android.lite,457.419
1669278141895,15.0,sg.partying.android.lite,458.419
1669278142896,15.0,sg.partying.android.lite,459.42
1669278143896,15.0,sg.partying.android.lite,460.42
1669278144904,10.0,sg.partying.android.lite,461.428
1669278145898,15.0,sg.partying.android.lite,462.422
1669278146902,11.0,sg.partying.android.lite,463.426
1669278147899,11.0,sg.partying.android.lite,464.423
1669278148901,11.0,sg.partying.android.lite,465.425
1669278149899,11.0,sg.partying.android.lite,466.423
1669278150901,8.0,sg.partying.android.lite,467.425
1669278151901,9.0,sg.partying.android.lite,468.425
1669278152902,6.0,sg.partying.android.lite,469.426
1669278153903,7.0,sg.partying.android.lite,470.427
1669278154910,9.0,sg.partying.android.lite,471.434
1669278155905,12.0,sg.partying.android.lite,472.429
1669278156908,12.0,sg.partying.android.lite,473.432
1669278157905,8.0,sg.partying.android.lite,474.429
1669278158906,8.0,sg.partying.android.lite,475.43
1669278159914,14.0,sg.partying.android.lite,476.438
1669278160916,14.0,sg.partying.android.lite,477.44
1669278161919,9.0,sg.partying.android.lite,478.443
1669278162915,14.0,sg.partying.android.lite,479.439
1669278163916,9.0,sg.partying.android.lite,480.44
1669278164916,12.0,sg.partying.android.lite,481.44
1669278165917,12.0,sg.partying.android.lite,482.441
1669278166920,9.0,sg.partying.android.lite,483.444
1669278167921,14.0,sg.partying.android.lite,484.445
1669278168921,7.0,sg.partying.android.lite,485.445
1669278169923,12.0,sg.partying.android.lite,486.447
1669278170923,12.0,sg.partying.android.lite,487.447
1669278171923,12.0,sg.partying.android.lite,488.447
1669278172929,12.0,sg.partying.android.lite,489.453
1669278173927,12.0,sg.partying.android.lite,490.451
1669278174927,12.0,sg.partying.android.lite,491.451
1669278175932,10.0,sg.partying.android.lite,492.456
1669278176933,12.0,sg.partying.android.lite,493.457
1669278177932,11.0,sg.partying.android.lite,494.456
1669278178933,12.0,sg.partying.android.lite,495.457
1669278179936,9.0,sg.partying.android.lite,496.46
1669278180934,9.0,sg.partying.android.lite,497.458
1669278181936,11.0,sg.partying.android.lite,498.46
1669278182937,11.0,sg.partying.android.lite,499.461
1669278183937,11.0,sg.partying.android.lite,500.461
1669278184939,14.0,sg.partying.android.lite,501.463
1669278185939,14.0,sg.partying.android.lite,502.463
1669278186938,14.0,sg.partying.android.lite,503.462
1669278187942,11.0,sg.partying.android.lite,504.466
1669278188941,7.0,sg.partying.android.lite,505.465
1669278189943,10.0,sg.partying.android.lite,506.467
1669278190951,15.0,sg.partying.android.lite,507.475
1669278191947,15.0,sg.partying.android.lite,508.471
1669278192947,8.0,sg.partying.android.lite,509.471
1669278193949,15.0,sg.partying.android.lite,510.473
1669278194952,15.0,sg.partying.android.lite,511.476
1669278195953,8.0,sg.partying.android.lite,512.477
1669278196953,9.0,sg.partying.android.lite,513.477
1669278197953,8.0,sg.partying.android.lite,514.477
1669278198954,8.0,sg.partying.android.lite,515.478
1669278199955,11.0,sg.partying.android.lite,516.479
1669278200957,9.0,sg.partying.android.lite,517.481
1669278201958,13.0,sg.partying.android.lite,518.482
1669278202959,9.0,sg.partying.android.lite,519.483
1669278203959,11.0,sg.partying.android.lite,520.483
1669278204959,11.0,sg.partying.android.lite,521.483
1669278205961,9.0,sg.partying.android.lite,522.485
1669278206961,9.0,sg.partying.android.lite,523.485
1669278207961,10.0,sg.partying.android.lite,524.485
1669278208963,12.0,sg.partying.android.lite,525.487
1669278209966,12.0,sg.partying.android.lite,526.49
1669278210966,12.0,sg.partying.android.lite,527.49
1669278211966,9.0,sg.partying.android.lite,528.49
1669278212967,12.0,sg.partying.android.lite,529.491
1669278213970,11.0,sg.partying.android.lite,530.494
1669278214969,11.0,sg.partying.android.lite,531.493
1669278215969,11.0,sg.partying.android.lite,532.493
1669278216972,11.0,sg.partying.android.lite,533.496
1669278217973,11.0,sg.partying.android.lite,534.497
1669278218973,8.0,sg.partying.android.lite,535.497
1669278219974,13.0,sg.partying.android.lite,536.498
1669278220974,8.0,sg.partying.android.lite,537.498
1669278221975,13.0,sg.partying.android.lite,538.499
1669278222975,11.0,sg.partying.android.lite,539.499
1669278223977,13.0,sg.partying.android.lite,540.501
1669278224977,9.0,sg.partying.android.lite,541.501
1669278225978,9.0,sg.partying.android.lite,542.502
1669278226981,8.0,sg.partying.android.lite,543.505
1669278227983,8.0,sg.partying.android.lite,544.507
1669278228982,11.0,sg.partying.android.lite,545.506
1669278229982,11.0,sg.partying.android.lite,546.506
1669278230982,7.0,sg.partying.android.lite,547.506
1669278231983,11.0,sg.partying.android.lite,548.507
1669278232983,14.0,sg.partying.android.lite,549.507
1669278233984,8.0,sg.partying.android.lite,550.508
1669278234984,12.0,sg.partying.android.lite,551.508
1669278235986,14.0,sg.partying.android.lite,552.51
1669278236986,16.0,sg.partying.android.lite,553.51
1669278237988,12.0,sg.partying.android.lite,554.512
1669278238987,12.0,sg.partying.android.lite,555.511
1669278239988,8.0,sg.partying.android.lite,556.512
1669278240988,1076.0,sg.partying.android.lite,557.512
1669278241994,9.0,sg.partying.android.lite,558.518
