RecordTime,PSS-main-6006(MB),extra,SimpleTime
1669199395338,382.80762,,298.151
1669199396286,384.69824,,299.099
1669199397290,384.6289,,300.103
1669199398296,384.72754,,301.109
1669199399427,385.22168,,302.24
1669199400846,384.7539,,303.659
1669199401825,382.68262,,304.638
1669199402964,384.58984,,305.777
1669199404006,384.58203,,306.819
1669199404775,382.75,,307.588
1669199405920,384.49902,,308.733
1669199406912,384.57715,,309.725
1669199407836,384.91797,,310.649
1669199408909,384.9629,,311.722
1669199410006,384.6631,,312.819
1669199410824,384.6328,,313.637
1669199411871,384.52344,,314.684
1669199412947,382.54688,,315.76
1669199414036,384.5625,,316.849
1669199414950,384.5547,,317.763
1669199415849,382.56934,,318.662
1669199416848,384.50098,,319.661
1669199417917,383.01074,,320.73
1669199418943,384.70312,,321.756
1669199419970,382.8623,,322.783
1669199420972,384.6045,,323.785
1669199421830,384.542,,324.643
1669199422831,384.5879,,325.644
1669199423811,384.70215,,326.624
1669199424855,382.69824,,327.668
1669199425904,382.792,,328.717
1669199426858,384.53027,,329.671
1669199427880,384.70996,,330.693
1669199428869,382.90527,,331.682
1669199429893,382.88086,,332.706
1669199430902,382.88574,,333.715
1669199431886,384.83398,,334.699
1669199432808,384.77246,,335.621
1669199433966,382.84668,,336.779
1669199435004,382.93262,,337.817
1669199435845,385.16016,,338.658
1669199436840,382.90527,,339.653
1669199437908,383.02246,,340.721
1669199438815,382.99023,,341.628
1669199439927,384.96777,,342.74
1669199440839,382.9922,,343.652
1669199441859,383.042,,344.672
1669199442952,384.87793,,345.765
1669199443902,384.87012,,346.715
1669199444908,385.29883,,347.721
1669199445846,384.91602,,348.659
1669199446833,382.99512,,349.646
1669199447916,385.01855,,350.729
1669199449566,383.1123,,352.379
1669199450514,385.00293,,353.327
1669199451631,379.167,,354.444
1669199452407,383.1084,,355.22
1669199453262,383.06543,,356.075
1669199454528,385.33887,,357.341
1669199455363,384.99902,,358.176
1669199456505,384.99414,,359.318
1669199457354,384.97852,,360.167
1669199458372,385.02148,,361.185
1669199459450,385.09277,,362.263
1669199460335,385.02832,,363.148
1669199461411,383.1455,,364.224
1669199462493,383.1377,,365.306
1669199463352,385.41895,,366.165
1669199464469,385.41113,,367.282
1669199465456,387.29785,,368.269
1669199466399,385.40723,,369.212
1669199467405,387.25098,,370.218
1669199468429,387.31348,,371.242
1669199469733,385.52344,,372.546
1669199470437,385.4375,,373.25
1669199471487,385.47754,,374.3
1669199472419,387.40332,,375.232
1669199473397,387.73926,,376.21
1669199474467,387.4297,,377.28
1669199475913,385.52344,,378.726
1669199476876,385.43848,,379.689
1669199477867,385.52734,,380.68
1669199478849,385.52344,,381.662
1669199479984,387.55176,,382.797
1669199480864,387.3789,,383.677
1669199481895,385.39258,,384.708
1669199483434,385.48145,,386.247
1669199484321,385.40332,,387.134
1669199485470,387.43457,,388.283
1669199486468,387.41504,,389.281
1669199487353,387.4619,,390.166
1669199488367,387.4463,,391.18
1669199489505,385.59473,,392.318
1669199490452,387.54395,,393.265
1669199491551,387.85938,,394.364
1669199492458,387.4502,,395.271
1669199493500,387.48535,,396.313
1669199494519,387.43848,,397.332
1669199495495,385.56348,,398.308
1669199496347,385.5166,,399.16
1669199497475,387.54883,,400.288
1669199498386,385.53613,,401.199
1669199499491,385.61816,,402.304
1669199500982,385.93457,,403.795
1669199501869,387.46094,,404.682
1669199502949,385.53223,,405.762
1669199503912,387.45312,,406.725
1669199505088,387.51562,,407.901
1669199505811,385.60547,,408.624
1669199506909,385.66504,,409.722
1669199507929,385.7002,,410.742
1669199508905,385.69238,,411.718
1669199509794,386.08984,,412.607
1669199510840,385.64453,,413.653
1669199512514,385.71582,,415.327
1669199513380,387.67188,,416.193
1669199514444,387.68164,,417.257
1669199526462,386.16895,,429.275
1669199527495,383.71973,,430.308
1669199528965,388.17188,,431.778
1669199529938,387.78223,,432.751
1669199530986,385.84082,,433.799
1669199531949,387.85938,,434.762
1669199532879,385.94238,,435.692
1669199533986,385.87988,,436.799
1669199535066,387.84766,,437.879
1669199535910,387.8291,,438.723
1669199536992,387.8164,,439.805
1669199537929,386.30078,,440.742
1669199538909,387.8164,,441.722
1669199539953,385.958,,442.766
1669199540876,387.84082,,443.689
1669199542026,385.99316,,444.839
1669199542968,385.98535,,445.781
1669199544030,387.7627,,446.843
1669199545088,387.833,,447.901
1669199546046,385.9414,,448.859
1669199546924,385.91504,,449.737
1669199547885,388.2578,,450.698
1669199548985,387.8955,,451.798
1669199549873,385.99414,,452.686
1669199550948,385.97363,,453.761
1669199552053,385.98535,,454.866
1669199552907,387.90723,,455.72
1669199553978,387.90332,,456.791
1669199554948,385.99707,,457.761
1669199555865,387.96973,,458.678
1669199557104,384.31348,,459.917
1669199557864,386.03613,,460.677
1669199558888,386.1377,,461.701
1669199560130,388.06348,,462.943
1669199565551,387.96582,,468.364
1669199566468,386.3711,,469.281
1669199567565,388.0703,,470.378
1669199568503,386.1338,,471.316
1669199569528,388.09082,,472.341
1669199570538,386.15723,,473.351
1669199571505,388.14453,,474.318
1669199572494,386.28223,,475.307
1669199573522,388.1338,,476.335
1669199575105,386.56445,,477.918
1669199576023,386.1836,,478.836
1669199577055,386.19922,,479.868
1669199578396,388.19238,,481.209
1669199579546,388.22363,,482.359
1669199580617,388.20508,,483.43
1669199581528,386.30664,,484.341
1669199582491,388.28418,,485.304
1669199583530,386.29004,,486.343
1669199584468,386.6338,,487.281
1669199585488,384.14062,,488.301
1669199586447,388.17676,,489.26
1669199587475,386.25488,,490.288
1669199588407,388.27734,,491.22
1669199589549,386.3838,,492.362
1669199590443,388.2295,,493.256
1669199591410,388.23145,,494.223
1669199592496,388.25098,,495.309
1669199593576,386.75098,,496.389
1669199594612,386.34082,,497.425
1669199595488,386.35254,,498.301
1669199600607,388.31445,,503.42
1669199601445,388.39062,,504.258
1669199602397,388.74902,,505.21
1669199603442,388.3672,,506.255
1669199604640,386.45996,,507.453
1669199605432,382.42773,,508.245
1669199606538,388.3623,,509.351
1669199607415,388.3994,,510.228
1669199608407,388.47656,,511.22
1669199609648,386.55078,,512.461
1669199610397,388.3877,,513.21
1669199611552,386.51074,,514.365
1669199612548,386.82422,,515.361
1669199613585,388.49805,,516.398
1669199614568,386.56445,,517.381
1669199615568,388.40332,,518.381
1669199616495,386.49414,,519.308
1669199617553,386.56055,,520.366
1669199618467,386.66406,,521.28
1669199619648,386.6455,,522.461
1669199620609,388.5078,,523.422
1669199621985,388.9131,,524.798
1669199623087,388.48633,,525.9
1669199624046,384.52246,,526.859
1669199625043,383.98535,,527.856
1669199626104,385.94434,,528.917
1669199627025,385.917,,529.838
1669199628033,385.96973,,530.846
1669199629056,383.79395,,531.869
1669199629996,383.833,,532.809
1669199635434,385.75684,,538.247
1669199636464,383.8252,,539.277
1669199637507,383.83105,,540.32
1669199638470,385.7168,,541.283
1669199639505,385.80176,,542.318
1669199640442,384.14746,,543.255
1669199641505,385.69824,,544.318
1669199642509,385.69434,,545.322
1669199643486,383.8506,,546.299
1669199644921,385.81055,,547.734
1669199645928,383.84863,,548.741
1669199646886,383.8877,,549.699
1669199647936,383.90332,,550.749
1669199649080,386.21777,,551.893
1669199649976,383.9082,,552.789
1669199655993,385.833,,558.806
1669199656968,385.7666,,559.781
1669199658068,385.81836,,560.881
1669199659064,386.13672,,561.877
1669199660049,385.9248,,562.862
1669199660918,383.88867,,563.731
1669199662110,383.92773,,564.923
1669199663587,384.04102,,566.4
1669199664730,385.88965,,567.543
1669199665446,385.83203,,568.259
1669199666449,383.95215,,569.262
1669199667449,384.37793,,570.262
1669199668497,384.05957,,571.31
1669199669539,386.04297,,572.352
1669199670628,386.02148,,573.441
1669199671448,385.9619,,574.261
1669199672466,385.9707,,575.279
1669199673465,384.09082,,576.278
1669199674607,385.91504,,577.42
1669199675531,385.93457,,578.344
1669199676474,385.96875,,579.287
1669199677579,386.2295,,580.392
1669199678610,386.1543,,581.423
1669199679551,384.3086,,582.364
1669199680412,386.20898,,583.225
1669199681408,386.1914,,584.221
1669199682610,386.19922,,585.423
1669199683547,386.16016,,586.36
1669199684727,384.26172,,587.54
1669199685724,384.3379,,588.537
1669199687000,386.2246,,589.813
1669199687983,384.2998,,590.796
1669199688953,386.2129,,591.766
1669199690488,384.3496,,593.301
1669199691488,386.22266,,594.301
1669199692486,384.31543,,595.299
1669199693527,384.29297,,596.34
1669199694687,386.24023,,597.5
1669199696010,384.667,,598.823
1669199697066,384.36035,,599.879
1669199698151,384.44434,,600.964
1669199698963,386.36426,,601.776
1669199700549,384.57324,,603.362
1669199701530,384.4336,,604.343
1669199702545,384.38965,,605.358
1669199703586,384.4121,,606.399
1669199704677,384.69727,,607.49
1669199705527,386.29883,,608.34
1669199706558,384.73633,,609.371
1669199707669,386.81055,,610.482
1669199708555,386.75293,,611.368
1669199709564,386.68848,,612.377
1669199710428,386.59766,,613.241
1669199711514,386.66504,,614.327
1669199712630,386.6914,,615.443
1669199713512,387.10156,,616.325
1669199714721,385.1084,,617.534
1669199715470,384.72266,,618.283
1669199716594,384.81543,,619.407
1669199717565,384.833,,620.378
1669199718499,384.83594,,621.312
1669199719760,386.75293,,622.573
1669199720545,384.78418,,623.358
1669199721668,386.51074,,624.481
1669199722550,384.7705,,625.363
1669199723655,386.99023,,626.468
1669199724764,384.6338,,627.577
1669199725570,386.51465,,628.383
1669199726527,383.49512,,629.34
1669199727548,386.61035,,630.361
1669199728996,383.7461,,631.809
1669199730002,386.26367,,632.815
1669199731608,386.5586,,634.421
1669199732587,385.06152,,635.4
1669199734046,386.6123,,636.859
1669199745970,386.8291,,648.783
1669199747035,386.85352,,649.848
1669199748046,386.87402,,650.859
1669199749171,385.0127,,651.984
1669199750309,387.083,,653.122
1669199751093,387.2705,,653.906
1669199752109,384.9922,,654.922
1669199753049,384.94922,,655.862
1669199754260,386.86426,,657.073
1669199755069,386.81348,,657.882
1669199756470,386.8369,,659.283
1669199757489,386.87988,,660.302
1669199758509,386.93066,,661.322
1669199759611,386.99512,,662.424
1669199760618,385.33203,,663.431
1669199762031,386.99316,,664.844
1669199763127,385.0332,,665.94
1669199764074,386.96094,,666.887
1669199765028,385.1338,,667.841
1669199766115,385.0713,,668.928
1669199767070,387.00488,,669.883
1669199768090,386.99414,,670.903
1669199769011,385.48438,,671.824
1669199770210,387.09668,,673.023
1669199771630,385.18848,,674.443
1669199772644,387.18164,,675.457
1669199773630,385.22656,,676.443
1669199774649,387.08984,,677.462
1669199775552,385.23926,,678.365
1669199776686,384.18262,,679.499
1669199777712,387.10938,,680.525
1669199778610,387.63672,,681.423
1669199779711,387.25098,,682.524
1669199780975,387.3164,,683.788
1669199781961,387.2627,,684.774
1669199783156,385.32715,,685.969
1669199784050,387.25488,,686.863
1669199785234,384.29785,,688.047
1669199786231,387.26172,,689.044
1669199787187,387.32422,,690.0
1669199788072,385.84473,,690.885
1669199789181,387.34082,,691.994
1669199790275,385.59375,,693.088
1669199791067,387.45312,,693.88
1669199792234,387.36426,,695.047
1669199793071,387.48242,,695.884
1669199794493,385.5547,,697.306
1669199796110,387.5166,,698.923
1669199797071,385.86914,,699.884
1669199798016,385.55566,,700.829
1669199799086,385.55957,,701.899
1669199800165,382.6416,,702.978
1669199806591,386.07715,,709.404
1669199807699,385.6953,,710.512
1669199808702,385.73438,,711.515
1669199809612,390.05176,,712.425
1669199811052,394.32324,,713.865
1669199812204,396.2627,,715.017
1669199813159,396.2871,,715.972
1669199814141,394.35254,,716.954
1669199815172,394.36426,,717.985
1669199816280,394.68164,,719.093
1669199816992,396.27246,,719.805
1669199818113,394.44824,,720.926
1669199819102,394.41602,,721.915
1669199820195,394.49023,,723.008
1669199821187,394.49023,,724.0
1669199822210,396.38867,,725.023
1669199823207,394.42285,,726.02
1669199824099,394.47754,,726.912
1669199825174,396.7744,,727.987
1669199826196,396.36523,,729.009
1669199827189,396.24023,,730.002
1669199828130,396.5088,,730.943
1669199829193,396.57715,,732.006
1669199830311,394.69336,,733.124
1669199831523,394.68555,,734.336
1669199832569,396.51074,,735.382
1669199833561,391.63867,,736.374
1669199834567,394.95898,,737.38
1669199835597,394.63672,,738.41
1669199836548,396.52246,,739.361
1669199837499,396.55664,,740.312
1669199838609,394.70117,,741.422
1669199839816,396.67676,,742.629
1669199840666,396.64746,,743.479
1669199841566,396.60352,,744.379
1669199842538,394.71387,,745.351
1669199843726,395.24316,,746.539
1669199844728,396.74902,,747.541
1669199845759,394.88477,,748.572
1669199846634,396.73633,,749.447
1669199848108,394.95898,,750.921
1669199849088,394.94238,,751.901
1669199850323,396.81836,,753.136
1669199851149,396.81445,,753.962
1669199852242,394.9082,,755.055
1669199853167,395.2871,,755.98
1669199854122,396.93262,,756.935
1669199855336,396.95508,,758.149
1669199856187,396.92285,,759.0
1669199857254,396.89648,,760.067
1669199858113,396.97852,,760.926
1669199859111,395.01758,,761.924
1669199860197,395.11035,,763.01
1669199861220,395.19336,,764.033
1669199862078,395.39258,,764.891
1669199863004,395.09863,,765.817
1669199864245,395.11523,,767.058
1669199865350,397.01367,,768.163
1669199866187,397.04395,,769.0
1669199867129,397.0918,,769.942
1669199868054,394.74316,,770.867
1669199869248,395.21973,,772.061
1669199870251,397.13477,,773.064
1669199871090,395.5918,,773.903
1669199872186,395.59668,,774.999
1669199873157,395.23633,,775.97
1669199874246,395.2256,,777.059
1669199875233,397.12598,,778.046
1669199876117,395.2246,,778.93
1669199877551,395.34473,,780.364
1669199878627,395.32227,,781.44
1669199879548,395.43945,,782.361
1669199880889,392.6123,,783.702
1669199881532,397.61523,,784.345
1669199882626,396.16992,,785.439
1669199883630,397.2793,,786.443
1669199884495,397.66504,,787.308
1669199891129,397.94336,,793.942
1669199892571,396.1045,,795.384
1669199893608,398.05273,,796.421
1669199894628,396.13867,,797.441
1669199895663,397.95996,,798.476
1669199896680,397.0918,,799.493
1669199897748,398.07324,,800.561
1669199898647,396.1621,,801.46
1669199899669,398.30273,,802.482
1669199900485,395.9082,,803.298
1669199901665,397.75977,,804.478
1669199902695,392.30762,,805.508
1669199903654,397.7129,,806.467
1669199904731,397.61914,,807.544
1669199905608,397.66602,,808.421
1669199906667,395.86816,,809.48
1669199907632,395.87695,,810.445
1669199908667,398.12988,,811.48
1669199909660,397.85742,,812.473
1669199910673,395.8369,,813.486
1669199911725,397.77148,,814.538
1669199912776,395.9463,,815.589
1669199913688,397.8369,,816.501
1669199914683,395.88477,,817.496
1669199915732,395.86133,,818.545
1669199921668,396.22363,,824.481
1669199922698,397.96387,,825.511
1669199923748,396.04785,,826.561
1669199924650,397.92383,,827.463
1669199925651,397.85645,,828.464
1669199926663,396.2793,,829.476
1669199928112,393.95508,,830.925
1669199929092,393.00684,,831.905
1669199930639,394.9375,,833.452
1669199931733,392.9629,,834.546
1669199932697,393.0371,,835.51
1669199933688,394.93555,,836.501
1669199934717,393.03223,,837.53
1669199935649,394.89648,,838.462
1669199936607,395.24512,,839.42
1669199938169,395.00195,,840.982
1669199939189,395.00488,,842.002
1669199940346,393.20508,,843.159
1669199941193,394.9619,,844.006
1669199942165,395.00586,,844.978
1669199943120,395.0127,,845.933
1669199944290,393.10645,,847.103
1669199945687,395.38477,,848.5
1669199946584,393.05273,,849.397
1669199947686,393.18164,,850.499
1669199948667,394.7588,,851.48
1669199949650,392.93652,,852.463
1669199950725,392.86816,,853.538
1669199951714,394.8213,,854.527
1669199952715,394.75195,,855.528
1669199953747,394.78223,,856.56
1669199954716,395.11426,,857.529
1669199966098,395.32422,,868.911
1669199967089,392.93848,,869.902
1669199968110,393.0498,,870.923
1669199969069,392.95312,,871.882
1669199970280,393.00684,,873.093
1669199971166,394.85547,,873.979
1669199972134,394.84375,,874.947
1669199973157,395.28027,,875.97
1669199974211,393.01758,,877.024
1669199975290,393.08105,,878.103
1669199976585,393.0205,,879.398
1669199977627,394.89746,,880.44
1669199978624,393.0381,,881.437
1669199979665,395.0703,,882.478
1669199981130,394.94824,,883.943
1669199982169,393.36426,,884.982
1669199983270,394.98828,,886.083
1669199984119,393.07812,,886.932
1669199985272,395.02637,,888.085
1669199986114,395.0381,,888.927
1669199987062,393.21094,,889.875
1669199988146,395.1455,,890.959
1669199989683,393.2373,,892.496
1669199990697,393.16406,,893.51
1669199992184,393.5752,,894.997
1669199993187,393.18164,,896.0
1669199994135,395.15332,,896.948
1669199995201,395.06348,,898.014
1669199996164,393.19043,,898.977
1669199997322,395.08984,,900.135
1669199998296,395.19434,,901.109
1669199999334,395.21875,,902.147
1669200000231,393.3047,,903.044
1669200001149,395.57812,,903.962
1669200002355,395.21094,,905.168
1669200003065,395.22266,,905.878
1669200004628,393.32227,,907.441
1669200005577,393.3369,,908.39
1669200006631,393.35547,,909.444
1669200007623,395.33984,,910.436
1669200008684,395.37402,,911.497
1669200009696,393.47168,,912.509
1669200010817,395.6621,,913.63
1669200011654,395.33594,,914.467
1669200012764,393.44434,,915.577
1669200013788,395.4287,,916.601
1669200014719,395.36133,,917.532
1669200015792,395.40625,,918.605
1669200016676,393.46777,,919.489
1669200017767,393.47656,,920.58
1669200018691,395.44824,,921.504
1669200019681,393.91797,,922.494
1669200020716,393.4961,,923.529
1669200021965,395.41406,,924.778
1669200022752,395.4297,,925.565
1669200024152,393.63574,,926.965
1669200025157,393.5752,,927.97
1669200026165,393.60742,,928.978
1669200027140,393.6748,,929.953
1669200028150,395.51562,,930.963
1669200029145,393.96484,,931.958
1669200030253,393.7002,,933.066
1669200031151,393.45215,,933.964
1669200032079,395.6006,,934.892
1669200033165,395.60352,,935.978
1669200034116,393.78418,,936.929
1669200035344,395.60156,,938.157
1669200036091,395.65918,,938.904
1669200037271,393.7881,,940.084
1669200038232,394.15137,,941.045
1669200039214,395.70312,,942.027
1669200040172,393.90332,,942.985
1669200041169,395.7461,,943.982
1669200042376,395.76074,,945.189
1669200043309,395.71094,,946.122
1669200044103,393.82715,,946.916
1669200045218,395.79688,,948.031
1669200046226,394.375,,949.039
1669200047209,396.42578,,950.022
1669200048156,394.1338,,950.969
1669200049167,394.19434,,951.98
1669200050207,394.3125,,953.02
1669200051189,394.2998,,954.002
1669200052222,394.2295,,955.035
1669200053308,396.10547,,956.121
1669200054229,396.17188,,957.042
1669200055099,396.14844,,957.912
1669200056254,396.19824,,959.067
1669200057212,394.58105,,960.025
1669200058153,394.25,,960.966
1669200059239,394.26074,,962.052
1669200060214,396.2461,,963.027
1669200061198,394.2578,,964.011
1669200062308,396.12988,,965.121
1669200063370,394.2578,,966.183
1669200064210,394.23438,,967.023
1669200065263,394.14746,,968.076
1669200066196,394.5166,,969.009
1669200067268,396.0127,,970.081
1669200068254,394.13574,,971.067
1669200069211,396.1328,,972.024
1669200070248,394.2588,,973.061
1669200071646,396.1582,,974.459
1669200072639,394.1914,,975.452
1669200073684,394.15137,,976.497
1669200074630,394.19336,,977.443
1669200075715,394.4922,,978.528
1669200076708,396.0918,,979.521
1669200077717,394.15137,,980.53
1669200078871,395.54883,,981.684
1669200079743,396.26172,,982.556
1669200080742,396.2207,,983.555
1669200081678,394.2959,,984.491
1669200082629,396.23633,,985.442
1669200083808,394.3418,,986.621
1669200084738,396.5244,,987.551
1669200085655,396.22363,,988.468
1669200091824,394.37695,,994.637
1669200092790,394.4668,,995.603
1669200093758,394.78223,,996.571
1669200094734,394.40234,,997.547
1669200101657,396.43164,,1004.47
1669200102714,394.8213,,1005.527
1669200103694,396.80957,,1006.507
1669200104757,394.53613,,1007.57
1669200105793,396.4668,,1008.606
1669200106652,394.52637,,1009.465
1669200107832,394.58008,,1010.645
1669200108645,396.39355,,1011.458
1669200109702,396.45996,,1012.515
1669200110768,394.50977,,1013.581
1669200111766,394.64258,,1014.579
1669200112729,394.98145,,1015.542
1669200113810,396.57617,,1016.623
1669200114747,396.56543,,1017.56
1669200115748,394.5996,,1018.561
1669200116717,394.6582,,1019.53
1669200117713,396.64746,,1020.526
1669200118756,394.70215,,1021.569
1669200120379,394.8418,,1023.192
1669200121229,396.58105,,1024.042
1669200122170,397.03516,,1024.983
1669200123178,395.24023,,1025.991
1669200124366,396.02734,,1027.179
1669200125437,396.17676,,1028.25
1669200126338,396.02637,,1029.151
1669200127300,397.08496,,1030.113
1669200128200,396.9912,,1031.013
1669200129325,395.13574,,1032.138
1669200130424,397.09668,,1033.237
1669200131252,397.43164,,1034.065
1669200132292,396.99805,,1035.105
1669200133290,395.16992,,1036.103
1669200134317,395.1504,,1037.13
1669200135679,395.1748,,1038.492
1669200136725,397.02344,,1039.538
1669200137787,397.03027,,1040.6
1669200138745,396.8623,,1041.558
1669200139779,396.8623,,1042.592
1669200140756,395.18262,,1043.569
1669200141851,396.95215,,1044.664
1669200142707,395.01953,,1045.52
1669200143749,396.9043,,1046.562
1669200144870,396.88184,,1047.683
1669200145792,396.8506,,1048.605
1669200146738,395.03027,,1049.551
1669200147711,394.95996,,1050.524
1669200148875,395.0537,,1051.688
1669200149750,397.3457,,1052.563
1669200150689,395.0879,,1053.502
1669200152315,395.12305,,1055.128
1669200153283,395.07715,,1056.096
1669200154385,397.01074,,1057.198
1669200155476,397.01172,,1058.289
1669200156117,397.00586,,1058.93
1669200157307,395.06445,,1060.12
1669200158292,395.45508,,1061.105
1669200159290,395.10547,,1062.103
1669200160247,396.9873,,1063.06
1669200161345,395.04102,,1064.158
1669200162234,395.1162,,1065.047
1669200163382,395.06445,,1066.195
1669200164242,395.1162,,1067.055
1669200165307,397.04004,,1068.12
1669200166226,397.10352,,1069.039
1669200167236,395.15918,,1070.049
1669200168228,397.32617,,1071.041
1669200169234,397.0537,,1072.047
1669200170260,397.1289,,1073.073
1669200171280,397.02734,,1074.093
1669200172272,397.00098,,1075.085
1669200173396,396.9707,,1076.209
1669200174231,397.00977,,1077.044
1669200175401,395.19824,,1078.214
1669200176299,397.09668,,1079.112
1669200177242,395.36523,,1080.055
1669200178254,395.10352,,1081.067
1669200179255,395.1162,,1082.068
1669200180313,395.19238,,1083.126
1669200181347,397.11133,,1084.16
1669200182259,395.39355,,1085.072
1669200183298,397.3506,,1086.111
1669200184296,397.28906,,1087.109
1669200185262,395.02637,,1088.075
1669200186228,395.69824,,1089.041
1669200187272,397.31055,,1090.085
1669200188283,397.42383,,1091.096
1669200189331,397.40234,,1092.144
1669200190425,397.47852,,1093.238
1669200191286,395.49023,,1094.099
1669200192302,395.50684,,1095.115
1669200193455,395.5371,,1096.268
1669200194272,395.60352,,1097.085
1669200195532,397.80566,,1098.345
1669200196222,395.6123,,1099.035
1669200197335,397.43555,,1100.148
1669200198387,397.417,,1101.2
1669200199326,395.4619,,1102.139
1669200200284,397.35742,,1103.097
1669200201271,397.417,,1104.084
1669200202810,397.32715,,1105.623
1669200203770,395.51562,,1106.583
1669200204813,395.78125,,1107.626
1669200205807,397.34277,,1108.62
1669200206892,397.45996,,1109.705
1669200207774,397.36523,,1110.587
1669200208837,395.3662,,1111.65
1669200209809,397.2871,,1112.622
1669200210705,395.50488,,1113.518
1669200211787,397.4043,,1114.6
1669200212833,397.31934,,1115.646
1669200213843,397.71387,,1116.656
1669200214837,395.44922,,1117.65
1669200222229,397.43164,,1125.042
1669200223313,397.79688,,1126.126
1669200224386,395.47363,,1127.199
1669200225267,397.48145,,1128.08
1669200226329,397.38184,,1129.142
1669200227252,397.44824,,1130.065
1669200228253,397.50586,,1131.066
1669200229250,395.56934,,1132.063
1669200230343,397.62598,,1133.156
1669200231254,395.62793,,1134.067
1669200232237,395.68652,,1135.05
1669200233263,394.81152,,1136.076
1669200234294,394.85352,,1137.107
1669200235535,394.82227,,1138.348
1669200236311,392.9121,,1139.124
1669200237295,392.91602,,1140.108
1669200238287,394.75586,,1141.1
1669200239274,392.9131,,1142.087
1669200240370,392.85352,,1143.183
1669200241289,392.74902,,1144.102
1669200242377,393.18262,,1145.19
1669200243300,394.71875,,1146.113
1669200244329,394.6875,,1147.142
1669200245516,394.70508,,1148.329
1669200246309,394.7295,,1149.122
1669200247374,392.76367,,1150.187
1669200248898,394.97656,,1151.711
1669200249928,393.15527,,1152.741
1669200250791,395.23438,,1153.604
1669200251900,392.96094,,1154.713
1669200252828,395.04785,,1155.641
1669200253834,395.02832,,1156.647
1669200254788,395.01562,,1157.601
1669200255749,393.09766,,1158.562
1669200256733,395.0547,,1159.546
1669200257724,393.15527,,1160.537
1669200258735,395.08398,,1161.548
1669200259793,393.55176,,1162.606
1669200260770,393.09863,,1163.583
1669200261771,393.20996,,1164.584
1669200262743,393.1172,,1165.556
1669200263739,395.11035,,1166.552
1669200264771,395.14453,,1167.584
1669200265734,395.09277,,1168.547
1669200266767,395.18555,,1169.58
1669200267750,393.77148,,1170.563
1669200268747,393.68066,,1171.56
1669200269761,394.07422,,1172.574
1669200276774,393.63672,,1179.587
1669200277747,393.67285,,1180.56
1669200278913,395.97266,,1181.726
1669200279868,393.7129,,1182.681
1669200280868,393.6875,,1183.681
1669200281823,395.61816,,1184.636
1669200282805,395.4619,,1185.618
1669200283856,393.5244,,1186.669
1669200284812,395.49316,,1187.625
1669200291290,395.54395,,1194.103
1669200292428,395.53223,,1195.241
1669200293328,393.6338,,1196.141
1669200294312,395.5547,,1197.125
1669200295413,393.5918,,1198.226
1669200296494,393.5791,,1199.307
1669200297289,395.875,,1200.102
1669200298295,395.62988,,1201.108
1669200299283,393.7002,,1202.096
1669200300336,395.73438,,1203.149
1669200301344,395.60645,,1204.157
1669200302250,395.6211,,1205.063
1669200303360,395.71094,,1206.173
1669200304412,395.72656,,1207.225
1669200305792,395.6953,,1208.605
1669200306812,395.99316,,1209.625
1669200307876,393.78027,,1210.689
1669200308766,395.7832,,1211.579
1669200309783,395.8955,,1212.596
1669200310783,393.86328,,1213.596
1669200312324,395.80664,,1215.137
1669200313276,395.93066,,1216.089
1669200314300,395.8838,,1217.113
1669200315400,393.9209,,1218.213
1669200316371,394.31445,,1219.184
1669200317308,393.875,,1220.121
1669200318355,394.0088,,1221.168
1669200319373,393.95215,,1222.186
1669200320921,396.0205,,1223.734
1669200321837,396.04297,,1224.65
1669200322869,394.0498,,1225.682
1669200323903,394.05176,,1226.716
1669200324852,394.47363,,1227.665
1669200325860,395.9463,,1228.673
1669200326867,394.1006,,1229.68
1669200327864,395.9756,,1230.677
1669200328759,394.14648,,1231.572
1669200330596,394.2168,,1233.409
1669200331371,396.03613,,1234.184
1669200332294,394.10938,,1235.107
1669200333507,396.13672,,1236.32
1669200334259,396.42578,,1237.072
1669200335326,396.0498,,1238.139
1669200336366,396.05664,,1239.179
1669200337322,396.01953,,1240.135
1669200338380,396.1416,,1241.193
1669200339332,394.23047,,1242.145
1669200340542,394.30664,,1243.355
1669200341310,394.29492,,1244.123
1669200342311,394.29004,,1245.124
1669200343331,396.61328,,1246.144
1669200344330,394.3369,,1247.143
1669200345354,396.23145,,1248.167
1669200346303,396.2295,,1249.116
1669200347277,396.25098,,1250.09
1669200348432,396.37207,,1251.245
1669200349389,394.375,,1252.202
1669200350415,396.375,,1253.228
1669200351826,396.37207,,1254.639
1669200352906,396.64844,,1255.719
1669200353868,396.4502,,1256.681
1669200354822,396.3545,,1257.635
1669200355803,396.39746,,1258.616
1669200356824,396.36328,,1259.637
1669200357911,394.59863,,1260.724
1669200358834,396.49805,,1261.647
1669200359901,396.56934,,1262.714
1669200360926,396.43066,,1263.739
1669200361789,394.55957,,1264.602
1669200362866,396.8164,,1265.679
1669200363888,396.53906,,1266.701
1669200364910,394.66504,,1267.723
1669200365950,396.47656,,1268.763
1669200366971,396.4922,,1269.784
1669200367819,396.61035,,1270.632
1669200368761,396.74902,,1271.574
1669200370061,394.83984,,1272.874
1669200370831,394.79297,,1273.644
1669200371897,397.04688,,1274.71
1669200372925,396.6416,,1275.738
1669200373872,394.84473,,1276.685
