RecordTime,CPUÎÂ¶È(¶È),extra,SimpleTime
1666939059897,44.6,null,1184.778
1666939060397,44.2,null,1185.278
1666939060898,43.8,null,1185.779
1666939061398,43.4,null,1186.279
1666939061899,45.7,null,1186.78
1666939062399,44.2,null,1187.28
1666939062899,45.3,null,1187.78
1666939063399,44.2,null,1188.28
1666939063899,43.8,null,1188.78
1666939064399,44.9,null,1189.28
1666939064900,44.6,null,1189.781
1666939065400,43.8,null,1190.281
1666939065900,43.8,null,1190.781
1666939066400,43.4,null,1191.281
1666939066901,45.7,null,1191.782
1666939067401,45.7,null,1192.282
1666939067901,44.2,null,1192.782
1666939068401,44.2,null,1193.282
1666939068902,44.2,null,1193.783
1666939069402,43.0,null,1194.283
1666939069903,43.8,null,1194.784
1666939070903,44.9,null,1195.784
1666939071403,44.6,null,1196.284
1666939071903,45.3,null,1196.784
1666939072405,44.2,null,1197.286
1666939073404,43.0,null,1198.285
1666939073906,43.4,null,1198.787
1666939074904,44.6,null,1199.785
1666939075405,43.0,null,1200.286
1666939075906,43.8,null,1200.787
1666939076407,43.8,null,1201.288
1666939076907,44.2,null,1201.788
1666939077407,44.6,null,1202.288
1666939077908,44.6,null,1202.789
1666939078408,43.8,null,1203.289
1666939078908,44.6,null,1203.789
1666939079408,43.0,null,1204.289
1666939079909,43.8,null,1204.79
1666939080409,43.4,null,1205.29
1666939080909,43.8,null,1205.79
1666939081409,44.6,null,1206.29
1666939081910,44.6,null,1206.791
1666939082410,43.4,null,1207.291
1666939082910,43.4,null,1207.791
1666939083410,44.2,null,1208.291
1666939083910,44.6,null,1208.791
1666939084411,44.6,null,1209.292
1666939084911,43.8,null,1209.792
1666939085911,44.9,null,1210.792
1666939086412,44.6,null,1211.293
1666939086912,44.6,null,1211.793
1666939087412,43.4,null,1212.293
1666939087912,43.8,null,1212.793
1666939088413,44.2,null,1213.294
1666939088913,44.9,null,1213.794
1666939089413,43.0,null,1214.294
1666939089913,43.4,null,1214.794
1666939090413,44.2,null,1215.294
1666939090914,44.6,null,1215.795
1666939091414,43.4,null,1216.295
1666939091914,44.9,null,1216.795
1666939092414,43.8,null,1217.295
1666939092915,43.8,null,1217.796
1666939093916,43.8,null,1218.797
1666939094416,44.6,null,1219.297
1666939094916,43.8,null,1219.797
1666939095416,43.4,null,1220.297
1666939095916,43.4,null,1220.797
1666939096417,44.6,null,1221.298
1666939096917,44.2,null,1221.798
1666939097417,43.8,null,1222.298
1666939097917,43.4,null,1222.798
1666939098417,43.4,null,1223.298
1666939098918,44.2,null,1223.799
1666939099418,43.8,null,1224.299
1666939099918,44.2,null,1224.799
1666939100418,44.9,null,1225.299
1666939100919,43.8,null,1225.8
1666939101419,44.6,null,1226.3
1666939101919,43.4,null,1226.8
1666939102419,44.6,null,1227.3
1666939102920,43.4,null,1227.801
1666939103420,44.2,null,1228.301
1666939103920,43.4,null,1228.801
1666939104420,43.8,null,1229.301
1666939104921,44.6,null,1229.802
1666939105421,44.9,null,1230.302
1666939105921,44.6,null,1230.802
1666939106421,43.4,null,1231.302
1666939106921,43.8,null,1231.802
1666939107422,44.6,null,1232.303
1666939107922,44.6,null,1232.803
1666939108422,44.6,null,1233.303
1666939108923,44.6,null,1233.804
1666939109423,43.4,null,1234.304
1666939109923,43.4,null,1234.804
1666939110423,44.6,null,1235.304
1666939110924,43.4,null,1235.805
1666939111424,43.4,null,1236.305
1666939111924,44.9,null,1236.805
1666939112427,44.6,null,1237.308
1666939113425,43.8,null,1238.306
1666939113925,44.2,null,1238.806
1666939114425,44.6,null,1239.306
1666939114926,44.2,null,1239.807
1666939115427,44.6,null,1240.308
1666939116427,43.8,null,1241.308
1666939116927,43.8,null,1241.808
1666939117427,44.9,null,1242.308
1666939117928,44.6,null,1242.809
1666939118428,44.6,null,1243.309
1666939118928,43.8,null,1243.809
1666939119429,44.2,null,1244.31
1666939119929,44.9,null,1244.81
1666939120429,43.8,null,1245.31
1666939120929,44.9,null,1245.81
1666939121430,43.4,null,1246.311
1666939121930,44.6,null,1246.811
1666939122431,44.6,null,1247.312
1666939122931,44.2,null,1247.812
1666939123431,44.9,null,1248.312
1666939123931,44.6,null,1248.812
1666939124432,43.4,null,1249.313
1666939124932,44.2,null,1249.813
1666939125432,44.6,null,1250.313
1666939125932,43.4,null,1250.813
1666939126432,43.4,null,1251.313
1666939126933,43.8,null,1251.814
1666939127433,44.2,null,1252.314
1666939127933,43.4,null,1252.814
1666939128433,44.2,null,1253.314
1666939128934,45.7,null,1253.815
1666939129434,43.4,null,1254.315
1666939129934,44.9,null,1254.815
1666939130434,44.9,null,1255.315
1666939130935,44.2,null,1255.816
1666939131435,43.0,null,1256.316
1666939131935,44.9,null,1256.816
1666939132436,44.2,null,1257.317
1666939132936,44.2,null,1257.817
1666939133436,44.6,null,1258.317
1666939133936,43.8,null,1258.817
1666939134436,43.8,null,1259.317
1666939134937,43.8,null,1259.818
1666939135437,44.9,null,1260.318
1666939135937,43.0,null,1260.818
1666939136437,44.2,null,1261.318
1666939136938,44.6,null,1261.819
1666939137438,44.9,null,1262.319
1666939137939,44.9,null,1262.82
1666939138439,43.8,null,1263.32
1666939138939,43.8,null,1263.82
1666939139439,43.8,null,1264.32
1666939139940,43.8,null,1264.821
1666939140940,44.2,null,1265.821
1666939141440,45.3,null,1266.321
1666939141940,44.2,null,1266.821
1666939142440,44.9,null,1267.321
1666939142941,44.2,null,1267.822
1666939143441,43.8,null,1268.322
1666939143941,44.2,null,1268.822
1666939144441,43.8,null,1269.322
1666939144942,44.9,null,1269.823
1666939145442,43.8,null,1270.323
1666939145942,43.8,null,1270.823
1666939146442,43.4,null,1271.323
1666939146942,44.9,null,1271.823
1666939147943,44.2,null,1272.824
1666939148444,43.8,null,1273.325
1666939148944,43.8,null,1273.825
1666939149444,44.2,null,1274.325
1666939149944,44.6,null,1274.825
1666939150444,44.9,null,1275.325
1666939150945,44.2,null,1275.826
1666939151445,43.8,null,1276.326
1666939151945,44.2,null,1276.826
1666939152446,45.3,null,1277.327
1666939152946,45.3,null,1277.827
1666939153446,44.6,null,1278.327
1666939153946,43.8,null,1278.827
1666939154448,44.2,null,1279.329
1666939154949,43.4,null,1279.83
1666939155948,44.9,null,1280.829
1666939156449,44.9,null,1281.33
1666939156949,43.4,null,1281.83
1666939157452,44.9,null,1282.333
1666939158450,43.4,null,1283.331
1666939158951,43.8,null,1283.832
1666939159951,43.8,null,1284.832
1666939160451,44.2,null,1285.332
1666939160951,44.6,null,1285.832
1666939161451,44.6,null,1286.332
1666939161952,45.3,null,1286.833
1666939162452,43.8,null,1287.333
1666939162952,44.6,null,1287.833
1666939163453,44.9,null,1288.334
1666939163953,44.2,null,1288.834
1666939164453,43.8,null,1289.334
1666939164953,43.8,null,1289.834
1666939165453,44.2,null,1290.334
1666939165954,43.8,null,1290.835
1666939166454,44.9,null,1291.335
1666939166954,43.8,null,1291.835
1666939167454,44.6,null,1292.335
1666939167955,44.2,null,1292.836
1666939168455,44.2,null,1293.336
1666939168955,43.4,null,1293.836
1666939169455,44.9,null,1294.336
1666939169956,44.6,null,1294.837
1666939170456,44.6,null,1295.337
1666939170956,43.8,null,1295.837
1666939171456,44.2,null,1296.337
1666939171957,43.4,null,1296.838
1666939172459,44.6,null,1297.34
1666939172959,44.2,null,1297.84
1666939173459,44.9,null,1298.34
1666939173959,44.9,null,1298.84
1666939174459,43.8,null,1299.34
1666939174960,43.0,null,1299.841
1666939175460,43.8,null,1300.341
1666939175960,44.6,null,1300.841
1666939176461,44.6,null,1301.342
1666939176963,44.6,null,1301.844
1666939177464,44.6,null,1302.345
1666939177964,43.8,null,1302.845
1666939178467,43.8,null,1303.348
1666939179467,44.6,null,1304.348
1666939179967,44.6,null,1304.848
1666939180966,43.8,null,1305.847
1666939181466,44.2,null,1306.347
1666939181967,43.8,null,1306.848
1666939182467,44.6,null,1307.348
1666939182967,44.2,null,1307.848
1666939183467,44.6,null,1308.348
1666939183968,44.9,null,1308.849
1666939184468,43.8,null,1309.349
1666939184969,44.6,null,1309.85
1666939185470,44.9,null,1310.351
1666939185970,44.6,null,1310.851
1666939186470,43.8,null,1311.351
1666939186970,44.2,null,1311.851
1666939187471,45.3,null,1312.352
1666939187971,43.8,null,1312.852
1666939188471,44.2,null,1313.352
1666939188971,44.9,null,1313.852
1666939189472,43.8,null,1314.353
1666939189972,43.8,null,1314.853
1666939190472,43.8,null,1315.353
1666939190972,44.6,null,1315.853
1666939191473,43.8,null,1316.354
1666939191973,43.8,null,1316.854
1666939192473,44.2,null,1317.354
1666939192973,44.6,null,1317.854
1666939193474,44.6,null,1318.355
1666939193974,44.2,null,1318.855
1666939194474,43.8,null,1319.355
1666939194974,43.8,null,1319.855
1666939195475,44.9,null,1320.356
1666939195976,43.4,null,1320.857
1666939196476,44.9,null,1321.357
1666939196976,44.9,null,1321.857
1666939197476,44.9,null,1322.357
1666939197976,44.6,null,1322.857
1666939198476,43.8,null,1323.357
1666939198976,43.8,null,1323.857
1666939199477,43.4,null,1324.358
1666939199977,44.6,null,1324.858
1666939200477,43.4,null,1325.358
1666939200977,44.6,null,1325.858
1666939201477,44.9,null,1326.358
1666939201978,44.2,null,1326.859
1666939202478,44.6,null,1327.359
1666939202978,45.3,null,1327.859
1666939203478,44.2,null,1328.359
1666939203978,44.2,null,1328.859
1666939204479,43.8,null,1329.36
1666939204979,44.2,null,1329.86
1666939205479,44.9,null,1330.36
1666939205979,44.6,null,1330.86
1666939206480,43.8,null,1331.361
1666939206980,44.6,null,1331.861
1666939207480,43.8,null,1332.361
1666939207980,44.6,null,1332.861
1666939208481,45.3,null,1333.362
1666939208981,44.9,null,1333.862
1666939209481,43.4,null,1334.362
1666939209981,44.6,null,1334.862
1666939210481,44.2,null,1335.362
1666939210982,44.2,null,1335.863
1666939211482,44.9,null,1336.363
1666939211982,44.2,null,1336.863
1666939212482,44.9,null,1337.363
1666939212982,45.7,null,1337.863
1666939213483,44.2,null,1338.364
1666939213983,45.3,null,1338.864
1666939214489,44.6,null,1339.37
1666939215489,44.2,null,1340.37
1666939215989,45.3,null,1340.87
1666939216490,45.3,null,1341.371
1666939216990,46.1,null,1341.871
1666939217491,46.1,null,1342.372
1666939217991,44.9,null,1342.872
1666939218491,47.3,null,1343.372
1666939218991,46.1,null,1343.872
1666939219491,47.3,null,1344.372
1666939219992,45.7,null,1344.873
1666939220492,47.3,null,1345.373
1666939220992,48.0,null,1345.873
1666939221492,46.9,null,1346.373
1666939221993,44.9,null,1346.874
1666939222493,46.5,null,1347.374
1666939222993,45.7,null,1347.874
1666939223493,44.6,null,1348.374
1666939223993,44.9,null,1348.874
1666939224494,44.6,null,1349.375
1666939224994,45.3,null,1349.875
1666939225494,45.7,null,1350.375
1666939225995,45.3,null,1350.876
1666939226495,45.3,null,1351.376
1666939226995,44.9,null,1351.876
1666939227495,44.6,null,1352.376
1666939227996,44.6,null,1352.877
1666939228496,45.3,null,1353.377
1666939228996,43.4,null,1353.877
1666939229497,44.2,null,1354.378
1666939229997,44.6,null,1354.878
1666939230497,44.2,null,1355.378
1666939230997,44.6,null,1355.878
1666939231498,43.8,null,1356.379
1666939231998,46.1,null,1356.879
1666939232498,44.9,null,1357.379
1666939232998,45.7,null,1357.879
1666939233499,45.3,null,1358.38
1666939233999,46.1,null,1358.88
1666939234500,46.9,null,1359.381
1666939235499,46.9,null,1360.38
1666939236006,46.1,null,1360.887
1666939236507,46.1,null,1361.388
1666939237007,46.9,null,1361.888
1666939237508,46.5,null,1362.389
1666939238008,45.7,null,1362.889
1666939238508,46.1,null,1363.389
1666939239008,45.7,null,1363.889
1666939239509,44.9,null,1364.39
1666939240009,45.7,null,1364.89
1666939240509,44.2,null,1365.39
1666939241010,44.9,null,1365.891
1666939242010,44.2,null,1366.891
1666939242510,45.3,null,1367.391
1666939243010,44.6,null,1367.891
1666939243511,45.3,null,1368.392
1666939244011,44.9,null,1368.892
1666939244511,44.9,null,1369.392
1666939245011,45.7,null,1369.892
1666939245511,43.8,null,1370.392
1666939246012,44.2,null,1370.893
1666939246512,44.2,null,1371.393
1666939247012,44.6,null,1371.893
1666939247512,44.6,null,1372.393
1666939248012,45.3,null,1372.893
1666939248513,44.9,null,1373.394
1666939249013,44.2,null,1373.894
1666939249513,45.7,null,1374.394
1666939250013,44.6,null,1374.894
1666939250514,44.2,null,1375.395
1666939251014,44.9,null,1375.895
1666939251515,43.4,null,1376.396
1666939252016,44.6,null,1376.897
1666939252516,44.6,null,1377.397
1666939253016,44.6,null,1377.897
1666939253516,44.6,null,1378.397
1666939254016,44.2,null,1378.897
1666939254517,44.2,null,1379.398
1666939255017,45.3,null,1379.898
1666939255517,44.9,null,1380.398
1666939256017,44.6,null,1380.898
1666939256517,45.3,null,1381.398
1666939257018,44.6,null,1381.899
1666939257518,44.2,null,1382.399
1666939258018,44.6,null,1382.899
1666939258518,45.3,null,1383.399
1666939259019,44.2,null,1383.9
1666939259519,44.9,null,1384.4
1666939260019,44.6,null,1384.9
1666939260519,44.9,null,1385.4
1666939261020,44.6,null,1385.901
1666939262020,44.6,null,1386.901
1666939262521,43.4,null,1387.402
1666939263021,45.3,null,1387.902
1666939263522,43.8,null,1388.403
1666939264022,43.8,null,1388.903
1666939264523,44.6,null,1389.404
1666939265023,43.4,null,1389.904
1666939265523,44.6,null,1390.404
1666939266024,43.8,null,1390.905
1666939266525,44.9,null,1391.406
1666939267027,44.6,null,1391.908
1666939267527,44.2,null,1392.408
1666939268027,44.6,null,1392.908
1666939268527,44.9,null,1393.408
1666939269027,44.9,null,1393.908
1666939269528,44.6,null,1394.409
1666939270028,43.4,null,1394.909
1666939270528,44.6,null,1395.409
1666939271028,44.6,null,1395.909
1666939271528,44.9,null,1396.409
1666939272029,43.8,null,1396.91
1666939272529,44.9,null,1397.41
1666939273029,44.2,null,1397.91
1666939273529,44.6,null,1398.41
1666939274029,43.8,null,1398.91
1666939274529,45.3,null,1399.41
1666939275030,43.8,null,1399.911
1666939275530,44.2,null,1400.411
1666939276030,44.2,null,1400.911
1666939276530,44.6,null,1401.411
1666939277030,43.8,null,1401.911
1666939277530,44.9,null,1402.411
1666939278031,44.6,null,1402.912
1666939278531,44.6,null,1403.412
1666939279031,45.3,null,1403.912
1666939279531,44.9,null,1404.412
1666939280031,44.2,null,1404.912
1666939280531,44.6,null,1405.412
1666939281031,44.2,null,1405.912
1666939281532,43.8,null,1406.413
1666939282032,43.8,null,1406.913
1666939282532,44.6,null,1407.413
1666939283033,43.8,null,1407.914
1666939283533,43.8,null,1408.414
1666939284033,43.4,null,1408.914
1666939284533,43.8,null,1409.414
1666939285033,44.9,null,1409.914
1666939285533,43.8,null,1410.414
1666939286034,44.9,null,1410.915
1666939286534,44.9,null,1411.415
1666939287034,43.8,null,1411.915
1666939288035,44.2,null,1412.916
1666939288535,44.9,null,1413.416
1666939289035,44.2,null,1413.916
1666939289535,43.8,null,1414.416
1666939290036,44.6,null,1414.917
1666939290536,43.4,null,1415.417
1666939291036,43.8,null,1415.917
1666939291537,43.4,null,1416.418
1666939292037,43.8,null,1416.918
1666939292537,44.6,null,1417.418
1666939293037,44.6,null,1417.918
1666939293537,45.3,null,1418.418
1666939294038,45.3,null,1418.919
1666939294538,44.6,null,1419.419
1666939295038,44.6,null,1419.919
1666939295538,44.2,null,1420.419
1666939296039,44.6,null,1420.92
1666939296539,44.6,null,1421.42
1666939297039,45.3,null,1421.92
1666939297539,44.9,null,1422.42
1666939298039,44.2,null,1422.92
1666939298540,43.8,null,1423.421
1666939299040,44.2,null,1423.921
1666939299540,44.6,null,1424.421
1666939300040,43.8,null,1424.921
1666939300540,44.2,null,1425.421
1666939301041,43.8,null,1425.922
1666939301541,43.8,null,1426.422
1666939302041,43.8,null,1426.922
1666939302542,44.2,null,1427.423
1666939303043,44.9,null,1427.924
1666939303543,44.9,null,1428.424
1666939304044,44.9,null,1428.925
1666939304544,44.9,null,1429.425
1666939305044,43.8,null,1429.925
1666939305545,44.2,null,1430.426
1666939306045,43.8,null,1430.926
1666939306545,43.8,null,1431.426
1666939307045,44.6,null,1431.926
1666939307546,45.7,null,1432.427
1666939308046,44.9,null,1432.927
1666939308547,44.6,null,1433.428
1666939309047,43.8,null,1433.928
1666939309547,43.8,null,1434.428
1666939310047,44.2,null,1434.928
1666939310548,43.4,null,1435.429
1666939311048,44.6,null,1435.929
1666939311548,44.6,null,1436.429
1666939312049,44.9,null,1436.93
1666939312549,44.6,null,1437.43
1666939313049,44.6,null,1437.93
1666939313549,44.9,null,1438.43
1666939314049,44.2,null,1438.93
1666939314549,43.8,null,1439.43
1666939315050,43.8,null,1439.931
1666939315550,44.6,null,1440.431
1666939316051,44.2,null,1440.932
1666939316551,43.8,null,1441.432
1666939317052,44.6,null,1441.933
1666939317552,43.8,null,1442.433
1666939318052,44.9,null,1442.933
1666939318553,44.6,null,1443.434
1666939319053,43.4,null,1443.934
1666939319553,44.2,null,1444.434
1666939320053,44.9,null,1444.934
1666939320553,44.2,null,1445.434
1666939321055,43.8,null,1445.936
1666939322054,44.6,null,1446.935
1666939322555,44.9,null,1447.436
1666939323055,44.2,null,1447.936
1666939323555,43.4,null,1448.436
1666939324055,43.8,null,1448.936
1666939324556,43.4,null,1449.437
1666939325056,44.2,null,1449.937
1666939325556,43.4,null,1450.437
1666939326056,43.8,null,1450.937
1666939326557,44.9,null,1451.438
1666939327057,44.2,null,1451.938
1666939327557,43.8,null,1452.438
1666939328057,45.3,null,1452.938
1666939328558,44.6,null,1453.439
1666939329058,43.4,null,1453.939
1666939329558,44.2,null,1454.439
1666939330058,43.8,null,1454.939
1666939330559,44.9,null,1455.44
1666939331059,43.4,null,1455.94
1666939331559,43.8,null,1456.44
1666939332059,43.8,null,1456.94
1666939332561,44.6,null,1457.442
1666939333061,45.3,null,1457.942
1666939333562,44.2,null,1458.443
1666939334562,43.8,null,1459.443
1666939335063,43.4,null,1459.944
1666939335563,44.2,null,1460.444
1666939336063,44.6,null,1460.944
1666939336563,43.4,null,1461.444
1666939337064,44.6,null,1461.945
1666939337564,44.9,null,1462.445
1666939338065,44.9,null,1462.946
1666939338565,44.2,null,1463.446
1666939339065,43.8,null,1463.946
1666939339565,43.4,null,1464.446
1666939340066,44.6,null,1464.947
1666939340566,43.4,null,1465.447
1666939341066,43.4,null,1465.947
1666939341567,44.9,null,1466.448
1666939342067,44.2,null,1466.948
1666939342567,44.6,null,1467.448
1666939343068,44.2,null,1467.949
1666939343568,44.9,null,1468.449
1666939344068,44.2,null,1468.949
1666939344568,44.2,null,1469.449
1666939345068,43.4,null,1469.949
1666939345569,44.2,null,1470.45
1666939346069,44.2,null,1470.95
1666939346569,44.2,null,1471.45
1666939347069,43.8,null,1471.95
1666939347570,43.8,null,1472.451
1666939348070,44.2,null,1472.951
1666939348570,44.6,null,1473.451
1666939349071,43.8,null,1473.952
1666939349571,43.4,null,1474.452
1666939350071,43.8,null,1474.952
1666939350571,44.6,null,1475.452
1666939351071,43.8,null,1475.952
1666939351572,43.8,null,1476.453
1666939352072,44.2,null,1476.953
1666939352572,44.6,null,1477.453
1666939353072,44.9,null,1477.953
1666939353573,43.4,null,1478.454
1666939354073,44.6,null,1478.954
1666939354573,44.6,null,1479.454
1666939355074,44.6,null,1479.955
1666939355574,43.8,null,1480.455
1666939356075,43.8,null,1480.956
1666939356575,43.4,null,1481.456
1666939357075,43.4,null,1481.956
1666939357576,44.2,null,1482.457
1666939358076,44.6,null,1482.957
1666939358576,44.6,null,1483.457
1666939359076,43.8,null,1483.957
1666939359577,43.8,null,1484.458
1666939360077,44.2,null,1484.958
1666939360577,45.3,null,1485.458
1666939361077,44.6,null,1485.958
1666939361578,43.8,null,1486.459
1666939362078,44.2,null,1486.959
1666939362578,43.8,null,1487.459
1666939363078,44.6,null,1487.959
1666939363578,44.9,null,1488.459
1666939364079,43.8,null,1488.96
1666939364579,44.9,null,1489.46
1666939365079,44.9,null,1489.96
1666939365579,45.3,null,1490.46
1666939366080,43.4,null,1490.961
1666939366580,44.9,null,1491.461
1666939367080,44.9,null,1491.961
1666939367580,44.2,null,1492.461
1666939368081,44.9,null,1492.962
1666939368581,44.6,null,1493.462
1666939369081,43.8,null,1493.962
1666939369581,44.6,null,1494.462
1666939370082,45.7,null,1494.963
1666939370582,44.2,null,1495.463
1666939371082,44.6,null,1495.963
1666939371582,43.8,null,1496.463
1666939372083,43.8,null,1496.964
1666939372583,45.3,null,1497.464
1666939373083,45.3,null,1497.964
1666939373584,44.2,null,1498.465
1666939374584,44.6,null,1499.465
1666939375084,43.4,null,1499.965
1666939375584,44.6,null,1500.465
1666939376085,43.8,null,1500.966
1666939376585,45.3,null,1501.466
1666939377087,44.6,null,1501.968
1666939377587,44.9,null,1502.468
1666939378087,44.9,null,1502.968
1666939378587,45.3,null,1503.468
1666939379088,45.3,null,1503.969
1666939379588,44.9,null,1504.469
1666939380088,44.9,null,1504.969
1666939380588,44.2,null,1505.469
1666939381088,44.9,null,1505.969
1666939381589,44.6,null,1506.47
1666939382589,44.2,null,1507.47
1666939383089,44.9,null,1507.97
1666939383590,44.2,null,1508.471
1666939384094,43.8,null,1508.975
1666939384594,44.2,null,1509.475
1666939385095,44.9,null,1509.976
1666939385595,43.8,null,1510.476
1666939386095,44.6,null,1510.976
1666939386596,43.8,null,1511.477
1666939387096,44.6,null,1511.977
1666939387596,44.6,null,1512.477
1666939388597,44.2,null,1513.478
1666939389097,44.2,null,1513.978
1666939389597,44.2,null,1514.478
1666939390097,44.6,null,1514.978
1666939390597,44.2,null,1515.478
1666939391098,43.4,null,1515.979
1666939391598,44.6,null,1516.479
1666939392099,43.4,null,1516.98
1666939392599,45.3,null,1517.48
1666939393099,44.9,null,1517.98
1666939393600,44.2,null,1518.481
1666939394100,43.8,null,1518.981
1666939394600,44.6,null,1519.481
1666939395101,44.9,null,1519.982
1666939395601,43.8,null,1520.482
1666939396101,43.4,null,1520.982
1666939396601,43.4,null,1521.482
1666939397602,43.8,null,1522.483
1666939398102,44.2,null,1522.983
1666939398603,44.2,null,1523.484
1666939399103,43.8,null,1523.984
1666939399603,43.8,null,1524.484
1666939400103,43.8,null,1524.984
1666939400604,44.6,null,1525.485
1666939401105,43.4,null,1525.986
1666939401605,44.6,null,1526.486
1666939402105,43.4,null,1526.986
1666939402605,44.6,null,1527.486
1666939403106,44.9,null,1527.987
1666939403607,45.7,null,1528.488
1666939404107,44.9,null,1528.988
1666939404607,44.9,null,1529.488
1666939405109,43.8,null,1529.99
1666939405609,44.9,null,1530.49
1666939406109,44.2,null,1530.99
1666939406609,43.8,null,1531.49
1666939407110,43.8,null,1531.991
1666939407610,44.6,null,1532.491
1666939408110,44.2,null,1532.991
1666939408610,44.6,null,1533.491
1666939409111,44.6,null,1533.992
1666939409611,44.2,null,1534.492
1666939410111,44.9,null,1534.992
1666939410611,44.2,null,1535.492
1666939411112,45.3,null,1535.993
1666939411612,43.4,null,1536.493
1666939412112,43.4,null,1536.993
1666939412612,44.2,null,1537.493
1666939413113,44.9,null,1537.994
1666939413613,44.6,null,1538.494
1666939414113,44.9,null,1538.994
1666939414613,43.8,null,1539.494
1666939415614,43.4,null,1540.495
1666939416114,43.8,null,1540.995
1666939416614,43.4,null,1541.495
1666939417115,44.2,null,1541.996
1666939417616,44.2,null,1542.497
1666939418615,44.2,null,1543.496
1666939419116,44.6,null,1543.997
1666939419616,43.4,null,1544.497
1666939420116,43.8,null,1544.997
1666939420617,43.8,null,1545.498
1666939421117,44.9,null,1545.998
1666939421617,43.8,null,1546.498
1666939422118,44.2,null,1546.999
1666939422618,44.9,null,1547.499
1666939423118,44.2,null,1547.999
1666939423618,43.4,null,1548.499
1666939424119,43.8,null,1549.0
1666939424619,43.4,null,1549.5
1666939425119,43.8,null,1550.0
1666939425619,44.9,null,1550.5
1666939426119,43.8,null,1551.0
1666939426620,44.6,null,1551.501
1666939427120,44.6,null,1552.001
1666939427620,44.6,null,1552.501
1666939428121,43.4,null,1553.002
1666939428621,44.2,null,1553.502
1666939429121,43.4,null,1554.002
1666939429621,43.4,null,1554.502
1666939430122,44.9,null,1555.003
1666939430622,44.9,null,1555.503
1666939431122,44.9,null,1556.003
1666939431622,43.4,null,1556.503
1666939432122,44.6,null,1557.003
1666939432623,44.9,null,1557.504
1666939433123,44.2,null,1558.004
1666939433623,44.2,null,1558.504
1666939434124,44.2,null,1559.005
1666939434627,44.6,null,1559.508
1666939435626,43.8,null,1560.507
1666939436127,44.6,null,1561.008
1666939436627,43.4,null,1561.508
1666939437128,44.6,null,1562.009
1666939437628,44.9,null,1562.509
1666939438128,44.6,null,1563.009
1666939438628,44.2,null,1563.509
1666939439128,44.6,null,1564.009
1666939439629,43.4,null,1564.51
1666939440129,43.8,null,1565.01
1666939440629,44.2,null,1565.51
1666939441130,44.2,null,1566.011
1666939441630,43.4,null,1566.511
1666939442130,44.2,null,1567.011
1666939442630,44.2,null,1567.511
1666939443131,44.6,null,1568.012
1666939443631,44.6,null,1568.512
1666939444131,44.6,null,1569.012
1666939444631,44.2,null,1569.512
1666939445131,44.6,null,1570.012
1666939445632,43.8,null,1570.513
1666939446132,43.8,null,1571.013
1666939446632,43.8,null,1571.513
1666939447132,44.6,null,1572.013
1666939447633,45.7,null,1572.514
1666939448133,44.2,null,1573.014
1666939448633,44.2,null,1573.514
1666939449133,43.4,null,1574.014
1666939449634,43.4,null,1574.515
1666939450134,43.4,null,1575.015
1666939450634,44.6,null,1575.515
1666939451136,43.8,null,1576.017
1666939451636,44.6,null,1576.517
1666939452136,43.8,null,1577.017
1666939452636,44.2,null,1577.517
1666939453136,44.9,null,1578.017
1666939453637,43.8,null,1578.518
1666939454137,44.2,null,1579.018
1666939454637,43.4,null,1579.518
1666939455138,43.4,null,1580.019
1666939455638,43.4,null,1580.519
1666939456138,43.4,null,1581.019
1666939456638,44.2,null,1581.519
1666939457138,43.4,null,1582.019
1666939457639,44.6,null,1582.52
1666939458139,44.2,null,1583.02
1666939458639,44.6,null,1583.52
1666939459140,43.4,null,1584.021
1666939459640,44.2,null,1584.521
1666939460140,43.8,null,1585.021
1666939460640,44.2,null,1585.521
1666939461141,43.0,null,1586.022
1666939461641,43.8,null,1586.522
1666939462141,44.2,null,1587.022
1666939462641,44.6,null,1587.522
1666939463141,44.9,null,1588.022
1666939463642,43.8,null,1588.523
1666939464142,44.6,null,1589.023
1666939464642,44.9,null,1589.523
1666939465142,44.6,null,1590.023
1666939465643,43.4,null,1590.524
1666939466143,43.8,null,1591.024
1666939466646,44.6,null,1591.527
1666939467643,44.9,null,1592.524
1666939468145,44.9,null,1593.026
1666939468646,44.2,null,1593.527
1666939469146,43.8,null,1594.027
1666939469647,43.8,null,1594.528
1666939470147,44.2,null,1595.028
1666939470647,43.4,null,1595.528
1666939471147,43.8,null,1596.028
1666939471648,44.6,null,1596.529
1666939472148,44.6,null,1597.029
1666939472648,44.9,null,1597.529
1666939473148,44.6,null,1598.029
1666939473649,44.6,null,1598.53
1666939474149,45.3,null,1599.03
1666939474649,43.8,null,1599.53
1666939475149,44.2,null,1600.03
1666939475650,44.6,null,1600.531
1666939476150,44.6,null,1601.031
1666939476650,43.8,null,1601.531
1666939477150,44.6,null,1602.031
1666939477651,44.2,null,1602.532
1666939478151,44.2,null,1603.032
1666939478651,43.4,null,1603.532
1666939479151,44.2,null,1604.032
1666939479652,44.6,null,1604.533
1666939480152,44.2,null,1605.033
1666939480652,44.6,null,1605.533
1666939481152,43.4,null,1606.033
1666939481653,43.8,null,1606.534
1666939482653,44.2,null,1607.534
1666939483154,43.8,null,1608.035
1666939483654,44.6,null,1608.535
1666939484155,43.8,null,1609.036
1666939485155,43.4,null,1610.036
1666939485655,44.6,null,1610.536
