RecordTime,CPUÎÂ¶È(¶È),extra,SimpleTime
1666937947765,41.1,null,72.646
1666937948266,43.0,null,73.147
1666937948767,41.8,null,73.648
1666937949267,43.0,null,74.148
1666937949768,47.3,null,74.649
1666937950268,47.7,null,75.149
1666937950768,48.4,null,75.649
1666937951269,50.0,null,76.15
1666937951769,52.3,null,76.65
1666937952269,49.2,null,77.15
1666937952769,45.7,null,77.65
1666937953270,44.9,null,78.151
1666937953773,45.3,null,78.654
1666937954771,43.8,null,79.652
1666937955271,43.8,null,80.152
1666937955771,43.8,null,80.652
1666937956271,44.9,null,81.152
1666937956772,43.8,null,81.653
1666937957272,43.4,null,82.153
1666937957772,43.4,null,82.653
1666937958272,43.0,null,83.153
1666937958772,42.2,null,83.653
1666937959773,43.0,null,84.654
1666937960273,43.0,null,85.154
1666937960773,43.0,null,85.654
1666937961273,46.1,null,86.154
1666937961774,43.4,null,86.655
1666937962274,43.8,null,87.155
1666937962774,42.2,null,87.655
1666937963274,42.2,null,88.155
1666937963775,42.6,null,88.656
1666937964275,42.6,null,89.156
1666937964775,41.8,null,89.656
1666937965276,43.0,null,90.157
1666937965776,43.0,null,90.657
1666937966276,43.8,null,91.157
1666937966776,43.0,null,91.657
1666937967277,43.0,null,92.158
1666937967777,41.8,null,92.658
1666937968277,42.2,null,93.158
1666937968777,42.6,null,93.658
1666937969278,41.5,null,94.159
1666937969778,41.5,null,94.659
1666937970278,41.8,null,95.159
1666937970778,41.5,null,95.659
1666937971279,43.8,null,96.16
1666937971779,41.1,null,96.66
1666937972279,41.5,null,97.16
1666937972779,41.5,null,97.66
1666937973279,41.8,null,98.16
1666937973779,43.0,null,98.66
1666937974280,42.2,null,99.161
1666937974780,43.0,null,99.661
1666937975280,43.8,null,100.161
1666937975780,41.8,null,100.661
1666937976281,44.2,null,101.162
1666937976781,41.5,null,101.662
1666937977281,41.8,null,102.162
1666937977781,42.2,null,102.662
1666937978281,41.8,null,103.162
1666937978782,41.5,null,103.663
1666937979282,41.1,null,104.163
1666937979782,40.7,null,104.663
1666937980283,41.1,null,105.164
1666937980783,42.2,null,105.664
1666937981283,43.8,null,106.164
1666937981783,41.8,null,106.664
1666937982283,41.5,null,107.164
1666937982784,41.8,null,107.665
1666937983286,42.6,null,108.167
1666937984285,42.6,null,109.166
1666937984786,43.0,null,109.667
1666937985287,42.2,null,110.168
1666937986286,43.4,null,111.167
1666937986786,41.1,null,111.667
1666937987287,41.8,null,112.168
1666937987787,41.8,null,112.668
1666937988287,41.5,null,113.168
1666937988787,40.7,null,113.668
1666937989288,41.1,null,114.169
1666937989788,42.2,null,114.669
1666937990288,42.6,null,115.169
1666937990788,41.5,null,115.669
1666937991289,43.8,null,116.17
1666937991789,42.6,null,116.67
1666937992289,42.2,null,117.17
1666937992789,42.6,null,117.67
1666937993290,41.1,null,118.171
1666937993790,42.2,null,118.671
1666937994290,41.1,null,119.171
1666937994790,41.1,null,119.671
1666937995290,41.8,null,120.171
1666937995790,40.7,null,120.671
1666937996291,43.8,null,121.172
1666937996791,41.8,null,121.672
1666937997291,42.2,null,122.172
1666937997792,41.1,null,122.673
1666937998292,42.6,null,123.173
1666937998792,42.2,null,123.673
1666937999292,41.8,null,124.173
1666937999793,42.2,null,124.674
1666938000293,43.0,null,125.174
1666938000794,41.8,null,125.675
1666938001294,43.4,null,126.175
1666938001795,41.8,null,126.676
1666938002295,41.5,null,127.176
1666938002795,41.8,null,127.676
1666938003295,41.5,null,128.176
1666938003796,41.8,null,128.677
1666938004296,41.8,null,129.177
1666938004796,41.8,null,129.677
1666938005296,41.5,null,130.177
1666938005797,41.1,null,130.678
1666938006297,43.8,null,131.178
1666938006797,43.0,null,131.678
1666938007297,41.8,null,132.178
1666938007798,41.5,null,132.679
1666938008298,41.5,null,133.179
1666938008798,42.6,null,133.679
1666938009299,41.5,null,134.18
1666938009799,41.5,null,134.68
1666938010299,41.5,null,135.18
1666938010800,41.5,null,135.681
1666938011300,43.4,null,136.181
1666938011800,41.5,null,136.681
1666938012300,42.2,null,137.181
1666938012801,41.1,null,137.682
1666938013301,41.8,null,138.182
1666938013801,41.5,null,138.682
1666938014301,42.2,null,139.182
1666938014801,41.8,null,139.682
1666938015301,42.2,null,140.182
1666938015802,43.0,null,140.683
1666938016802,41.8,null,141.683
1666938017302,41.8,null,142.183
1666938017803,42.2,null,142.684
1666938018303,41.8,null,143.184
1666938018803,42.2,null,143.684
1666938019303,41.8,null,144.184
1666938019804,41.5,null,144.685
1666938020305,41.1,null,145.186
1666938020806,41.5,null,145.687
1666938021306,42.6,null,146.187
1666938021806,41.8,null,146.687
1666938022307,41.8,null,147.188
1666938022807,44.6,null,147.688
1666938023307,42.6,null,148.188
1666938023807,43.8,null,148.688
1666938024307,43.4,null,149.188
1666938024808,43.0,null,149.689
1666938025308,42.6,null,150.189
1666938025808,42.2,null,150.689
1666938026308,43.0,null,151.189
1666938026809,42.2,null,151.69
1666938027309,41.8,null,152.19
1666938027809,41.1,null,152.69
1666938028309,41.1,null,153.19
1666938028810,41.1,null,153.691
1666938029310,42.2,null,154.191
1666938029810,42.2,null,154.691
1666938030310,41.5,null,155.191
1666938030810,43.0,null,155.691
1666938031311,43.8,null,156.192
1666938031811,42.6,null,156.692
1666938032311,43.0,null,157.192
1666938032811,42.2,null,157.692
1666938033312,41.8,null,158.193
1666938033812,42.2,null,158.693
1666938034312,42.2,null,159.193
1666938034812,42.2,null,159.693
1666938035312,43.0,null,160.193
1666938035813,41.8,null,160.694
1666938036313,44.2,null,161.194
1666938036813,43.0,null,161.694
1666938037313,42.2,null,162.194
1666938037813,42.6,null,162.694
1666938038314,41.5,null,163.195
1666938038814,42.6,null,163.695
1666938039314,43.0,null,164.195
1666938039815,41.5,null,164.696
1666938040315,41.8,null,165.196
1666938040815,42.2,null,165.696
1666938041316,44.2,null,166.197
1666938041816,42.6,null,166.697
1666938042317,42.6,null,167.198
1666938042817,41.8,null,167.698
1666938043317,41.8,null,168.198
1666938043817,42.6,null,168.698
1666938044317,43.4,null,169.198
1666938044818,43.0,null,169.699
1666938045319,44.2,null,170.2
1666938046319,43.4,null,171.2
1666938046819,43.4,null,171.7
1666938047319,43.0,null,172.2
1666938047819,42.2,null,172.7
1666938048319,43.0,null,173.2
1666938048820,41.5,null,173.701
1666938049320,41.8,null,174.201
1666938049820,42.6,null,174.701
1666938050321,42.2,null,175.202
1666938050821,42.6,null,175.702
1666938051321,43.8,null,176.202
1666938051822,41.1,null,176.703
1666938052322,42.2,null,177.203
1666938052822,43.0,null,177.703
1666938053323,43.8,null,178.204
1666938053823,41.8,null,178.704
1666938054323,42.6,null,179.204
1666938054823,42.6,null,179.704
1666938055324,41.8,null,180.205
1666938055824,41.8,null,180.705
1666938056324,44.2,null,181.205
1666938056824,43.0,null,181.705
1666938057324,43.0,null,182.205
1666938057825,43.0,null,182.706
1666938058325,41.5,null,183.206
1666938058825,42.6,null,183.706
1666938059326,41.8,null,184.207
1666938059827,43.4,null,184.708
1666938060826,43.0,null,185.707
1666938061328,43.8,null,186.209
1666938061828,43.0,null,186.709
1666938062328,42.6,null,187.209
1666938062828,43.4,null,187.709
1666938063329,43.4,null,188.21
1666938063830,43.8,null,188.711
1666938064330,42.2,null,189.211
1666938064831,43.0,null,189.712
1666938065331,43.0,null,190.212
1666938065831,43.0,null,190.712
1666938066331,44.6,null,191.212
1666938066831,43.0,null,191.712
1666938067332,41.8,null,192.213
1666938067832,42.2,null,192.713
1666938068332,42.6,null,193.213
1666938068833,41.5,null,193.714
1666938069333,42.2,null,194.214
1666938069833,41.8,null,194.714
1666938070333,43.0,null,195.214
1666938071333,43.0,null,196.214
1666938071834,42.2,null,196.715
1666938072334,42.2,null,197.215
1666938072834,43.0,null,197.715
1666938073335,42.6,null,198.216
1666938073835,41.8,null,198.716
1666938074335,41.8,null,199.216
1666938074836,41.8,null,199.717
1666938075336,41.5,null,200.217
1666938075837,41.8,null,200.718
1666938076337,43.8,null,201.218
1666938076837,41.8,null,201.718
1666938077337,41.8,null,202.218
1666938077837,42.2,null,202.718
1666938078338,42.6,null,203.219
1666938079338,43.0,null,204.219
1666938079839,43.4,null,204.72
1666938080339,43.0,null,205.22
1666938080839,42.2,null,205.72
1666938081339,43.4,null,206.22
1666938082840,42.6,null,207.721
1666938083340,41.5,null,208.221
1666938083841,43.0,null,208.722
1666938084341,43.0,null,209.222
1666938084841,42.2,null,209.722
1666938085341,42.6,null,210.222
1666938085841,42.6,null,210.722
1666938086342,44.2,null,211.223
1666938086842,42.6,null,211.723
1666938087342,42.2,null,212.223
1666938087842,42.6,null,212.723
1666938088343,42.6,null,213.224
1666938088843,43.0,null,213.724
1666938089343,43.0,null,214.224
1666938089844,42.6,null,214.725
1666938090843,42.2,null,215.724
1666938091344,44.9,null,216.225
1666938091844,45.3,null,216.725
1666938092346,43.8,null,217.227
1666938093345,45.3,null,218.226
1666938093846,45.3,null,218.727
1666938094346,44.9,null,219.227
1666938094846,44.6,null,219.727
1666938095346,44.6,null,220.227
1666938095846,43.4,null,220.727
1666938096347,44.2,null,221.228
1666938096847,43.4,null,221.728
1666938097347,43.8,null,222.228
1666938097847,42.6,null,222.728
1666938098347,42.2,null,223.228
1666938098847,43.0,null,223.728
1666938099348,42.6,null,224.229
1666938099848,43.0,null,224.729
1666938100349,42.6,null,225.23
1666938100849,42.2,null,225.73
1666938101349,43.8,null,226.23
1666938101850,43.0,null,226.731
1666938102350,42.6,null,227.231
1666938102851,43.0,null,227.732
1666938103351,42.6,null,228.232
1666938103851,42.6,null,228.732
1666938104351,43.4,null,229.232
1666938104851,43.4,null,229.732
1666938105352,43.4,null,230.233
1666938105852,42.2,null,230.733
1666938106352,43.4,null,231.233
1666938106852,44.2,null,231.733
1666938107352,43.0,null,232.233
1666938107853,42.6,null,232.734
1666938108353,43.4,null,233.234
1666938108853,43.0,null,233.734
1666938109353,42.2,null,234.234
1666938109854,41.8,null,234.735
1666938110354,42.6,null,235.235
1666938110854,43.4,null,235.735
1666938111354,44.6,null,236.235
1666938111854,43.8,null,236.735
1666938112355,43.8,null,237.236
1666938112855,43.0,null,237.736
1666938113356,42.6,null,238.237
1666938113856,42.2,null,238.737
1666938114356,43.0,null,239.237
1666938114856,43.4,null,239.737
1666938115357,43.0,null,240.238
1666938115857,41.8,null,240.738
1666938116357,43.0,null,241.238
1666938116857,42.6,null,241.738
1666938117358,41.8,null,242.239
1666938117858,42.2,null,242.739
1666938118859,43.4,null,243.74
1666938119359,42.6,null,244.24
1666938119859,43.0,null,244.74
1666938120359,42.6,null,245.24
1666938120859,43.8,null,245.74
1666938121360,43.8,null,246.241
1666938121861,43.4,null,246.742
1666938122860,42.6,null,247.741
1666938123361,43.4,null,248.242
1666938123861,41.8,null,248.742
1666938124361,43.0,null,249.242
1666938124862,42.6,null,249.743
1666938125362,43.4,null,250.243
1666938125863,41.8,null,250.744
1666938126363,42.6,null,251.244
1666938126863,43.4,null,251.744
1666938127364,42.6,null,252.245
1666938127864,43.8,null,252.745
1666938128364,43.4,null,253.245
1666938128864,43.0,null,253.745
1666938129365,43.4,null,254.246
1666938129865,42.2,null,254.746
1666938130365,43.4,null,255.246
1666938130866,43.8,null,255.747
1666938131367,43.0,null,256.248
1666938131867,43.0,null,256.748
1666938132367,43.4,null,257.248
1666938132867,43.0,null,257.748
1666938133368,43.4,null,258.249
1666938133868,43.0,null,258.749
1666938134368,42.2,null,259.249
1666938134868,43.0,null,259.749
1666938135368,44.6,null,260.249
1666938135869,43.4,null,260.75
1666938136369,43.8,null,261.25
1666938136869,44.2,null,261.75
1666938137370,43.4,null,262.251
1666938137870,43.0,null,262.751
1666938138370,43.8,null,263.251
1666938138870,42.6,null,263.751
1666938139371,43.4,null,264.252
1666938139871,42.6,null,264.752
1666938140371,42.6,null,265.252
1666938140871,42.6,null,265.752
1666938141371,43.4,null,266.252
1666938141871,43.0,null,266.752
1666938142372,43.0,null,267.253
1666938142872,41.8,null,267.753
1666938143372,41.8,null,268.253
1666938143873,43.4,null,268.754
1666938144373,44.2,null,269.254
1666938144873,42.2,null,269.754
1666938145373,42.6,null,270.254
1666938145873,42.2,null,270.754
1666938146374,43.0,null,271.255
1666938146874,42.2,null,271.755
1666938147374,42.6,null,272.255
1666938147875,43.0,null,272.756
1666938148375,43.4,null,273.256
1666938148875,43.0,null,273.756
1666938149376,44.2,null,274.257
1666938149876,42.2,null,274.757
1666938150376,43.4,null,275.257
1666938150876,42.2,null,275.757
1666938151377,43.8,null,276.258
1666938151877,44.2,null,276.758
1666938152377,43.8,null,277.258
1666938152877,43.0,null,277.758
1666938153377,42.6,null,278.258
1666938153878,43.8,null,278.759
1666938154378,43.0,null,279.259
1666938154878,43.8,null,279.759
1666938155378,44.2,null,280.259
1666938155879,42.2,null,280.76
1666938156379,43.0,null,281.26
1666938156879,43.4,null,281.76
1666938157379,43.8,null,282.26
1666938157880,42.2,null,282.761
1666938158380,42.6,null,283.261
1666938158880,43.4,null,283.761
1666938159380,42.2,null,284.261
1666938159880,42.6,null,284.761
1666938160381,43.4,null,285.262
1666938160883,42.6,null,285.764
1666938161882,42.6,null,286.763
1666938162382,42.6,null,287.263
1666938162883,44.2,null,287.764
1666938163883,43.4,null,288.764
1666938164383,43.4,null,289.264
1666938164883,42.6,null,289.764
1666938165385,43.8,null,290.266
1666938165887,42.2,null,290.768
1666938166887,42.2,null,291.768
1666938167387,43.4,null,292.268
1666938167887,41.8,null,292.768
1666938168387,43.0,null,293.268
1666938168887,43.8,null,293.768
1666938169388,44.2,null,294.269
1666938169888,43.8,null,294.769
1666938170388,43.4,null,295.269
1666938170888,44.2,null,295.769
1666938171389,43.0,null,296.27
1666938171889,42.6,null,296.77
1666938172389,42.6,null,297.27
1666938172889,41.8,null,297.77
1666938173390,43.8,null,298.271
1666938173890,42.6,null,298.771
1666938174390,43.0,null,299.271
1666938174890,43.0,null,299.771
1666938175391,43.0,null,300.272
1666938176391,43.0,null,301.272
1666938176891,42.6,null,301.772
1666938177391,43.0,null,302.272
1666938177892,43.8,null,302.773
1666938178392,43.0,null,303.273
1666938178892,44.2,null,303.773
1666938179392,44.2,null,304.273
1666938179893,43.8,null,304.774
1666938180393,42.2,null,305.274
1666938180893,42.2,null,305.774
1666938181393,43.8,null,306.274
1666938181894,43.0,null,306.775
1666938182394,43.0,null,307.275
1666938182894,43.0,null,307.775
1666938183395,43.8,null,308.276
1666938183895,43.8,null,308.776
1666938184395,43.4,null,309.276
1666938184895,43.0,null,309.776
1666938185396,43.0,null,310.277
1666938185896,42.6,null,310.777
1666938186396,44.2,null,311.277
1666938186896,43.4,null,311.777
1666938187397,43.8,null,312.278
1666938187897,42.6,null,312.778
1666938188397,43.4,null,313.278
1666938188897,42.6,null,313.778
1666938189397,43.4,null,314.278
1666938189898,42.2,null,314.779
1666938190398,42.2,null,315.279
1666938190898,42.2,null,315.779
1666938191398,43.4,null,316.279
1666938191898,43.8,null,316.779
1666938192399,43.0,null,317.28
1666938192899,43.0,null,317.78
1666938193399,44.2,null,318.28
1666938193899,43.4,null,318.78
1666938194400,43.0,null,319.281
1666938194900,43.8,null,319.781
1666938195400,43.8,null,320.281
1666938196400,44.9,null,321.281
1666938196900,44.6,null,321.781
1666938197401,44.2,null,322.282
1666938197901,42.6,null,322.782
1666938198401,43.0,null,323.282
1666938198901,43.4,null,323.782
1666938199402,42.6,null,324.283
1666938199902,44.2,null,324.783
1666938200402,43.0,null,325.283
1666938200903,44.6,null,325.784
1666938201403,43.8,null,326.284
1666938201905,44.6,null,326.786
1666938202904,44.2,null,327.785
1666938203404,43.8,null,328.285
1666938203904,43.0,null,328.785
1666938204404,43.0,null,329.285
1666938204905,43.8,null,329.786
1666938205405,43.8,null,330.286
1666938205905,42.6,null,330.786
1666938206405,43.8,null,331.286
1666938206905,42.6,null,331.786
1666938207406,43.8,null,332.287
1666938207906,43.4,null,332.787
1666938208407,42.6,null,333.288
1666938208907,43.4,null,333.788
1666938209407,44.2,null,334.288
1666938209907,43.4,null,334.788
1666938210407,43.8,null,335.288
1666938210908,43.4,null,335.789
1666938211408,44.6,null,336.289
1666938211908,44.2,null,336.789
1666938212408,43.8,null,337.289
1666938212908,42.2,null,337.789
1666938213409,43.0,null,338.29
1666938213909,43.0,null,338.79
1666938214409,42.2,null,339.29
1666938214909,42.6,null,339.79
1666938215409,43.0,null,340.29
1666938215910,42.6,null,340.791
1666938216410,44.6,null,341.291
1666938216910,43.4,null,341.791
1666938217410,43.4,null,342.291
1666938217910,43.0,null,342.791
1666938218411,43.8,null,343.292
1666938218911,44.2,null,343.792
1666938219411,43.0,null,344.292
1666938219911,44.2,null,344.792
1666938220412,44.2,null,345.293
1666938220912,43.0,null,345.793
1666938221413,43.4,null,346.294
1666938221913,43.4,null,346.794
1666938222413,42.2,null,347.294
1666938222913,42.6,null,347.794
1666938223414,43.8,null,348.295
1666938223914,43.0,null,348.795
1666938224414,43.4,null,349.295
1666938224914,43.4,null,349.795
1666938225414,43.0,null,350.295
1666938225915,43.4,null,350.796
1666938226416,43.4,null,351.297
1666938227416,43.4,null,352.297
1666938227916,43.4,null,352.797
1666938228416,44.2,null,353.297
1666938228916,42.6,null,353.797
1666938229917,43.8,null,354.798
1666938230417,44.9,null,355.298
1666938230917,43.0,null,355.798
1666938231418,43.4,null,356.299
1666938231918,44.2,null,356.799
1666938232419,43.0,null,357.3
1666938232919,43.4,null,357.8
1666938233419,43.8,null,358.3
1666938233919,43.8,null,358.8
1666938234420,43.8,null,359.301
1666938234920,44.2,null,359.801
1666938235420,43.0,null,360.301
1666938235920,43.0,null,360.801
1666938236420,44.2,null,361.301
1666938236920,43.8,null,361.801
1666938237421,42.6,null,362.302
1666938237921,43.0,null,362.802
1666938238421,42.2,null,363.302
1666938238921,43.8,null,363.802
1666938239422,42.2,null,364.303
1666938239922,43.0,null,364.803
1666938240422,43.8,null,365.303
1666938240922,43.0,null,365.803
1666938241423,43.4,null,366.304
1666938241923,43.8,null,366.804
1666938242423,44.6,null,367.304
1666938242923,44.6,null,367.804
1666938243423,43.0,null,368.304
1666938243924,43.8,null,368.805
1666938244424,43.8,null,369.305
1666938244925,43.4,null,369.806
1666938245425,43.0,null,370.306
1666938245926,42.2,null,370.807
1666938246426,43.0,null,371.307
1666938246927,43.4,null,371.808
1666938247427,43.4,null,372.308
1666938247927,42.6,null,372.808
1666938248427,42.6,null,373.308
1666938248927,42.6,null,373.808
1666938249428,43.4,null,374.309
1666938249928,44.6,null,374.809
1666938250428,43.8,null,375.309
1666938250928,43.0,null,375.809
1666938251428,44.9,null,376.309
1666938251929,44.6,null,376.81
1666938252429,44.2,null,377.31
1666938252929,44.2,null,377.81
1666938253429,42.6,null,378.31
1666938253930,43.0,null,378.811
1666938254430,42.2,null,379.311
1666938254930,43.0,null,379.811
1666938255430,43.4,null,380.311
1666938255931,43.4,null,380.812
1666938256434,44.2,null,381.315
1666938257432,43.8,null,382.313
1666938257932,43.8,null,382.813
1666938258433,44.2,null,383.314
1666938258933,44.6,null,383.814
1666938259433,43.0,null,384.314
1666938259933,43.4,null,384.814
1666938260433,44.6,null,385.314
1666938260934,44.6,null,385.815
1666938261434,43.8,null,386.315
1666938261934,43.8,null,386.815
1666938262434,42.6,null,387.315
1666938262935,42.6,null,387.816
1666938263435,42.6,null,388.316
1666938263935,42.6,null,388.816
1666938264436,43.0,null,389.317
1666938265436,44.2,null,390.317
1666938265937,43.4,null,390.818
1666938266438,43.8,null,391.319
1666938266939,43.8,null,391.82
1666938267439,43.4,null,392.32
1666938267939,44.2,null,392.82
1666938268440,43.8,null,393.321
1666938268940,43.0,null,393.821
1666938269440,44.2,null,394.321
1666938269941,43.8,null,394.822
1666938270442,43.0,null,395.323
1666938270943,43.0,null,395.824
1666938271443,43.4,null,396.324
1666938271944,43.8,null,396.825
1666938272444,43.4,null,397.325
1666938272945,43.4,null,397.826
1666938273445,43.8,null,398.326
1666938273945,42.6,null,398.826
1666938274445,42.6,null,399.326
1666938274946,43.4,null,399.827
1666938275446,44.2,null,400.327
1666938275946,43.0,null,400.827
1666938276447,43.8,null,401.328
1666938276947,43.4,null,401.828
1666938277447,44.2,null,402.328
1666938277947,43.8,null,402.828
1666938278448,43.4,null,403.329
1666938278948,43.4,null,403.829
1666938279448,42.6,null,404.329
1666938279948,43.4,null,404.829
1666938280449,43.0,null,405.33
1666938280949,42.2,null,405.83
1666938281449,43.0,null,406.33
1666938281949,43.4,null,406.83
1666938282450,43.8,null,407.331
1666938282954,44.6,null,407.835
1666938283454,44.2,null,408.335
1666938283954,43.4,null,408.835
1666938284455,44.2,null,409.336
1666938284955,43.4,null,409.836
1666938285455,44.2,null,410.336
1666938285956,43.0,null,410.837
1666938286456,44.6,null,411.337
1666938286956,44.2,null,411.837
1666938287456,43.4,null,412.337
1666938287956,43.0,null,412.837
1666938288457,42.6,null,413.338
1666938289457,43.4,null,414.338
1666938289957,42.2,null,414.838
1666938290458,42.6,null,415.339
1666938290958,44.6,null,415.839
1666938291458,43.8,null,416.339
1666938291958,44.2,null,416.839
1666938292459,43.4,null,417.34
1666938292959,44.9,null,417.84
1666938293459,44.6,null,418.34
1666938293959,44.2,null,418.84
1666938294460,42.6,null,419.341
1666938294960,43.4,null,419.841
1666938295460,43.8,null,420.341
1666938295960,44.2,null,420.841
1666938296461,44.6,null,421.342
1666938296961,43.0,null,421.842
1666938297461,44.2,null,422.342
1666938297961,43.0,null,422.842
1666938298462,43.4,null,423.343
1666938298962,44.2,null,423.843
1666938299466,44.2,null,424.347
1666938300463,44.6,null,425.344
1666938300963,43.4,null,425.844
1666938301463,43.8,null,426.344
1666938301963,44.9,null,426.844
1666938302463,44.2,null,427.344
1666938302964,43.0,null,427.845
1666938303464,43.0,null,428.345
1666938303964,42.6,null,428.845
1666938304464,43.8,null,429.345
1666938304965,44.6,null,429.846
1666938305465,43.0,null,430.346
1666938305965,43.0,null,430.846
1666938306466,43.4,null,431.347
1666938306966,44.2,null,431.847
1666938307466,44.6,null,432.347
1666938307967,44.2,null,432.848
1666938308467,43.8,null,433.348
1666938308967,43.4,null,433.848
1666938309467,43.4,null,434.348
1666938309967,44.6,null,434.848
1666938310468,44.2,null,435.349
1666938310968,43.0,null,435.849
1666938311468,43.4,null,436.349
1666938311968,44.2,null,436.849
1666938312469,43.8,null,437.35
1666938312969,43.0,null,437.85
1666938313469,42.6,null,438.35
1666938313969,43.8,null,438.85
1666938314469,43.8,null,439.35
1666938314970,43.0,null,439.851
1666938315470,43.8,null,440.351
1666938315970,44.2,null,440.851
1666938316471,44.9,null,441.352
1666938316971,43.8,null,441.852
1666938317471,43.4,null,442.352
1666938317971,43.8,null,442.852
1666938318471,44.6,null,443.352
1666938318972,43.8,null,443.853
1666938319472,43.0,null,444.353
1666938319972,43.8,null,444.853
1666938320473,44.2,null,445.354
1666938320973,44.2,null,445.854
1666938321473,44.2,null,446.354
1666938321973,43.4,null,446.854
1666938322473,44.2,null,447.354
1666938322974,43.0,null,447.855
1666938323474,44.6,null,448.355
1666938323974,44.6,null,448.855
1666938324474,44.2,null,449.355
1666938324975,43.8,null,449.856
1666938325475,44.2,null,450.356
1666938325975,44.6,null,450.856
1666938326476,44.9,null,451.357
1666938326976,44.6,null,451.857
1666938327476,43.4,null,452.357
