RecordTime,CPUÎÂ¶È(¶È),extra,SimpleTime
1669278572774,48.8,null,889.298
1669278573275,47.7,null,889.799
1669278573775,48.0,null,890.299
1669278574277,48.0,null,890.801
1669278575276,47.3,null,891.8
1669278575776,47.3,null,892.3
1669278576281,47.7,null,892.805
1669278577278,47.7,null,893.802
1669278577778,49.2,null,894.302
1669278578278,49.6,null,894.802
1669278578779,49.6,null,895.303
1669278579279,48.4,null,895.803
1669278579779,48.0,null,896.303
1669278580281,46.1,null,896.805
1669278580782,48.0,null,897.306
1669278581783,46.1,null,898.307
1669278582284,47.3,null,898.808
1669278582786,48.0,null,899.31
1669278583288,47.7,null,899.812
1669278584285,48.0,null,900.809
1669278584785,46.5,null,901.309
1669278585286,47.7,null,901.81
1669278585786,47.7,null,902.31
1669278586287,46.5,null,902.811
1669278586787,47.7,null,903.311
1669278587287,46.9,null,903.811
1669278587787,49.6,null,904.311
1669278588287,50.0,null,904.811
1669278588788,48.8,null,905.312
1669278589296,47.7,null,905.82
1669278590793,48.0,null,907.317
1669278591293,47.3,null,907.817
1669278591793,47.3,null,908.317
1669278592294,49.6,null,908.818
1669278592795,49.6,null,909.319
1669278593295,51.9,null,909.819
1669278593797,54.3,null,910.321
1669278594799,51.5,null,911.323
1669278595798,49.2,null,912.322
1669278596298,48.4,null,912.822
1669278596800,49.2,null,913.324
1669278597300,49.2,null,913.824
1669278597801,49.2,null,914.325
1669278598801,48.0,null,915.325
1669278599301,48.4,null,915.825
1669278599802,48.0,null,916.326
1669278600302,49.2,null,916.826
1669278600802,47.7,null,917.326
1669278601303,48.4,null,917.827
1669278602305,48.8,null,918.829
1669278603305,52.3,null,919.829
1669278603805,49.2,null,920.329
1669278604305,49.6,null,920.829
1669278604806,48.8,null,921.33
1669278605310,49.2,null,921.834
1669278606307,48.0,null,922.831
1669278606808,47.3,null,923.332
1669278607308,48.4,null,923.832
1669278607809,49.2,null,924.333
1669278608809,50.4,null,925.333
1669278609309,49.2,null,925.833
1669278609813,47.3,null,926.337
1669278610313,48.0,null,926.837
1669278610813,48.0,null,927.337
1669278611314,47.7,null,927.838
1669278612315,47.3,null,928.839
1669278612815,49.2,null,929.339
1669278613315,49.6,null,929.839
1669278613816,48.8,null,930.34
1669278614316,48.0,null,930.84
1669278614816,48.4,null,931.34
1669278615317,47.3,null,931.841
1669278615817,47.3,null,932.341
1669278616817,47.7,null,933.341
1669278617318,47.3,null,933.842
1669278617818,48.0,null,934.342
1669278618320,49.2,null,934.844
1669278618820,47.3,null,935.344
1669278619321,46.1,null,935.845
1669278619821,46.1,null,936.345
1669278620321,46.5,null,936.845
1669278620823,44.9,null,937.347
1669278621323,45.3,null,937.847
1669278621823,46.1,null,938.347
1669278622324,44.9,null,938.848
1669278622824,46.9,null,939.348
1669278623325,47.7,null,939.849
1669278624825,44.9,null,941.349
1669278625825,48.4,null,942.349
1669278626325,48.4,null,942.849
1669278626826,47.3,null,943.35
1669278627326,47.3,null,943.85
1669278627827,47.7,null,944.351
1669278628327,46.1,null,944.851
1669278629327,47.7,null,945.851
1669278630328,46.5,null,946.852
1669278630831,46.5,null,947.355
1669278631332,47.3,null,947.856
1669278631832,46.5,null,948.356
1669278632334,47.3,null,948.858
1669278633334,49.2,null,949.858
1669278633834,48.0,null,950.358
1669278634334,47.7,null,950.858
1669278634834,47.3,null,951.358
1669278635335,46.5,null,951.859
1669278635835,48.4,null,952.359
1669278636335,48.8,null,952.859
1669278636836,46.5,null,953.36
1669278637336,47.7,null,953.86
1669278637837,50.0,null,954.361
1669278638837,49.6,null,955.361
1669278639337,48.0,null,955.861
1669278639837,48.4,null,956.361
1669278641337,47.3,null,957.861
1669278641838,48.0,null,958.362
1669278642338,48.0,null,958.862
1669278642838,49.2,null,959.362
1669278643339,49.2,null,959.863
1669278643839,49.2,null,960.363
1669278644339,48.8,null,960.863
1669278644839,48.8,null,961.363
1669278645340,48.8,null,961.864
1669278645840,48.8,null,962.364
1669278646841,49.6,null,963.365
1669278647341,49.6,null,963.865
1669278647841,50.4,null,964.365
1669278648342,51.9,null,964.866
1669278648842,50.8,null,965.366
1669278649843,48.8,null,966.367
1669278650344,48.4,null,966.868
1669278650844,48.0,null,967.368
1669278651345,48.4,null,967.869
1669278651845,47.7,null,968.369
1669278652345,48.0,null,968.869
1669278652846,50.8,null,969.37
1669278653346,51.2,null,969.87
1669278653853,49.6,null,970.377
1669278654850,48.8,null,971.374
1669278655350,48.0,null,971.874
1669278655850,47.7,null,972.374
1669278656351,49.2,null,972.875
1669278656854,47.3,null,973.378
1669278657354,47.7,null,973.878
1669278657854,50.0,null,974.378
1669278658355,51.2,null,974.879
1669278658855,49.2,null,975.379
1669278659355,48.0,null,975.879
1669278659855,49.2,null,976.379
1669278660355,48.0,null,976.879
1669278660858,48.0,null,977.382
1669278661857,48.0,null,978.381
1669278662358,48.0,null,978.882
1669278662860,50.0,null,979.384
1669278663862,49.6,null,980.386
1669278664860,48.4,null,981.384
1669278665360,48.0,null,981.884
1669278665860,48.0,null,982.384
1669278666361,47.7,null,982.885
1669278667361,48.4,null,983.885
1669278668362,46.9,null,984.886
1669278668862,48.0,null,985.386
1669278669363,48.0,null,985.887
1669278669863,46.9,null,986.387
1669278670363,47.7,null,986.887
1669278670863,47.7,null,987.387
1669278671363,47.3,null,987.887
1669278671863,48.0,null,988.387
1669278672365,49.2,null,988.889
1669278672866,48.8,null,989.39
1669278673366,48.0,null,989.89
1669278673866,48.4,null,990.39
1669278674366,48.8,null,990.89
1669278674868,48.0,null,991.392
1669278675372,48.0,null,991.896
1669278675873,47.7,null,992.397
1669278676373,48.0,null,992.897
1669278676874,46.9,null,993.398
1669278677374,47.3,null,993.898
1669278677874,49.6,null,994.398
1669278678375,53.1,null,994.899
1669278678875,49.2,null,995.399
1669278679377,51.5,null,995.901
1669278680376,49.2,null,996.9
1669278680877,49.6,null,997.401
1669278682378,48.8,null,998.902
1669278682879,50.4,null,999.403
1669278683379,48.0,null,999.903
1669278683879,49.2,null,1000.403
1669278684379,48.4,null,1000.903
1669278684880,48.4,null,1001.404
1669278685380,46.9,null,1001.904
1669278685882,48.0,null,1002.406
1669278686881,48.0,null,1003.405
1669278687381,47.7,null,1003.905
1669278687881,48.8,null,1004.405
1669278688382,51.2,null,1004.906
1669278688884,50.4,null,1005.408
1669278689883,48.4,null,1006.407
1669278690383,48.0,null,1006.907
1669278690883,48.0,null,1007.407
1669278691383,47.3,null,1007.907
1669278691884,47.7,null,1008.408
1669278692385,47.7,null,1008.909
1669278692886,48.4,null,1009.41
1669278693386,49.6,null,1009.91
1669278693886,49.6,null,1010.41
1669278694386,48.4,null,1010.91
1669278694887,48.0,null,1011.411
1669278695387,48.4,null,1011.911
1669278695888,47.7,null,1012.412
1669278696388,47.7,null,1012.912
1669278696888,50.0,null,1013.412
1669278697388,48.4,null,1013.912
1669278697889,49.6,null,1014.413
1669278698389,51.2,null,1014.913
1669278698890,53.1,null,1015.414
1669278699401,51.2,null,1015.925
1669278700393,52.3,null,1016.917
1669278700893,50.0,null,1017.417
1669278701393,51.9,null,1017.917
1669278701894,51.5,null,1018.418
1669278702394,51.5,null,1018.918
1669278702894,52.3,null,1019.418
1669278703394,53.5,null,1019.918
1669278703899,55.0,null,1020.423
1669278704895,53.1,null,1021.419
1669278705395,51.9,null,1021.919
1669278705897,50.8,null,1022.421
1669278706897,51.2,null,1023.421
1669278707398,50.8,null,1023.922
1669278707898,50.0,null,1024.422
1669278708398,51.5,null,1024.922
1669278708899,54.3,null,1025.423
1669278709402,51.5,null,1025.926
1669278710901,49.6,null,1027.425
1669278711401,49.6,null,1027.925
1669278711903,49.2,null,1028.427
1669278712902,49.6,null,1029.426
1669278713403,50.8,null,1029.927
1669278714403,50.0,null,1030.927
1669278714904,50.0,null,1031.428
1669278715405,49.2,null,1031.929
1669278715905,48.4,null,1032.429
1669278716406,48.4,null,1032.93
1669278716907,48.8,null,1033.431
1669278717408,48.4,null,1033.932
1669278717908,50.0,null,1034.432
1669278718408,51.5,null,1034.932
1669278718909,51.5,null,1035.433
1669278719409,50.4,null,1035.933
1669278719910,49.2,null,1036.434
1669278720913,49.6,null,1037.437
1669278721413,48.8,null,1037.937
1669278721914,48.4,null,1038.438
1669278722415,48.4,null,1038.939
1669278722915,48.4,null,1039.439
1669278723416,50.4,null,1039.94
1669278723916,51.2,null,1040.44
1669278724416,50.8,null,1040.94
1669278724916,49.6,null,1041.44
1669278725419,48.4,null,1041.943
1669278726418,47.7,null,1042.942
1669278726918,48.8,null,1043.442
1669278727418,48.8,null,1043.942
1669278727918,49.2,null,1044.442
1669278728419,51.2,null,1044.943
1669278728925,50.8,null,1045.449
1669278729425,50.4,null,1045.949
1669278729925,49.2,null,1046.449
1669278730426,48.8,null,1046.95
1669278730926,49.2,null,1047.45
1669278731426,49.2,null,1047.95
1669278731926,48.8,null,1048.45
1669278732426,48.8,null,1048.95
1669278732927,49.2,null,1049.451
1669278733428,49.6,null,1049.952
1669278733928,50.4,null,1050.452
1669278734429,51.2,null,1050.953
1669278734930,49.6,null,1051.454
1669278735430,48.8,null,1051.954
1669278736432,49.6,null,1052.956
1669278737433,48.8,null,1053.957
1669278737933,50.4,null,1054.457
1669278738433,50.8,null,1054.957
1669278738933,51.9,null,1055.457
1669278739435,49.6,null,1055.959
1669278740434,49.6,null,1056.958
1669278740934,49.2,null,1057.458
1669278741435,48.8,null,1057.959
1669278741935,48.8,null,1058.459
1669278742435,49.2,null,1058.959
1669278742936,49.2,null,1059.46
1669278743436,49.2,null,1059.96
1669278743936,50.4,null,1060.46
1669278744438,55.4,null,1060.962
1669278744939,51.2,null,1061.463
1669278745440,50.8,null,1061.964
1669278746439,48.4,null,1062.963
1669278746941,49.6,null,1063.465
1669278747441,49.2,null,1063.965
1669278747941,50.0,null,1064.465
1669278748441,50.0,null,1064.965
1669278748941,51.9,null,1065.465
1669278749442,51.9,null,1065.966
1669278749944,50.4,null,1066.468
1669278750945,50.0,null,1067.469
1669278751945,48.0,null,1068.469
1669278752447,48.8,null,1068.971
1669278752947,48.4,null,1069.471
1669278753447,50.0,null,1069.971
1669278753947,51.2,null,1070.471
1669278754447,50.8,null,1070.971
1669278754954,50.4,null,1071.478
1669278755454,50.0,null,1071.978
1669278755958,49.2,null,1072.482
1669278756459,48.8,null,1072.983
1669278757959,48.0,null,1074.483
1669278758460,49.2,null,1074.984
1669278758961,50.4,null,1075.485
1669278759461,52.3,null,1075.985
1669278759961,50.0,null,1076.485
1669278760461,48.8,null,1076.985
1669278761463,48.8,null,1077.987
1669278761963,47.7,null,1078.487
1669278762464,48.8,null,1078.988
1669278762964,48.8,null,1079.488
1669278763465,47.7,null,1079.989
1669278763965,50.0,null,1080.489
1669278764465,51.2,null,1080.989
1669278764965,50.4,null,1081.489
1669278765465,49.2,null,1081.989
1669278765965,49.2,null,1082.489
1669278766466,50.0,null,1082.99
1669278766966,49.2,null,1083.49
1669278767466,48.4,null,1083.99
1669278767966,48.8,null,1084.49
1669278768466,50.4,null,1084.99
1669278768967,50.8,null,1085.491
1669278769467,51.2,null,1085.991
1669278769968,49.2,null,1086.492
1669278770469,49.2,null,1086.993
1669278771468,48.0,null,1087.992
1669278771968,46.5,null,1088.492
1669278772468,48.0,null,1088.992
1669278772969,48.0,null,1089.493
1669278773471,50.8,null,1089.995
1669278774469,50.8,null,1090.993
1669278774970,49.6,null,1091.494
1669278775472,49.2,null,1091.996
1669278775973,48.0,null,1092.497
1669278776473,48.0,null,1092.997
1669278776973,48.8,null,1093.497
1669278777475,48.4,null,1093.999
1669278778474,48.4,null,1094.998
1669278778974,51.5,null,1095.498
1669278779474,52.3,null,1095.998
1669278779975,49.6,null,1096.499
1669278780475,48.8,null,1096.999
1669278780975,49.6,null,1097.499
1669278781476,51.5,null,1098.0
1669278782476,50.0,null,1099.0
1669278782976,50.8,null,1099.5
1669278783476,50.4,null,1100.0
1669278783976,49.6,null,1100.5
1669278784477,49.6,null,1101.001
1669278784978,47.3,null,1101.502
1669278785479,46.9,null,1102.003
1669278785983,49.6,null,1102.507
1669278786981,46.1,null,1103.505
1669278787483,46.1,null,1104.007
1669278788483,48.0,null,1105.007
1669278788983,49.2,null,1105.507
1669278789485,50.0,null,1106.009
1669278790484,46.5,null,1107.008
1669278790984,47.7,null,1107.508
1669278791484,45.3,null,1108.008
1669278791985,46.5,null,1108.509
1669278792485,47.7,null,1109.009
1669278792986,46.5,null,1109.51
1669278793486,47.7,null,1110.01
1669278793986,49.6,null,1110.51
1669278794486,49.6,null,1111.01
1669278794988,46.1,null,1111.512
1669278796488,45.3,null,1113.012
1669278796989,45.7,null,1113.513
1669278797489,46.9,null,1114.013
1669278797989,45.3,null,1114.513
1669278798489,47.7,null,1115.013
1669278798989,51.2,null,1115.513
1669278799489,50.8,null,1116.013
1669278800490,50.4,null,1117.014
1669278800990,50.0,null,1117.514
1669278801491,49.6,null,1118.015
1669278802494,48.8,null,1119.018
1669278803502,48.4,null,1120.026
1669278804498,51.2,null,1121.022
1669278805495,49.6,null,1122.019
1669278806495,49.2,null,1123.019
1669278807496,48.4,null,1124.02
1669278807996,48.0,null,1124.52
1669278808496,48.8,null,1125.02
1669278808996,51.2,null,1125.52
1669278809498,51.2,null,1126.022
1669278809998,50.8,null,1126.522
1669278810498,48.8,null,1127.022
1669278810998,48.8,null,1127.522
1669278811499,49.2,null,1128.023
1669278812499,48.4,null,1129.023
1669278812999,48.0,null,1129.523
1669278813500,49.2,null,1130.024
1669278814003,51.9,null,1130.527
1669278814503,51.9,null,1131.027
1669278815004,50.4,null,1131.528
1669278815504,48.8,null,1132.028
1669278816004,49.2,null,1132.528
1669278816504,49.2,null,1133.028
1669278817005,48.4,null,1133.529
1669278817505,48.0,null,1134.029
1669278818005,49.2,null,1134.529
1669278818506,49.2,null,1135.03
1669278819509,51.5,null,1136.033
1669278820506,48.8,null,1137.03
1669278821007,48.8,null,1137.531
1669278821507,48.8,null,1138.031
1669278822008,49.2,null,1138.532
1669278822512,48.4,null,1139.036
1669278823511,49.2,null,1140.035
1669278824011,51.5,null,1140.535
1669278824512,51.2,null,1141.036
1669278825512,49.2,null,1142.036
1669278826012,49.2,null,1142.536
1669278827013,48.8,null,1143.537
1669278827513,47.7,null,1144.037
1669278828014,48.4,null,1144.538
1669278829016,51.2,null,1145.54
1669278830014,50.0,null,1146.538
1669278830515,49.2,null,1147.039
1669278831015,48.8,null,1147.539
1669278831515,48.8,null,1148.039
1669278832015,48.8,null,1148.539
1669278832516,48.4,null,1149.04
1669278833016,48.4,null,1149.54
1669278833516,50.4,null,1150.04
1669278834016,52.7,null,1150.54
1669278834517,51.2,null,1151.041
1669278835017,50.8,null,1151.541
1669278835517,51.9,null,1152.041
1669278836018,50.8,null,1152.542
1669278837018,49.6,null,1153.542
1669278837520,49.6,null,1154.044
1669278838024,50.4,null,1154.548
1669278839024,51.9,null,1155.548
1669278839524,51.5,null,1156.048
1669278840025,51.2,null,1156.549
1669278840526,50.8,null,1157.05
1669278841027,49.2,null,1157.551
1669278841528,48.8,null,1158.052
1669278842028,48.8,null,1158.552
1669278842529,48.4,null,1159.053
1669278843029,48.8,null,1159.553
1669278843531,50.4,null,1160.055
1669278845030,50.0,null,1161.554
1669278845530,49.6,null,1162.054
1669278846030,50.0,null,1162.554
1669278846531,48.8,null,1163.055
1669278847031,48.4,null,1163.555
1669278847531,48.8,null,1164.055
1669278848031,48.4,null,1164.555
1669278848531,50.0,null,1165.055
1669278849032,50.4,null,1165.556
1669278849533,51.2,null,1166.057
1669278850033,50.8,null,1166.557
1669278850534,50.0,null,1167.058
1669278851034,48.8,null,1167.558
1669278851535,48.0,null,1168.059
1669278852035,49.2,null,1168.559
1669278852535,48.8,null,1169.059
1669278853035,48.4,null,1169.559
1669278853535,48.8,null,1170.059
1669278854036,51.2,null,1170.56
1669278854536,51.9,null,1171.06
1669278855036,50.0,null,1171.56
1669278855537,49.2,null,1172.061
1669278856537,48.4,null,1173.061
1669278857037,49.2,null,1173.561
1669278857538,48.8,null,1174.062
1669278858038,48.0,null,1174.562
1669278858538,50.8,null,1175.062
1669278859039,51.2,null,1175.563
1669278859540,50.4,null,1176.064
1669278860539,48.8,null,1177.063
1669278861039,49.2,null,1177.563
1669278861540,48.4,null,1178.064
1669278862041,47.7,null,1178.565
1669278862541,47.7,null,1179.065
1669278863041,49.2,null,1179.565
1669278863542,50.0,null,1180.066
1669278864042,48.4,null,1180.566
1669278864542,48.4,null,1181.066
1669278865042,48.8,null,1181.566
1669278865543,49.6,null,1182.067
1669278866043,48.4,null,1182.567
1669278866543,48.8,null,1183.067
1669278867043,49.6,null,1183.567
1669278867543,48.8,null,1184.067
1669278868043,49.6,null,1184.567
1669278868543,49.6,null,1185.067
1669278869044,51.2,null,1185.568
1669278869544,48.4,null,1186.068
1669278870546,48.8,null,1187.07
1669278871047,47.7,null,1187.571
1669278871547,47.7,null,1188.071
1669278872059,48.4,null,1188.583
1669278873048,48.8,null,1189.572
1669278873549,50.8,null,1190.073
1669278874049,51.5,null,1190.573
1669278874549,49.2,null,1191.073
1669278875050,48.8,null,1191.574
1669278875551,48.4,null,1192.075
1669278876051,48.4,null,1192.575
1669278876552,49.2,null,1193.076
1669278877552,48.4,null,1194.076
1669278878054,48.0,null,1194.578
1669278879054,50.8,null,1195.578
1669278879554,51.2,null,1196.078
1669278880056,48.4,null,1196.58
1669278881056,48.8,null,1197.58
1669278882056,47.7,null,1198.58
1669278882556,48.0,null,1199.08
1669278883057,48.0,null,1199.581
1669278884057,50.8,null,1200.581
1669278884558,50.0,null,1201.082
1669278885557,48.0,null,1202.081
1669278886058,48.4,null,1202.582
1669278886558,49.2,null,1203.082
1669278887058,48.8,null,1203.582
1669278887562,47.3,null,1204.086
1669278888062,47.7,null,1204.586
1669278888562,48.8,null,1205.086
1669278889062,50.4,null,1205.586
1669278889562,50.4,null,1206.086
1669278890063,49.2,null,1206.587
1669278890563,48.4,null,1207.087
1669278891063,48.8,null,1207.587
1669278891564,48.8,null,1208.088
1669278892064,48.0,null,1208.588
1669278892566,47.7,null,1209.09
1669278893565,49.2,null,1210.089
1669278894066,48.8,null,1210.59
1669278894566,48.4,null,1211.09
1669278895066,48.4,null,1211.59
1669278895567,48.4,null,1212.091
1669278896067,48.4,null,1212.591
1669278896567,48.4,null,1213.091
1669278897067,47.7,null,1213.591
1669278897568,47.7,null,1214.092
1669278898068,47.7,null,1214.592
1669278898569,49.6,null,1215.093
1669278899569,49.2,null,1216.093
1669278900071,49.2,null,1216.595
1669278900571,48.4,null,1217.095
1669278901072,48.8,null,1217.596
1669278901572,47.7,null,1218.096
1669278902072,48.8,null,1218.596
1669278902575,47.3,null,1219.099
1669278903075,48.4,null,1219.599
1669278903576,50.0,null,1220.1
1669278904076,51.2,null,1220.6
1669278904577,50.8,null,1221.101
1669278905077,49.6,null,1221.601
1669278905578,48.8,null,1222.102
1669278906079,48.4,null,1222.603
1669278906579,48.4,null,1223.103
1669278907080,48.4,null,1223.604
1669278907580,48.0,null,1224.104
1669278908080,48.8,null,1224.604
1669278908580,50.8,null,1225.104
1669278909080,50.8,null,1225.604
1669278909581,50.8,null,1226.105
1669278910081,50.0,null,1226.605
1669278910581,50.0,null,1227.105
1669278911081,49.2,null,1227.605
1669278911584,47.7,null,1228.108
1669278912582,48.4,null,1229.106
1669278913082,48.0,null,1229.606
1669278913583,49.6,null,1230.107
1669278914083,51.5,null,1230.607
1669278914583,51.5,null,1231.107
1669278915083,49.6,null,1231.607
1669278915584,48.8,null,1232.108
1669278916086,49.2,null,1232.61
1669278917086,48.8,null,1233.61
1669278917586,49.2,null,1234.11
1669278918087,49.2,null,1234.611
1669278918587,48.8,null,1235.111
1669278919091,48.0,null,1235.615
1669278920090,48.0,null,1236.614
1669278920590,48.0,null,1237.114
1669278921091,47.7,null,1237.615
1669278921595,48.8,null,1238.119
1669278922592,47.3,null,1239.116
1669278923092,48.0,null,1239.616
1669278923593,51.2,null,1240.117
1669278924093,50.8,null,1240.617
1669278925093,49.6,null,1241.617
1669278925593,48.0,null,1242.117
1669278926094,49.2,null,1242.618
1669278926594,48.4,null,1243.118
1669278927094,48.0,null,1243.618
1669278927595,48.8,null,1244.119
1669278928095,47.7,null,1244.619
1669278928595,50.8,null,1245.119
1669278929095,50.4,null,1245.619
1669278929595,51.2,null,1246.119
1669278930096,50.8,null,1246.62
1669278930596,49.6,null,1247.12
1669278931098,49.2,null,1247.622
1669278931598,48.4,null,1248.122
1669278932098,48.4,null,1248.622
1669278932598,48.4,null,1249.122
1669278933101,48.0,null,1249.625
1669278934099,51.2,null,1250.623
1669278934603,51.9,null,1251.127
1669278935603,48.8,null,1252.127
1669278936103,48.4,null,1252.627
1669278936603,48.8,null,1253.127
1669278937103,48.4,null,1253.627
1669278937605,48.4,null,1254.129
1669278938605,49.6,null,1255.129
1669278939106,51.5,null,1255.63
1669278939606,50.4,null,1256.13
1669278940106,48.4,null,1256.63
1669278940607,48.8,null,1257.131
1669278941107,48.0,null,1257.631
1669278941607,49.2,null,1258.131
1669278942107,48.0,null,1258.631
1669278942607,48.8,null,1259.131
1669278943108,48.4,null,1259.632
1669278943608,49.6,null,1260.132
1669278944109,50.8,null,1260.633
1669278944614,49.2,null,1261.138
1669278945612,48.8,null,1262.136
1669278946112,48.8,null,1262.636
1669278946613,49.2,null,1263.137
1669278947114,49.2,null,1263.638
1669278947614,48.4,null,1264.138
1669278948615,49.6,null,1265.139
1669278949115,51.2,null,1265.639
1669278949615,51.2,null,1266.139
1669278950115,48.8,null,1266.639
1669278950615,49.2,null,1267.139
1669278951116,48.4,null,1267.64
1669278952117,48.8,null,1268.641
1669278952617,48.8,null,1269.141
1669278953117,47.7,null,1269.641
1669278953618,50.0,null,1270.142
1669278954118,51.2,null,1270.642
1669278954618,51.9,null,1271.142
1669278955118,50.0,null,1271.642
1669278955622,48.4,null,1272.146
1669278956621,48.4,null,1273.145
1669278957122,48.8,null,1273.646
1669278957622,47.7,null,1274.146
1669278958122,48.0,null,1274.646
1669278959123,51.2,null,1275.647
1669278959624,50.0,null,1276.148
1669278960125,48.8,null,1276.649
1669278960628,48.8,null,1277.152
1669278961626,48.8,null,1278.15
1669278962127,49.6,null,1278.651
1669278962627,48.0,null,1279.151
1669278963627,50.4,null,1280.151
1669278964129,50.4,null,1280.653
1669278965129,49.2,null,1281.653
1669278965630,48.4,null,1282.154
1669278966130,49.6,null,1282.654
1669278966630,47.7,null,1283.154
1669278967132,48.8,null,1283.656
1669278967632,48.0,null,1284.156
1669278968133,48.0,null,1284.657
1669278969135,50.0,null,1285.659
1669278969635,50.8,null,1286.159
1669278970135,48.4,null,1286.659
1669278970635,48.0,null,1287.159
1669278971136,48.0,null,1287.66
1669278971637,48.4,null,1288.161
1669278972137,48.4,null,1288.661
1669278972637,48.0,null,1289.161
1669278973137,48.0,null,1289.661
1669278973637,49.6,null,1290.161
1669278974138,48.8,null,1290.662
1669278974638,48.0,null,1291.162
1669278975139,47.7,null,1291.663
1669278975639,47.7,null,1292.163
1669278976139,47.7,null,1292.663
1669278976640,47.3,null,1293.164
1669278977140,48.0,null,1293.664
1669278977640,46.5,null,1294.164
1669278978141,47.3,null,1294.665
1669278978642,49.6,null,1295.166
1669278979143,50.4,null,1295.667
1669278979645,48.8,null,1296.169
1669278980644,48.4,null,1297.168
1669278981144,48.8,null,1297.668
1669278981645,48.4,null,1298.169
1669278982145,48.0,null,1298.669
1669278982645,48.4,null,1299.169
1669278983145,48.4,null,1299.669
1669278983645,51.5,null,1300.169
1669278984146,51.5,null,1300.67
1669278984646,51.9,null,1301.17
1669278985146,50.4,null,1301.67
1669278985646,48.8,null,1302.17
1669278986147,48.0,null,1302.671
1669278986647,48.8,null,1303.171
1669278987647,49.2,null,1304.171
1669278988148,48.4,null,1304.672
1669278988648,50.4,null,1305.172
1669278989148,50.4,null,1305.672
1669278989648,50.4,null,1306.172
1669278990148,49.6,null,1306.672
1669278990651,48.8,null,1307.175
1669278991151,48.4,null,1307.675
1669278991651,48.4,null,1308.175
1669278992658,47.7,null,1309.182
1669278993159,48.0,null,1309.683
1669278994159,51.5,null,1310.683
1669278994659,49.6,null,1311.183
1669278995159,49.2,null,1311.683
1669278995659,48.4,null,1312.183
1669278996160,48.8,null,1312.684
1669278996661,48.4,null,1313.185
1669278997162,48.0,null,1313.686
1669278997662,48.4,null,1314.186
1669278998162,47.7,null,1314.686
1669278998663,48.8,null,1315.187
1669278999662,51.5,null,1316.186
1669279000163,49.6,null,1316.687
1669279000663,49.6,null,1317.187
1669279001667,49.2,null,1318.191
1669279002167,48.4,null,1318.691
1669279002669,47.7,null,1319.193
1669279003169,48.8,null,1319.693
1669279003669,50.0,null,1320.193
1669279004169,50.8,null,1320.693
1669279004670,50.0,null,1321.194
1669279005170,50.0,null,1321.694
1669279005670,48.8,null,1322.194
1669279006170,48.4,null,1322.694
1669279006670,47.7,null,1323.194
1669279007171,47.7,null,1323.695
1669279007674,47.7,null,1324.198
1669279008673,50.0,null,1325.197
1669279009173,48.4,null,1325.697
1669279009674,48.4,null,1326.198
1669279010174,48.0,null,1326.698
1669279010674,48.4,null,1327.198
1669279011174,48.0,null,1327.698
1669279011674,48.4,null,1328.198
1669279013175,47.7,null,1329.699
1669279013675,49.6,null,1330.199
1669279014175,50.8,null,1330.699
1669279014677,49.2,null,1331.201
1669279015177,49.2,null,1331.701
1669279015677,47.7,null,1332.201
1669279016178,48.4,null,1332.702
1669279016678,47.7,null,1333.202
1669279017178,49.2,null,1333.702
1669279017679,47.7,null,1334.203
1669279018180,48.8,null,1334.704
1669279018682,50.0,null,1335.206
1669279019182,50.0,null,1335.706
1669279019682,49.6,null,1336.206
1669279020183,48.8,null,1336.707
1669279020683,49.2,null,1337.207
1669279021183,47.7,null,1337.707
1669279021683,48.4,null,1338.207
1669279022183,47.7,null,1338.707
1669279022684,47.3,null,1339.208
1669279023184,47.3,null,1339.708
1669279023684,49.6,null,1340.208
1669279024687,51.2,null,1341.211
1669279025686,48.8,null,1342.21
1669279026187,49.2,null,1342.711
1669279026688,48.8,null,1343.212
1669279027191,47.7,null,1343.715
1669279028190,48.0,null,1344.714
1669279028693,50.0,null,1345.217
1669279029193,51.2,null,1345.717
1669279029693,50.0,null,1346.217
1669279030195,49.2,null,1346.719
1669279030699,49.2,null,1347.223
1669279031698,48.8,null,1348.222
1669279032198,49.2,null,1348.722
1669279032698,48.0,null,1349.222
1669279033202,48.4,null,1349.726
1669279034201,50.0,null,1350.725
1669279034702,50.8,null,1351.226
1669279035706,48.8,null,1352.23
1669279036206,48.0,null,1352.73
1669279036706,47.3,null,1353.23
1669279038208,48.4,null,1354.732
1669279039207,50.0,null,1355.731
1669279039707,50.0,null,1356.231
1669279040207,49.2,null,1356.731
1669279040713,49.2,null,1357.237
1669279041214,48.8,null,1357.738
1669279042208,48.8,null,1358.732
1669279042710,48.4,null,1359.234
1669279043210,48.4,null,1359.734
1669279043710,48.4,null,1360.234
1669279044210,49.6,null,1360.734
1669279044710,50.4,null,1361.234
1669279045211,49.2,null,1361.735
1669279045711,48.4,null,1362.235
1669279046211,47.7,null,1362.735
1669279046712,48.4,null,1363.236
1669279047212,48.4,null,1363.736
1669279047712,48.8,null,1364.236
1669279048213,48.4,null,1364.737
1669279048713,48.8,null,1365.237
1669279049213,47.7,null,1365.737
1669279049714,48.0,null,1366.238
1669279050214,48.4,null,1366.738
1669279050714,48.4,null,1367.238
1669279051215,47.7,null,1367.739
1669279051715,48.4,null,1368.239
1669279052216,48.8,null,1368.74
1669279052716,48.0,null,1369.24
1669279053216,48.4,null,1369.74
1669279053716,48.8,null,1370.24
1669279054218,50.8,null,1370.742
