RecordTime,Ö¡ÂÊ(Ö¡),extra,SimpleTime
1669277836576,90.0,sg.partying.android.lite,153.1
1669277837577,641.0,sg.partying.android.lite,154.101
1669277838578,89.0,sg.partying.android.lite,155.102
1669277839578,90.0,sg.partying.android.lite,156.102
1669277840582,89.0,sg.partying.android.lite,157.106
1669277841582,90.0,sg.partying.android.lite,158.106
1669277842582,90.0,sg.partying.android.lite,159.106
1669277843582,89.0,sg.partying.android.lite,160.106
1669277844583,90.0,sg.partying.android.lite,161.107
1669277845583,90.0,sg.partying.android.lite,162.107
1669277846589,90.0,sg.partying.android.lite,163.113
1669277847589,89.0,sg.partying.android.lite,164.113
1669277848590,90.0,sg.partying.android.lite,165.114
1669277849590,90.0,sg.partying.android.lite,166.114
1669277850594,90.0,sg.partying.android.lite,167.118
1669277851601,90.0,sg.partying.android.lite,168.125
1669277852595,90.0,sg.partying.android.lite,169.119
1669277853597,807.0,sg.partying.android.lite,170.121
1669277854597,90.0,sg.partying.android.lite,171.121
1669277855597,90.0,sg.partying.android.lite,172.121
1669277856601,711.0,sg.partying.android.lite,173.125
1669277857601,808.0,sg.partying.android.lite,174.125
1669277858602,90.0,sg.partying.android.lite,175.126
1669277859603,90.0,sg.partying.android.lite,176.127
1669277860603,90.0,sg.partying.android.lite,177.127
1669277861605,90.0,sg.partying.android.lite,178.129
1669277862604,90.0,sg.partying.android.lite,179.128
1669277863605,808.0,sg.partying.android.lite,180.129
1669277864605,90.0,sg.partying.android.lite,181.129
1669277865610,809.0,sg.partying.android.lite,182.134
1669277866609,90.0,sg.partying.android.lite,183.133
1669277867609,808.0,sg.partying.android.lite,184.133
1669277868610,90.0,sg.partying.android.lite,185.134
1669277869610,89.0,sg.partying.android.lite,186.134
1669277870610,807.0,sg.partying.android.lite,187.134
1669277871613,90.0,sg.partying.android.lite,188.137
1669277872613,90.0,sg.partying.android.lite,189.137
1669277873615,90.0,sg.partying.android.lite,190.139
1669277874617,90.0,sg.partying.android.lite,191.141
1669277875617,90.0,sg.partying.android.lite,192.141
1669277876618,90.0,sg.partying.android.lite,193.142
1669277877619,90.0,sg.partying.android.lite,194.143
1669277878621,90.0,sg.partying.android.lite,195.145
1669277879622,90.0,sg.partying.android.lite,196.146
1669277880624,89.0,sg.partying.android.lite,197.148
1669277881622,89.0,sg.partying.android.lite,198.146
1669277882623,90.0,sg.partying.android.lite,199.147
1669277883623,714.0,sg.partying.android.lite,200.147
1669277884624,809.0,sg.partying.android.lite,201.148
1669277885625,808.0,sg.partying.android.lite,202.149
1669277886626,808.0,sg.partying.android.lite,203.15
1669277887628,713.0,sg.partying.android.lite,204.152
1669277888633,810.0,sg.partying.android.lite,205.157
1669277889628,90.0,sg.partying.android.lite,206.152
1669277890629,812.0,sg.partying.android.lite,207.153
1669277891637,90.0,sg.partying.android.lite,208.161
1669277892637,90.0,sg.partying.android.lite,209.161
1669277893637,90.0,sg.partying.android.lite,210.161
1669277894638,90.0,sg.partying.android.lite,211.162
1669277895643,810.0,sg.partying.android.lite,212.167
1669277896639,90.0,sg.partying.android.lite,213.163
1669277897639,811.0,sg.partying.android.lite,214.163
1669277898639,809.0,sg.partying.android.lite,215.163
1669277899645,90.0,sg.partying.android.lite,216.169
1669277900641,90.0,sg.partying.android.lite,217.165
1669277901641,809.0,sg.partying.android.lite,218.165
1669277902642,90.0,sg.partying.android.lite,219.166
1669277903645,90.0,sg.partying.android.lite,220.169
1669277904645,809.0,sg.partying.android.lite,221.169
1669277905646,90.0,sg.partying.android.lite,222.17
1669277906647,90.0,sg.partying.android.lite,223.171
1669277907647,90.0,sg.partying.android.lite,224.171
1669277908648,90.0,sg.partying.android.lite,225.172
1669277909649,90.0,sg.partying.android.lite,226.173
1669277910649,90.0,sg.partying.android.lite,227.173
1669277911650,90.0,sg.partying.android.lite,228.174
1669277912656,89.0,sg.partying.android.lite,229.18
1669277913655,90.0,sg.partying.android.lite,230.179
1669277914656,806.0,sg.partying.android.lite,231.18
1669277915658,90.0,sg.partying.android.lite,232.182
1669277916658,90.0,sg.partying.android.lite,233.182
1669277917661,90.0,sg.partying.android.lite,234.185
1669277918663,90.0,sg.partying.android.lite,235.187
1669277919666,90.0,sg.partying.android.lite,236.19
1669277920665,90.0,sg.partying.android.lite,237.189
1669277921668,90.0,sg.partying.android.lite,238.192
1669277922669,810.0,sg.partying.android.lite,239.193
1669277923675,90.0,sg.partying.android.lite,240.199
1669277924675,810.0,sg.partying.android.lite,241.199
1669277925676,90.0,sg.partying.android.lite,242.2
1669277926676,90.0,sg.partying.android.lite,243.2
1669277927677,90.0,sg.partying.android.lite,244.201
1669277928677,811.0,sg.partying.android.lite,245.201
1669277929678,90.0,sg.partying.android.lite,246.202
1669277930683,807.0,sg.partying.android.lite,247.207
1669277931679,90.0,sg.partying.android.lite,248.203
1669277932681,90.0,sg.partying.android.lite,249.205
1669277933685,807.0,sg.partying.android.lite,250.209
1669277934686,805.0,sg.partying.android.lite,251.21
1669277935686,90.0,sg.partying.android.lite,252.21
1669277936698,805.0,sg.partying.android.lite,253.222
1669277937689,89.0,sg.partying.android.lite,254.213
1669277938689,809.0,sg.partying.android.lite,255.213
1669277939693,90.0,sg.partying.android.lite,256.217
1669277940694,712.0,sg.partying.android.lite,257.218
1669277941693,709.0,sg.partying.android.lite,258.217
1669277942695,643.0,sg.partying.android.lite,259.219
1669277943694,89.0,sg.partying.android.lite,260.218
1669277944695,90.0,sg.partying.android.lite,261.219
1669277945695,90.0,sg.partying.android.lite,262.219
1669277946697,90.0,sg.partying.android.lite,263.221
1669277947697,725.0,sg.partying.android.lite,264.221
1669277948697,89.0,sg.partying.android.lite,265.221
1669277949698,90.0,sg.partying.android.lite,266.222
1669277950699,90.0,sg.partying.android.lite,267.223
1669277951699,90.0,sg.partying.android.lite,268.223
1669277952700,811.0,sg.partying.android.lite,269.224
1669277953702,809.0,sg.partying.android.lite,270.226
1669277954703,90.0,sg.partying.android.lite,271.227
1669277955703,90.0,sg.partying.android.lite,272.227
1669277956703,90.0,sg.partying.android.lite,273.227
1669277957705,89.0,sg.partying.android.lite,274.229
1669277958705,89.0,sg.partying.android.lite,275.229
1669277959707,89.0,sg.partying.android.lite,276.231
1669277960710,90.0,sg.partying.android.lite,277.234
1669277961713,90.0,sg.partying.android.lite,278.237
1669277962711,806.0,sg.partying.android.lite,279.235
1669277963728,90.0,sg.partying.android.lite,280.252
1669277964713,90.0,sg.partying.android.lite,281.237
1669277965714,90.0,sg.partying.android.lite,282.238
1669277966714,811.0,sg.partying.android.lite,283.238
1669277967718,90.0,sg.partying.android.lite,284.242
1669277968720,90.0,sg.partying.android.lite,285.244
1669277969721,89.0,sg.partying.android.lite,286.245
1669277970722,90.0,sg.partying.android.lite,287.246
1669277971725,90.0,sg.partying.android.lite,288.249
1669277972725,90.0,sg.partying.android.lite,289.249
1669277973727,89.0,sg.partying.android.lite,290.251
1669277974728,90.0,sg.partying.android.lite,291.252
1669277975728,90.0,sg.partying.android.lite,292.252
1669277976729,806.0,sg.partying.android.lite,293.253
1669277977729,90.0,sg.partying.android.lite,294.253
1669277978730,90.0,sg.partying.android.lite,295.254
1669277979732,90.0,sg.partying.android.lite,296.256
1669277980733,90.0,sg.partying.android.lite,297.257
1669277981734,89.0,sg.partying.android.lite,298.258
1669277982737,90.0,sg.partying.android.lite,299.261
1669277983738,90.0,sg.partying.android.lite,300.262
1669277984738,90.0,sg.partying.android.lite,301.262
1669277985739,769.0,sg.partying.android.lite,302.263
1669277986741,725.0,sg.partying.android.lite,303.265
1669277987741,90.0,sg.partying.android.lite,304.265
1669277988745,89.0,sg.partying.android.lite,305.269
1669277989743,90.0,sg.partying.android.lite,306.267
1669277990744,724.0,sg.partying.android.lite,307.268
1669277991746,90.0,sg.partying.android.lite,308.27
1669277992746,90.0,sg.partying.android.lite,309.27
1669277993754,89.0,sg.partying.android.lite,310.278
1669277994746,90.0,sg.partying.android.lite,311.27
1669277995747,88.0,sg.partying.android.lite,312.271
1669277996749,90.0,sg.partying.android.lite,313.273
1669277997750,90.0,sg.partying.android.lite,314.274
1669277998750,90.0,sg.partying.android.lite,315.274
1669277999750,90.0,sg.partying.android.lite,316.274
1669278000753,724.0,sg.partying.android.lite,317.277
1669278001754,724.0,sg.partying.android.lite,318.278
1669278002754,90.0,sg.partying.android.lite,319.278
1669278003754,90.0,sg.partying.android.lite,320.278
1669278004757,811.0,sg.partying.android.lite,321.281
1669278005758,90.0,sg.partying.android.lite,322.282
1669278006758,724.0,sg.partying.android.lite,323.282
1669278007759,90.0,sg.partying.android.lite,324.283
1669278008765,726.0,sg.partying.android.lite,325.289
1669278009761,90.0,sg.partying.android.lite,326.285
1669278010760,726.0,sg.partying.android.lite,327.284
1669278011761,90.0,sg.partying.android.lite,328.285
1669278012762,90.0,sg.partying.android.lite,329.286
1669278013769,811.0,sg.partying.android.lite,330.293
1669278014764,809.0,sg.partying.android.lite,331.288
1669278015765,808.0,sg.partying.android.lite,332.289
1669278016765,90.0,sg.partying.android.lite,333.289
1669278017769,90.0,sg.partying.android.lite,334.293
1669278018776,90.0,sg.partying.android.lite,335.3
1669278019769,809.0,sg.partying.android.lite,336.293
1669278020771,90.0,sg.partying.android.lite,337.295
1669278021772,808.0,sg.partying.android.lite,338.296
1669278022773,90.0,sg.partying.android.lite,339.297
1669278023775,90.0,sg.partying.android.lite,340.299
1669278024782,90.0,sg.partying.android.lite,341.306
1669278025777,810.0,sg.partying.android.lite,342.301
1669278026778,809.0,sg.partying.android.lite,343.302
1669278027779,89.0,sg.partying.android.lite,344.303
1669278028780,90.0,sg.partying.android.lite,345.304
1669278029783,810.0,sg.partying.android.lite,346.307
1669278030784,808.0,sg.partying.android.lite,347.308
1669278031782,89.0,sg.partying.android.lite,348.306
1669278032784,90.0,sg.partying.android.lite,349.308
1669278033784,90.0,sg.partying.android.lite,350.308
1669278034786,806.0,sg.partying.android.lite,351.31
1669278035787,90.0,sg.partying.android.lite,352.311
1669278036787,90.0,sg.partying.android.lite,353.311
1669278037789,90.0,sg.partying.android.lite,354.313
1669278038793,90.0,sg.partying.android.lite,355.317
1669278039793,804.0,sg.partying.android.lite,356.317
1669278040797,87.0,sg.partying.android.lite,357.321
1669278041797,804.0,sg.partying.android.lite,358.321
1669278042797,803.0,sg.partying.android.lite,359.321
1669278043798,89.0,sg.partying.android.lite,360.322
1669278044805,89.0,sg.partying.android.lite,361.329
1669278045801,89.0,sg.partying.android.lite,362.325
1669278046802,803.0,sg.partying.android.lite,363.326
1669278047804,806.0,sg.partying.android.lite,364.328
1669278048804,90.0,sg.partying.android.lite,365.328
1669278049804,90.0,sg.partying.android.lite,366.328
1669278050807,807.0,sg.partying.android.lite,367.331
1669278051808,90.0,sg.partying.android.lite,368.332
1669278052808,810.0,sg.partying.android.lite,369.332
1669278053814,89.0,sg.partying.android.lite,370.338
1669278054815,710.0,sg.partying.android.lite,371.339
1669278055816,89.0,sg.partying.android.lite,372.34
1669278056817,90.0,sg.partying.android.lite,373.341
1669278057818,90.0,sg.partying.android.lite,374.342
1669278058819,90.0,sg.partying.android.lite,375.343
1669278059820,90.0,sg.partying.android.lite,376.344
1669278060820,88.0,sg.partying.android.lite,377.344
1669278061822,804.0,sg.partying.android.lite,378.346
1669278062823,90.0,sg.partying.android.lite,379.347
1669278063822,808.0,sg.partying.android.lite,380.346
1669278064823,89.0,sg.partying.android.lite,381.347
1669278065823,90.0,sg.partying.android.lite,382.347
1669278066825,805.0,sg.partying.android.lite,383.349
1669278067825,89.0,sg.partying.android.lite,384.349
1669278068826,801.0,sg.partying.android.lite,385.35
1669278069830,90.0,sg.partying.android.lite,386.354
1669278070827,90.0,sg.partying.android.lite,387.351
1669278071828,801.0,sg.partying.android.lite,388.352
1669278072829,90.0,sg.partying.android.lite,389.353
1669278073829,90.0,sg.partying.android.lite,390.353
1669278074831,90.0,sg.partying.android.lite,391.355
1669278075832,90.0,sg.partying.android.lite,392.356
1669278076834,90.0,sg.partying.android.lite,393.358
1669278077832,809.0,sg.partying.android.lite,394.356
1669278078834,90.0,sg.partying.android.lite,395.358
1669278079834,87.0,sg.partying.android.lite,396.358
1669278080837,90.0,sg.partying.android.lite,397.361
1669278081838,804.0,sg.partying.android.lite,398.362
1669278082839,90.0,sg.partying.android.lite,399.363
1669278083840,804.0,sg.partying.android.lite,400.364
1669278084839,90.0,sg.partying.android.lite,401.363
1669278085840,805.0,sg.partying.android.lite,402.364
1669278086841,90.0,sg.partying.android.lite,403.365
1669278087841,90.0,sg.partying.android.lite,404.365
1669278088843,90.0,sg.partying.android.lite,405.367
1669278089842,90.0,sg.partying.android.lite,406.366
1669278090843,90.0,sg.partying.android.lite,407.367
1669278091843,90.0,sg.partying.android.lite,408.367
1669278092845,90.0,sg.partying.android.lite,409.369
1669278093845,89.0,sg.partying.android.lite,410.369
1669278094846,89.0,sg.partying.android.lite,411.37
1669278095847,90.0,sg.partying.android.lite,412.371
1669278096846,90.0,sg.partying.android.lite,413.37
1669278097847,90.0,sg.partying.android.lite,414.371
1669278098849,732.0,sg.partying.android.lite,415.373
1669278099849,90.0,sg.partying.android.lite,416.373
1669278100849,89.0,sg.partying.android.lite,417.373
1669278101851,729.0,sg.partying.android.lite,418.375
1669278102850,728.0,sg.partying.android.lite,419.374
1669278103851,89.0,sg.partying.android.lite,420.375
1669278104855,89.0,sg.partying.android.lite,421.379
1669278105853,90.0,sg.partying.android.lite,422.377
1669278106854,90.0,sg.partying.android.lite,423.378
1669278107854,90.0,sg.partying.android.lite,424.378
1669278108855,90.0,sg.partying.android.lite,425.379
1669278109858,90.0,sg.partying.android.lite,426.382
1669278110862,724.0,sg.partying.android.lite,427.386
1669278111859,90.0,sg.partying.android.lite,428.383
1669278112862,90.0,sg.partying.android.lite,429.386
1669278113861,723.0,sg.partying.android.lite,430.385
1669278114861,90.0,sg.partying.android.lite,431.385
1669278115862,722.0,sg.partying.android.lite,432.386
1669278116863,90.0,sg.partying.android.lite,433.387
1669278117866,90.0,sg.partying.android.lite,434.39
1669278118865,807.0,sg.partying.android.lite,435.389
1669278119867,807.0,sg.partying.android.lite,436.391
1669278120868,88.0,sg.partying.android.lite,437.392
1669278121873,86.0,sg.partying.android.lite,438.397
1669278122869,90.0,sg.partying.android.lite,439.393
1669278123871,90.0,sg.partying.android.lite,440.395
1669278124873,802.0,sg.partying.android.lite,441.397
1669278125873,90.0,sg.partying.android.lite,442.397
1669278126874,90.0,sg.partying.android.lite,443.398
1669278127875,89.0,sg.partying.android.lite,444.399
1669278128876,804.0,sg.partying.android.lite,445.4
1669278129876,90.0,sg.partying.android.lite,446.4
1669278130877,86.0,sg.partying.android.lite,447.401
1669278131877,800.0,sg.partying.android.lite,448.401
1669278132881,800.0,sg.partying.android.lite,449.405
1669278133882,796.0,sg.partying.android.lite,450.406
1669278134886,792.0,sg.partying.android.lite,451.41
1669278135883,792.0,sg.partying.android.lite,452.407
1669278136888,790.0,sg.partying.android.lite,453.412
1669278137889,789.0,sg.partying.android.lite,454.413
1669278138889,700.0,sg.partying.android.lite,455.413
1669278139890,90.0,sg.partying.android.lite,456.414
1669278140894,90.0,sg.partying.android.lite,457.418
1669278141895,805.0,sg.partying.android.lite,458.419
1669278142896,805.0,sg.partying.android.lite,459.42
1669278143896,806.0,sg.partying.android.lite,460.42
1669278144904,90.0,sg.partying.android.lite,461.428
1669278145898,810.0,sg.partying.android.lite,462.422
1669278146902,90.0,sg.partying.android.lite,463.426
1669278147899,90.0,sg.partying.android.lite,464.423
1669278148901,90.0,sg.partying.android.lite,465.425
1669278149899,90.0,sg.partying.android.lite,466.423
1669278150901,90.0,sg.partying.android.lite,467.425
1669278151901,90.0,sg.partying.android.lite,468.425
1669278152902,90.0,sg.partying.android.lite,469.426
1669278153903,90.0,sg.partying.android.lite,470.427
1669278154910,90.0,sg.partying.android.lite,471.434
1669278155905,89.0,sg.partying.android.lite,472.429
1669278156908,808.0,sg.partying.android.lite,473.432
1669278157905,90.0,sg.partying.android.lite,474.429
1669278158906,90.0,sg.partying.android.lite,475.43
1669278159914,89.0,sg.partying.android.lite,476.438
1669278160916,808.0,sg.partying.android.lite,477.44
1669278161919,90.0,sg.partying.android.lite,478.443
1669278162915,89.0,sg.partying.android.lite,479.439
1669278163916,90.0,sg.partying.android.lite,480.44
1669278164916,89.0,sg.partying.android.lite,481.44
1669278165917,89.0,sg.partying.android.lite,482.441
1669278166920,90.0,sg.partying.android.lite,483.444
1669278167921,806.0,sg.partying.android.lite,484.445
1669278168921,90.0,sg.partying.android.lite,485.445
1669278169923,89.0,sg.partying.android.lite,486.447
1669278170923,810.0,sg.partying.android.lite,487.447
1669278171923,809.0,sg.partying.android.lite,488.447
1669278172929,809.0,sg.partying.android.lite,489.453
1669278173927,807.0,sg.partying.android.lite,490.451
1669278174927,809.0,sg.partying.android.lite,491.451
1669278175932,90.0,sg.partying.android.lite,492.456
1669278176933,809.0,sg.partying.android.lite,493.457
1669278177932,90.0,sg.partying.android.lite,494.456
1669278178933,808.0,sg.partying.android.lite,495.457
1669278179936,90.0,sg.partying.android.lite,496.46
1669278180934,90.0,sg.partying.android.lite,497.458
1669278181936,809.0,sg.partying.android.lite,498.46
1669278182937,809.0,sg.partying.android.lite,499.461
1669278183937,809.0,sg.partying.android.lite,500.461
1669278184939,87.0,sg.partying.android.lite,501.463
1669278185939,89.0,sg.partying.android.lite,502.463
1669278186938,804.0,sg.partying.android.lite,503.462
1669278187942,90.0,sg.partying.android.lite,504.466
1669278188941,90.0,sg.partying.android.lite,505.465
1669278189943,90.0,sg.partying.android.lite,506.467
1669278190951,89.0,sg.partying.android.lite,507.475
1669278191947,804.0,sg.partying.android.lite,508.471
1669278192947,90.0,sg.partying.android.lite,509.471
1669278193949,807.0,sg.partying.android.lite,510.473
1669278194952,809.0,sg.partying.android.lite,511.476
1669278195953,90.0,sg.partying.android.lite,512.477
1669278196953,90.0,sg.partying.android.lite,513.477
1669278197953,90.0,sg.partying.android.lite,514.477
1669278198954,90.0,sg.partying.android.lite,515.478
1669278199955,90.0,sg.partying.android.lite,516.479
1669278200957,90.0,sg.partying.android.lite,517.481
1669278201958,811.0,sg.partying.android.lite,518.482
1669278202959,90.0,sg.partying.android.lite,519.483
1669278203959,809.0,sg.partying.android.lite,520.483
1669278204959,811.0,sg.partying.android.lite,521.483
1669278205961,90.0,sg.partying.android.lite,522.485
1669278206961,90.0,sg.partying.android.lite,523.485
1669278207961,809.0,sg.partying.android.lite,524.485
1669278208963,89.0,sg.partying.android.lite,525.487
1669278209966,808.0,sg.partying.android.lite,526.49
1669278210966,810.0,sg.partying.android.lite,527.49
1669278211966,90.0,sg.partying.android.lite,528.49
1669278212967,808.0,sg.partying.android.lite,529.491
1669278213970,90.0,sg.partying.android.lite,530.494
1669278214969,90.0,sg.partying.android.lite,531.493
1669278215969,90.0,sg.partying.android.lite,532.493
1669278216972,90.0,sg.partying.android.lite,533.496
1669278217973,90.0,sg.partying.android.lite,534.497
1669278218973,90.0,sg.partying.android.lite,535.497
1669278219974,807.0,sg.partying.android.lite,536.498
1669278220974,90.0,sg.partying.android.lite,537.498
1669278221975,1368.0,sg.partying.android.lite,538.499
1669278222975,90.0,sg.partying.android.lite,539.499
1669278223977,724.0,sg.partying.android.lite,540.501
1669278224977,90.0,sg.partying.android.lite,541.501
1669278225978,90.0,sg.partying.android.lite,542.502
1669278226981,90.0,sg.partying.android.lite,543.505
1669278227983,90.0,sg.partying.android.lite,544.507
1669278228982,726.0,sg.partying.android.lite,545.506
1669278229982,90.0,sg.partying.android.lite,546.506
1669278230982,90.0,sg.partying.android.lite,547.506
1669278231983,90.0,sg.partying.android.lite,548.507
1669278232983,722.0,sg.partying.android.lite,549.507
1669278233984,90.0,sg.partying.android.lite,550.508
1669278234984,89.0,sg.partying.android.lite,551.508
1669278235986,723.0,sg.partying.android.lite,552.51
1669278236986,89.0,sg.partying.android.lite,553.51
1669278237988,89.0,sg.partying.android.lite,554.512
1669278238987,89.0,sg.partying.android.lite,555.511
1669278239988,90.0,sg.partying.android.lite,556.512
1669278240988,712.0,sg.partying.android.lite,557.512
