RecordTime,应用进程-main-11675(%),extra,SimpleTime
1666937971864,8.61244,,96.745
1666937972382,11.380145,,97.263
1666937972890,7.616708,,97.771
1666937973383,7.637232,,98.264
1666937973887,10.262529,,98.768
1666937974379,10.513447,,99.26
1666937974889,9.976798,,99.77
1666937975373,10.098522,,100.254
1666937975896,9.836065,,100.777
1666937976382,7.6354685,,101.263
1666937976884,8.888889,,101.765
1666937977396,8.196721,,102.277
1666937977883,9.489051,,102.764
1666937978384,9.3199,,103.265
1666937978885,9.00474,,103.766
1666937979380,8.312959,,104.261
1666937979896,8.393286,,104.777
1666937980409,9.8795185,,105.29
1666937980879,8.25,,105.76
1666937981386,7.4698796,,106.267
1666937981894,8.353222,,106.775
1666937982395,8.433735,,107.276
1666937982900,8.095239,,107.781
1666937983403,8.208955,,108.284
1666937983890,8.762886,,108.771
1666937984387,8.474577,,109.268
1666937984897,8.663366,,109.778
1666937985394,9.134615,,110.275
1666937985909,8.095239,,110.79
1666937986393,8.060453,,111.274
1666937986895,7.637232,,111.776
1666937987412,9.397591,,112.293
1666937987912,9.352518,,112.793
1666937988391,9.414759,,113.272
1666937988906,8.665106,,113.787
1666937989409,10.098522,,114.29
1666937989902,8.192771,,114.783
1666937990393,8.009708,,115.274
1666937990888,7.125307,,115.769
1666937991386,6.9651737,,116.267
1666937991885,6.9047623,,116.766
1666937992387,7.4519234,,117.268
1666937992898,7.416268,,117.779
1666937993412,8.252427,,118.293
1666937993888,6.937799,,118.769
1666937994412,7.619048,,119.293
1666937994894,7.3529415,,119.775
1666937995388,7.901235,,120.269
1666937995899,7.857143,,120.78
1666937996398,7.524272,,121.279
1666937996908,7.748184,,121.789
1666937997404,7.9812207,,122.285
1666937997888,7.4626865,,122.769
1666937998409,7.801419,,123.29
1666937998884,7.19603,,123.765
1666937999380,6.9047623,,124.261
1666937999896,7.0217915,,124.777
1666938000389,7.2639227,,125.27
1666938000890,7.2463765,,125.771
1666938001405,7.004831,,126.286
1666938001910,7.565012,,126.791
1666938002401,7.3891625,,127.282
1666938002904,7.506053,,127.785
1666938003406,8.495145,,128.287
1666938003902,7.785888,,128.783
1666938004411,8.958838,,129.292
1666938004914,8.088236,,129.795
1666938005401,9.547739,,130.282
1666938005897,8.114558,,130.778
1666938006395,7.2639227,,131.276
1666938006909,8.937198,,131.79
1666938007407,8.663366,,132.288
1666938007902,8.232446,,132.783
1666938008396,9.75,,133.277
1666938008905,7.5980396,,133.786
1666938009413,8.571429,,134.294
1666938009903,8.866995,,134.784
1666938010420,8.872902,,135.301
1666938010916,8.75,,135.797
1666938011406,8.415841,,136.287
1666938011914,8.557458,,136.795
1666938012410,9.296482,,137.291
1666938012921,9.090909,,137.802
1666938013415,9.59596,,138.296
1666938013906,8.780488,,138.787
1666938014406,8.413462,,139.287
1666938014929,8.009708,,139.81
1666938015406,8.838384,,140.287
1666938015896,8.3950615,,140.777
1666938016412,8.663366,,141.293
1666938016904,8.333334,,141.785
1666938017406,8.413462,,142.287
1666938017919,8.695652,,142.8
1666938018418,9.290954,,143.299
1666938018905,7.848101,,143.786
1666938019404,9.02439,,144.285
1666938019925,8.780488,,144.806
1666938020418,9.313725,,145.299
1666938020926,8.977556,,145.807
1666938021402,7.4742265,,146.283
1666938021932,8.915663,,146.813
1666938022433,9.756097,,147.314
1666938022892,5.9459457,,147.773
1666938023425,9.345795,,148.306
1666938023921,8.128079,,148.802
1666938024410,8.629441,,149.291
1666938024932,8.937198,,149.813
1666938025416,8.585858,,150.297
1666938025922,8.333334,,150.803
1666938026426,8.375634,,151.307
1666938026927,8.75,,151.808
1666938027432,8.706468,,152.313
1666938027914,8.905852,,152.795
1666938028424,9.11271,,153.305
1666938028929,9.158416,,153.81
1666938029430,8.915663,,154.311
1666938029917,9.138382,,154.798
1666938030406,9.452736,,155.287
1666938030911,8.415841,,155.792
1666938031418,8.040201,,156.299
1666938031914,7.86802,,156.795
1666938032423,9.268292,,157.304
1666938032919,8.854166,,157.8
1666938033428,9.069213,,158.309
1666938033930,9.090909,,158.811
1666938034427,10.169491,,159.308
1666938034933,9.569378,,159.814
1666938035413,8.67347,,160.294
1666938035916,8.933002,,160.797
1666938036415,7.3891625,,161.296
1666938036917,7.692308,,161.798
1666938037426,7.971015,,162.307
1666938037930,8.080808,,162.811
1666938038432,8.439898,,163.313
1666938038924,7.5916233,,163.805
1666938039413,6.683805,,164.294
1666938039929,7.1611257,,164.81
1666938040425,7.178218,,165.306
1666938040908,7.03125,,165.789
1666938041395,5.8510637,,166.276
1666938041917,6.746988,,166.798
1666938042425,7.481297,,167.306
1666938042912,7.2916665,,167.793
1666938043410,7.304786,,168.291
1666938043918,6.7164183,,168.799
1666938044419,8.031088,,169.3
1666938044914,7.197943,,169.795
1666938045427,7.052897,,170.308
1666938045915,6.878307,,170.796
1666938046432,7.4257426,,171.313
1666938046925,7.466666,,171.806
1666938047407,7.049608,,172.288
1666938047924,6.9478908,,172.805
1666938048403,7.4468083,,173.284
1666938048927,8.232446,,173.808
1666938049425,8.115184,,174.306
1666938049921,7.651715,,174.802
1666938050425,7.070707,,175.306
1666938050939,8.270677,,175.82
1666938051433,7.611549,,176.314
1666938051940,6.9053707,,176.821
1666938052432,7.7319584,,177.313
1666938052933,7.272727,,177.814
1666938053422,7.3490815,,178.303
1666938053933,7.2864323,,178.814
1666938054434,7.49354,,179.315
1666938054919,6.6489363,,179.8
1666938055422,7.5376883,,180.303
1666938055943,7.611549,,180.824
1666938056428,6.2992125,,181.309
1666938056938,7.1611257,,181.819
1666938057429,7.908163,,182.31
1666938057930,6.060606,,182.811
1666938058436,6.5326633,,183.317
1666938058925,6.122449,,183.806
1666938059443,6.1538463,,184.324
1666938059948,6.666667,,184.829
1666938060432,6.4516125,,185.313
1666938060929,6.5656567,,185.81
1666938061459,6.3451777,,186.34
1666938061943,11.256544,,186.824
1666938062439,9.693877,,187.32
1666938062944,10.56701,,187.825
1666938063444,10.824742,,188.325
1666938063936,8.8,,188.817
1666938064436,8.585858,,189.317
1666938064930,7.9283886,,189.811
1666938065446,8.9743595,,190.327
1666938065947,9.245742,,190.828
1666938066440,8.396947,,191.321
1666938066931,8.157895,,191.812
1666938067444,9.701492,,192.325
1666938067948,9.71867,,192.829
1666938068458,9.9009905,,193.339
1666938068951,9.326426,,193.832
1666938069441,9.302325,,194.322
1666938069927,7.7127657,,194.808
1666938070431,8.010336,,195.312
1666938070933,8.290155,,195.814
1666938071450,7.3891625,,196.331
1666938071937,7.5471697,,196.818
1666938072443,8.270677,,197.324
1666938072934,6.870229,,197.815
1666938073441,9.2544985,,198.322
1666938073954,8.247422,,198.835
1666938074435,8.571429,,199.316
1666938074951,7.751938,,199.832
1666938075448,8.290155,,200.329
1666938075957,8.5,,200.838
1666938076450,7.8880405,,201.331
1666938076944,7.978723,,201.825
1666938077443,8.854166,,202.324
1666938077931,8.28877,,202.812
1666938078449,8.121827,,203.33
1666938078931,8.28877,,203.812
1666938079439,7.8085647,,204.32
1666938079926,7.466666,,204.807
1666938080439,8.0,,205.32
1666938080944,8.072916,,205.825
1666938081437,7.672634,,206.318
1666938081947,7.9896903,,206.828
1666938082435,7.5520835,,207.316
1666938082947,7.2164946,,207.828
1666938083442,8.831169,,208.323
1666938083938,7.1240106,,208.819
1666938084444,7.0866146,,209.325
1666938084940,6.349207,,209.821
1666938085439,7.611549,,210.32
1666938085937,8.638743,,210.818
1666938086447,8.031088,,211.328
1666938086954,7.1428576,,211.835
1666938087452,7.8880405,,212.333
1666938087949,6.2015505,,212.83
1666938088449,6.9408736,,213.33
1666938088947,5.9431524,,213.828
1666938089444,8.661418,,214.325
1666938089953,13.350784,,214.834
1666938090442,9.326426,,215.323
1666938090947,12.760417,,215.828
1666938091439,10.817942,,216.32
1666938091937,13.866666,,216.818
1666938092441,13.192612,,217.322
1666938092938,13.079019,,217.819
1666938093450,12.977099,,218.331
1666938093931,13.370474,,218.812
1666938094452,12.935324,,219.333
1666938094947,11.111112,,219.828
1666938095447,11.398964,,220.328
1666938095941,11.989101,,220.822
1666938096446,7.7120824,,221.327
1666938096951,8.163265,,221.832
1666938097448,9.042553,,222.329
1666938097960,8.977556,,222.841
1666938098459,9.635416,,223.34
1666938098962,9.3199,,223.843
1666938099458,9.473684,,224.339
1666938099962,9.768638,,224.843
1666938100468,9.046454,,225.349
1666938100960,9.066667,,225.841
1666938101466,9.898477,,226.347
1666938101967,9.207161,,226.848
1666938102463,9.183674,,227.344
1666938102954,9.090909,,227.835
1666938103450,8.947369,,228.331
1666938103967,9.020618,,228.848
1666938104458,9.895834,,229.339
1666938104970,9.2544985,,229.851
1666938105456,8.579089,,230.337
1666938105964,8.8082905,,230.845
1666938106475,8.616188,,231.356
1666938106955,8.184143,,231.836
1666938107481,8.7378645,,232.362
1666938107944,8.423913,,232.825
1666938108444,9.186352,,233.325
1666938108964,8.977556,,233.845
1666938109470,9.273183,,234.351
1666938109963,9.473684,,234.844
1666938110467,9.819121,,235.348
1666938110966,8.86076,,235.847
1666938111449,7.874016,,236.33
1666938111958,9.635416,,236.839
1666938112459,9.138382,,237.34
1666938112967,9.25,,237.848
1666938113456,9.660574,,238.337
1666938113965,8.375634,,238.846
1666938114461,9.819121,,239.342
1666938114953,8.743169,,239.834
1666938115458,9.768638,,240.339
1666938115964,9.383378,,240.845
1666938116460,8.355091,,241.341
1666938116959,8.533333,,241.84
1666938117483,9.82801,,242.364
1666938117969,9.189189,,242.85
1666938118466,9.973753,,243.347
1666938118970,8.816121,,243.851
1666938119470,9.620253,,244.351
1666938119972,8.762886,,244.853
1666938120448,9.358289,,245.329
1666938120980,8.229426,,245.861
1666938121468,8.0,,246.349
1666938121976,7.848101,,246.857
1666938122464,8.268734,,247.345
1666938122983,8.785529,,247.864
1666938123466,8.684211,,248.347
1666938123956,8.947369,,248.837
1666938124460,8.877285,,249.341
1666938124969,9.183674,,249.85
1666938125466,9.214092,,250.347
1666938125983,8.226221,,250.864
1666938126471,8.196721,,251.352
1666938126985,7.7114425,,251.866
1666938127483,8.379889,,252.364
1666938127961,8.247422,,252.842
1666938128471,8.157895,,253.352
1666938128964,7.8947363,,253.845
1666938129462,7.4742265,,254.343
1666938129961,8.222812,,254.842
1666938130455,7.853403,,255.336
1666938130986,12.010444,,255.867
1666938131489,10.810811,,256.37
1666938131975,10.677084,,256.856
1666938132469,12.401055,,257.35
1666938132987,12.661499,,257.868
1666938133472,12.912088,,258.353
1666938133989,10.126582,,258.87
1666938134473,9.234829,,259.354
1666938134961,8.1794195,,259.842
1666938135471,8.505155,,260.352
1666938135980,8.785529,,260.861
1666938136491,7.908163,,261.372
1666938136984,9.16442,,261.865
1666938137487,8.461538,,262.368
1666938137980,9.375,,262.861
1666938138494,9.660574,,263.375
1666938138981,8.947369,,263.862
1666938139486,10.182767,,264.367
1666938139976,9.762533,,264.857
1666938140483,9.383378,,265.364
1666938140990,9.59596,,265.871
1666938141486,7.1618037,,266.367
1666938141993,8.9743595,,266.874
1666938142499,9.793815,,267.38
1666938142980,8.970977,,267.861
1666938143512,11.081794,,268.393
1666938143985,9.114584,,268.866
1666938144478,9.49868,,269.359
1666938144977,9.485095,,269.858
1666938145476,9.660574,,270.357
1666938145988,9.814323,,270.869
1666938146485,8.762886,,271.366
1666938146986,9.210526,,271.867
1666938147489,9.3199,,272.37
1666938148011,9.793815,,272.892
1666938148500,9.560723,,273.381
1666938148987,8.648649,,273.868
1666938149477,8.602151,,274.358
1666938149972,7.651715,,274.853
1666938150481,9.523809,,275.362
1666938150989,8.136483,,275.87
1666938151503,7.633588,,276.384
1666938151974,7.692308,,276.855
1666938152480,7.978723,,277.361
1666938152980,7.105263,,277.861
1666938153485,8.226221,,278.366
1666938153972,7.5718017,,278.853
1666938154488,9.947644,,279.369
1666938154983,8.136483,,279.864
1666938155468,7.733333,,280.349
1666938155986,8.378378,,280.867
1666938156488,7.8947363,,281.369
1666938156982,8.010336,,281.863
1666938157480,8.488064,,282.361
1666938157985,8.290155,,282.866
1666938158492,8.201058,,283.373
1666938158989,8.493151,,283.87
1666938159488,8.905852,,284.369
1666938159984,8.864265,,284.865
1666938160485,8.201058,,285.366
1666938160981,8.268734,,285.862
1666938161481,7.4270554,,286.362
1666938161983,8.398951,,286.864
1666938162492,8.333334,,287.373
1666938162997,8.072916,,287.878
1666938163478,8.602151,,288.359
1666938164000,8.762886,,288.881
1666938164500,9.6446705,,289.381
1666938164988,8.776595,,289.869
1666938165492,8.064516,,290.373
1666938166002,8.205129,,290.883
1666938166498,7.6502733,,291.379
1666938166996,8.093995,,291.877
1666938167502,8.753315,,292.383
1666938167982,8.28877,,292.863
1666938168486,8.28877,,293.367
1666938168998,7.5718017,,293.879
1666938169489,6.8601584,,294.37
1666938169982,8.064516,,294.863
1666938170485,7.4074073,,295.366
1666938170984,7.2115383,,295.865
1666938171501,7.0217915,,296.382
1666938171990,7.2115383,,296.871
1666938172499,7.380953,,297.38
1666938173009,7.3113213,,297.89
1666938173493,7.960199,,298.374
1666938173998,7.524272,,298.879
1666938174496,8.674699,,299.377
1666938175004,8.433735,,299.885
1666938175506,7.560976,,300.387
1666938175975,8.121827,,300.856
1666938176499,6.8883615,,301.38
1666938176982,7.5376883,,301.863
1666938177487,6.9767447,,302.368
1666938178002,7.226107,,302.883
1666938178490,7.971015,,303.371
1666938178996,7.398568,,303.877
1666938179509,6.6513762,,304.39
1666938180015,8.436725,,304.896
1666938180505,8.173077,,305.386
1666938180990,8.457711,,305.871
1666938181502,6.2650604,,306.383
1666938182015,8.153478,,306.896
1666938182502,7.8624077,,307.383
1666938183004,7.398568,,307.885
1666938183489,7.7108436,,308.37
1666938184004,8.653847,,308.885
1666938184508,8.510638,,309.389
1666938185002,6.8965516,,309.883
1666938185499,7.75,,310.38
1666938185985,7.2992697,,310.866
1666938186502,7.092199,,311.383
1666938187007,7.3634205,,311.888
1666938187509,7.3113213,,312.39
1666938187996,7.5376883,,312.877
1666938188501,7.434053,,313.382
1666938189006,8.232446,,313.887
1666938189503,7.785888,,314.384
1666938190003,7.785888,,314.884
1666938190493,8.457711,,315.374
1666938191003,8.173077,,315.884
1666938191515,7.055961,,316.396
1666938192005,7.804878,,316.886
1666938192509,8.0684595,,317.39
1666938193009,7.560976,,317.89
1666938193501,10.386474,,318.382
1666938194001,10.895884,,318.882
1666938194508,11.502347,,319.389
1666938194997,11.029412,,319.878
1666938195496,11.084337,,320.377
1666938196016,10.588236,,320.897
1666938196504,9.59596,,321.385
1666938197008,10.918115,,321.889
1666938197501,10.5515585,,322.382
1666938198004,8.571429,,322.885
1666938198521,9.090909,,323.402
1666938199016,8.888889,,323.897
1666938199530,8.937198,,324.411
1666938200020,8.353808,,324.901
1666938200521,9.443099,,325.402
1666938201008,7.948718,,325.889
1666938201519,7.5829387,,326.4
1666938202008,8.35443,,326.889
1666938202502,9.5,,327.383
1666938203001,7.506053,,327.882
1666938203522,8.0188675,,328.403
1666938204012,6.9587626,,328.893
1666938204511,10.643564,,329.392
1666938205018,9.708737,,329.899
1666938205505,9.950249,,330.386
1666938206002,9.732361,,330.883
1666938206505,8.35443,,331.386
1666938207020,9.069213,,331.901
1666938207520,8.888889,,332.401
1666938208018,9.158416,,332.899
1666938208532,10.144927,,333.413
1666938209022,8.816121,,333.903
1666938209529,7.9404464,,334.41
1666938210004,8.521303,,334.885
1666938210531,9.219858,,335.412
1666938211007,8.478804,,335.888
1666938211505,7.397959,,336.386
1666938212006,8.845208,,336.887
1666938212531,9.756097,,337.412
1666938213017,9.512195,,337.898
1666938213538,9.219858,,338.419
1666938214021,9.326426,,338.902
1666938214533,10.213777,,339.414
1666938215022,10.10101,,339.903
1666938215516,8.866995,,340.397
1666938216036,9.11271,,340.917
1666938216520,7.614213,,341.401
1666938217010,8.25,,341.891
1666938217524,8.0684595,,342.405
1666938218023,9.06801,,342.904
1666938218517,8.536586,,343.398
1666938219011,8.933002,,343.892
1666938219514,8.958838,,344.395
1666938220017,8.542713,,344.898
1666938220491,7.068063,,345.372
1666938221014,7.565012,,345.895
1666938221524,7.2164946,,346.405
1666938222025,7.2815537,,346.906
1666938222526,7.960199,,347.407
1666938223013,8.208955,,347.894
1666938223520,8.312343,,348.401
1666938224019,7.8085647,,348.9
1666938224528,8.133971,,349.409
1666938225026,8.585858,,349.907
1666938225519,8.168317,,350.4
1666938226013,7.253886,,350.894
1666938226527,7.304786,,351.408
1666938227011,7.86802,,351.892
1666938227524,7.8880405,,352.405
1666938228013,7.772021,,352.894
1666938228530,7.908163,,353.411
1666938229018,8.101266,,353.899
1666938229533,8.139535,,354.414
1666938230024,8.579089,,354.905
1666938230516,11.85567,,355.397
1666938231026,8.270677,,355.907
1666938231517,7.49354,,356.398
1666938232021,8.02005,,356.902
1666938232520,7.960199,,357.401
1666938233020,7.9283886,,357.901
1666938233529,8.270677,,358.41
1666938234025,8.051949,,358.906
1666938234516,7.323232,,359.397
1666938235024,7.5718017,,359.905
1666938235513,7.5949364,,360.394
1666938236003,6.7532463,,360.884
1666938236539,6.954437,,361.42
1666938237024,7.874016,,361.905
1666938237521,8.222812,,362.402
1666938238029,8.108108,,362.91
1666938238529,8.439898,,363.41
1666938239032,8.088236,,363.913
1666938239515,8.706468,,364.396
1666938240036,8.0,,364.917
1666938240539,7.8282824,,365.42
1666938241023,8.638743,,365.904
1666938241547,9.226933,,366.428
1666938242027,11.0,,366.908
1666938242522,11.42132,,367.403
1666938243026,11.627908,,367.907
1666938243519,11.675127,,368.4
1666938244020,10.696518,,368.901
1666938244539,10.632912,,369.42
1666938245035,8.77193,,369.916
1666938245547,9.58231,,370.428
1666938246023,9.59596,,370.904
1666938246552,7.748184,,371.433
1666938247041,9.230769,,371.922
1666938247552,9.46602,,372.433
1666938248036,10.026385,,372.917
1666938248548,9.046454,,373.429
1666938249030,8.629441,,373.911
1666938249537,9.273183,,374.418
1666938250024,9.27835,,374.905
1666938250545,7.98005,,375.426
1666938251029,9.042553,,375.91
1666938251549,7.3891625,,376.43
1666938252033,9.090909,,376.914
1666938252547,8.866995,,377.428
1666938253048,9.181141,,377.929
1666938253550,9.6446705,,378.431
1666938254044,9.87013,,378.925
1666938254546,10.173697,,379.427
1666938255050,9.768638,,379.931
1666938255534,9.921671,,380.415
1666938256030,10.22444,,380.911
1666938256544,7.3891625,,381.425
1666938257029,9.448819,,381.91
1666938257552,9.002433,,382.433
1666938258033,8.695652,,382.914
1666938258547,9.343434,,383.428
1666938259040,8.740359,,383.921
1666938259535,8.928572,,384.416
1666938260046,9.183674,,384.927
1666938260541,9.186352,,385.422
1666938261058,9.25,,385.939
1666938261559,7.19603,,386.44
1666938262054,9.3199,,386.935
1666938262547,9.114584,,387.428
1666938263041,9.045226,,387.922
1666938263550,9.571789,,388.431
1666938264036,9.819121,,388.917
1666938264544,9.975062,,389.425
1666938265035,9.414759,,389.916
1666938265548,10.282777,,390.429
1666938266055,0.0,,390.936
1666938266541,0.0,,391.422
1666938267060,9.06801,,391.941
1666938267547,8.86076,,392.428
1666938268039,9.448819,,392.92
1666938268542,9.693877,,393.423
1666938269048,9.571789,,393.929
1666938269543,9.06801,,394.424
1666938270050,9.660574,,394.931
1666938270568,9.59596,,395.449
1666938271052,9.162304,,395.933
1666938271559,8.333334,,396.44
1666938272063,9.848485,,396.944
1666938272569,9.629629,,397.45
1666938273070,10.263158,,397.951
1666938273551,9.2544985,,398.432
1666938274066,10.025707,,398.947
1666938274569,9.620253,,399.45
1666938275061,9.230769,,399.942
1666938275545,9.259259,,400.426
1666938276059,10.106383,,400.94
1666938276562,7.633588,,401.443
1666938277069,9.414759,,401.95
1666938277568,9.30851,,402.449
1666938278067,9.022556,,402.948
1666938278546,8.753315,,403.427
1666938279065,10.025063,,403.946
1666938279570,9.158416,,404.451
1666938280069,9.620253,,404.95
1666938280568,9.06801,,405.449
1666938281072,9.873418,,405.953
1666938281567,7.435898,,406.448
1666938282061,9.438775,,406.942
1666938282560,9.350649,,407.441
1666938283060,8.376964,,407.941
1666938283562,9.414759,,408.443
1666938284059,9.736842,,408.94
1666938284570,9.25,,409.451
1666938285067,9.48718,,409.948
1666938285561,8.854166,,410.442
1666938286084,8.910892,,410.965
1666938286564,8.051949,,411.445
1666938287074,9.819121,,411.955
1666938287574,9.6858635,,412.455
1666938288065,9.547739,,412.946
1666938288562,9.511568,,413.443
1666938289063,9.74359,,413.944
1666938289570,9.114584,,414.451
1666938290066,9.620253,,414.947
1666938290564,9.866667,,415.445
1666938291062,9.350649,,415.943
1666938291558,7.874016,,416.439
1666938292074,9.793815,,416.955
1666938292566,8.661418,,417.447
1666938293063,9.693877,,417.944
1666938293568,9.6,,418.449
1666938294072,9.27835,,418.953
1666938294562,9.259259,,419.443
1666938295062,10.58201,,419.943
1666938295567,9.819121,,420.448
1666938296074,11.200001,,420.955
1666938296566,8.226221,,421.447
1666938297088,9.296482,,421.969
1666938297573,9.814323,,422.454
1666938298072,8.9514065,,422.953
1666938298580,9.473684,,423.461
1666938299068,8.776595,,423.949
1666938299571,7.2916665,,424.452
1666938300059,7.068063,,424.94
1666938300561,6.878307,,425.442
1666938301076,7.8947363,,425.957
1666938301576,8.707124,,426.457
1666938302067,7.03125,,426.948
1666938302552,8.157895,,427.433
1666938303069,7.816712,,427.95
1666938303572,7.5916233,,428.453
1666938304072,8.247422,,428.953
1666938304574,9.162304,,429.455
1666938305083,9.6,,429.964
1666938305590,9.547739,,430.471
